"Angle"	"Energy kJ/mol"	"BondedTermsEnergy"	"NonBondedTermsEnergy"	"BondStretchEnergy"	"AngleStretchEnergy"	"TorsionEnergy"	"OutOfPlaneEnergy"	"DispersionEnergy"	"ElectrostaticEnergy"	"NonBondedEnergyC"	"NonBondedEnergyD"	Angle(1 0 2)	Angle-opt(1 0 2)	Angle(1 0 3)	Angle-opt(1 0 3)	Angle(1 0 4)	Angle-opt(1 0 4)	Angle(2 0 3)	Angle-opt(2 0 3)	Angle(2 0 4)	Angle-opt(2 0 4)	Angle(3 0 4)	Angle-opt(3 0 4)
-18.000000	26.310919	26.310919	0.000000	0.000000	26.310919	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	91.471217	-17.211370	109.471219	0.788631	117.560880	8.878292	117.560878	8.878290
-17.800000	25.756426	25.756426	0.000000	0.000000	25.756426	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	91.671220	-17.011368	109.471219	0.788631	117.482815	8.800228	117.482820	8.800232
-17.600000	25.207353	25.207353	0.000000	0.000000	25.207353	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	91.871218	-16.811370	109.471219	0.788631	117.404451	8.721863	117.404450	8.721862
-17.400000	24.663697	24.663697	0.000000	0.000000	24.663697	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	92.071219	-16.611369	109.471219	0.788631	117.325775	8.643187	117.325776	8.643188
-17.200000	24.125489	24.125489	0.000000	0.000000	24.125489	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	92.271219	-16.411369	109.471219	0.788631	117.246796	8.564208	117.246798	8.564210
-17.000000	23.592740	23.592740	0.000000	0.000000	23.592740	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	92.471221	-16.211367	109.471219	0.788631	117.167512	8.484924	117.167516	8.484928
-16.800000	23.065489	23.065489	0.000000	0.000000	23.065489	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	92.671217	-16.011371	109.471219	0.788631	117.087932	8.405344	117.087931	8.405343
-16.600000	22.543727	22.543727	0.000000	0.000000	22.543727	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	92.871220	-15.811368	109.471219	0.788631	117.008044	8.325456	117.008048	8.325460
-16.400000	22.027496	22.027496	0.000000	0.000000	22.027496	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	93.071219	-15.611369	109.471219	0.788631	116.927862	8.245274	116.927865	8.245277
-16.200000	21.516804	21.516804	0.000000	0.000000	21.516804	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	93.271220	-15.411368	109.471219	0.788631	116.847378	8.164790	116.847387	8.164799
-16.000000	21.011678	21.011678	0.000000	0.000000	21.011678	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	93.471219	-15.211369	109.471219	0.788631	116.766607	8.084019	116.766606	8.084018
-15.800000	20.512136	20.512136	0.000000	0.000000	20.512136	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	93.671217	-15.011371	109.471219	0.788631	116.685537	8.002949	116.685535	8.002947
-15.600000	20.018187	20.018187	0.000000	0.000000	20.018187	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	93.871218	-14.811370	109.471219	0.788631	116.604171	7.921583	116.604173	7.921585
-15.400000	19.529853	19.529853	0.000000	0.000000	19.529853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	94.071221	-14.611367	109.471219	0.788631	116.522514	7.839926	116.522517	7.839929
-15.200000	19.047167	19.047167	0.000000	0.000000	19.047167	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	94.271219	-14.411369	109.471219	0.788631	116.440568	7.757980	116.440572	7.757984
-15.000000	18.570136	18.570136	0.000000	0.000000	18.570136	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	94.471219	-14.211369	109.471219	0.788631	116.358336	7.675748	116.358336	7.675748
-14.800000	18.098778	18.098778	0.000000	0.000000	18.098778	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	94.671220	-14.011368	109.471219	0.788631	116.275811	7.593223	116.275817	7.593229
-14.600000	17.633123	17.633123	0.000000	0.000000	17.633123	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	94.871219	-13.811369	109.471219	0.788631	116.193007	7.510419	116.193007	7.510419
-14.400000	17.173174	17.173174	0.000000	0.000000	17.173174	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	95.071220	-13.611368	109.471219	0.788631	116.109913	7.427325	116.109916	7.427328
-14.200000	16.718963	16.718963	0.000000	0.000000	16.718963	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	95.271219	-13.411369	109.471219	0.788631	116.026538	7.343950	116.026543	7.343955
-14.000000	16.270501	16.270501	0.000000	0.000000	16.270501	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	95.471220	-13.211368	109.471219	0.788631	115.942882	7.260294	115.942886	7.260298
-13.800000	15.827815	15.827815	0.000000	0.000000	15.827815	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	95.671218	-13.011370	109.471219	0.788631	115.858950	7.176362	115.858948	7.176360
