step,T,Epot,Efull,SolventMolsThroughZ,SolventMolsThroughKlap,Z_Klap,
4.857e-011,308.963,-7889.71,-7280.88,4,5,-0.0181415,
4.8575e-011,305.236,-7882.78,-7281.3,4,5,-0.0186598,
4.858e-011,300.648,-7873.42,-7280.98,4,5,-0.0194863,
4.8585e-011,286.867,-7844.93,-7279.65,4,5,-0.0203912,
4.859e-011,292.763,-7857.28,-7280.38,4,5,-0.0210849,
4.8595e-011,297.464,-7865.76,-7279.59,4,5,-0.0210981,
4.86e-011,302.442,-7876.2,-7280.23,4,5,-0.0211455,
4.8605e-011,278.807,-7828.05,-7278.65,4,5,-0.0209328,
4.861e-011,269.013,-7807.77,-7277.67,4,5,-0.0206205,
4.8615e-011,291.485,-7850.02,-7275.64,4,5,-0.0199285,
4.862e-011,311.174,-7892.34,-7279.16,4,5,-0.0198912,
4.8625e-011,307.334,-7886.58,-7280.97,4,5,-0.0200825,
4.863e-011,295.344,-7864.22,-7282.23,4,5,-0.0202422,
4.8635e-011,301.138,-7874.87,-7281.47,4,5,-0.02025,
4.864e-011,307.527,-7887,-7281.01,4,5,-0.0204387,
4.8645e-011,303.529,-7880.07,-7281.95,4,5,-0.0203427,
4.865e-011,298.044,-7869.33,-7282.02,4,5,-0.0198645,
4.8655e-011,276.114,-7826.06,-7281.97,4,5,-0.0196863,
4.866e-011,278.041,-7826.45,-7278.56,4,5,-0.0193529,
4.8665e-011,318.965,-7906.87,-7278.34,4,5,-0.0189151,
4.867e-011,325.465,-7921.94,-7280.6,4,5,-0.0181378,
4.8675e-011,287.535,-7849.77,-7283.17,4,5,-0.0175378,
4.868e-011,277.19,-7827.08,-7280.86,4,5,-0.0167152,
4.8685e-011,294.944,-7860.48,-7279.28,4,5,-0.0165925,
4.869e-011,299.328,-7869.44,-7279.6,4,5,-0.0169102,
4.8695e-011,272.478,-7814.53,-7277.6,4,5,-0.0172162,
4.87e-011,289.792,-7846.21,-7275.16,4,5,-0.0173335,
4.8705e-011,278.515,-7822.62,-7273.79,4,5,-0.0177684,
4.871e-011,304.305,-7871.54,-7271.9,4,5,-0.0185843,
4.8715e-011,300.136,-7865.03,-7273.6,4,5,-0.019048,
4.872e-011,287.552,-7839.49,-7272.85,4,5,-0.0195039,
4.8725e-011,263.472,-7790.68,-7271.5,4,5,-0.0199316,
4.873e-011,301.356,-7863.6,-7269.77,4,5,-0.0210099,
4.8735e-011,301.964,-7866.26,-7271.23,4,5,-0.021896,
4.874e-011,316.869,-7895.96,-7271.56,4,5,-0.0222603,
4.8745e-011,310.753,-7885.59,-7273.24,4,5,-0.022324,
4.875e-011,314.623,-7894.41,-7274.43,4,5,-0.0231687,
4.8755e-011,277.688,-7821.06,-7273.86,4,5,-0.0238064,
4.876e-011,302.418,-7869.27,-7273.34,4,5,-0.0232635,
4.8765e-011,294.466,-7853.92,-7273.66,4,5,-0.0227769,
4.877e-011,295.864,-7855.51,-7272.49,4,5,-0.02301,
4.8775e-011,304.491,-7873.54,-7273.53,4,5,-0.022958,
4.878e-011,294.833,-7854.88,-7273.9,4,5,-0.0220752,
4.8785e-011,314.749,-7895.36,-7275.13,4,5,-0.0221055,
4.879e-011,276.856,-7819.06,-7273.5,4,5,-0.0228779,
4.8795e-011,302.638,-7869.98,-7273.62,4,5,-0.0228656,
4.88e-011,264.591,-7792.92,-7271.53,4,5,-0.0216441,
4.8805e-011,297.324,-7856.13,-7270.24,4,5,-0.0208729,
4.881e-011,286.892,-7834.57,-7269.24,4,5,-0.0211334,
4.8815e-011,314.847,-7890.48,-7270.06,4,5,-0.021621,
4.882e-011,297.445,-7856.78,-7270.66,4,5,-0.0212119,
4.8825e-011,317.586,-7897.25,-7271.44,4,5,-0.0204059,
4.883e-011,289.656,-7842.8,-7272.02,4,5,-0.0203919,
4.8835e-011,292.744,-7848.07,-7271.21,4,5,-0.0210989,
4.884e-011,298.646,-7858.04,-7269.54,4,5,-0.0217078,
4.8845e-011,308.457,-7879.49,-7271.66,4,5,-0.0219984,
4.885e-011,269.064,-7800.19,-7269.99,4,5,-0.0223167,
4.8855e-011,325.391,-7912.17,-7270.98,4,5,-0.0222477,
4.886e-011,296.161,-7855.82,-7272.22,4,5,-0.0222787,
4.8865e-011,295.49,-7854.21,-7271.94,4,5,-0.0225572,
4.887e-011,284.211,-7830.37,-7270.32,4,5,-0.0228365,
4.8875e-011,308.71,-7878.78,-7270.46,4,5,-0.0225087,
4.888e-011,310.858,-7884,-7271.44,4,5,-0.0221599,
4.8885e-011,276.648,-7817.02,-7271.87,4,5,-0.0214305,
4.889e-011,278.063,-7817.57,-7269.63,4,5,-0.0204891,
4.8895e-011,282.761,-7826.05,-7268.85,4,5,-0.0202185,
4.89e-011,312.955,-7884.17,-7267.49,4,5,-0.0203954,
4.8905e-011,306.369,-7873.08,-7269.37,4,5,-0.0197196,
4.891e-011,303.621,-7867.96,-7269.66,3,4,-0.0183493,
4.8915e-011,290.889,-7842.36,-7269.15,3,4,-0.0183046,
4.892e-011,308.402,-7877.37,-7269.65,3,4,-0.0191514,
4.8925e-011,290.131,-7841.74,-7270.03,3,4,-0.0193915,
4.893e-011,311.26,-7883.79,-7270.44,3,4,-0.0186327,
4.8935e-011,313.355,-7888.36,-7270.89,3,4,-0.0185238,
4.894e-011,295.018,-7853.7,-7272.36,3,4,-0.0187299,
4.8945e-011,299.915,-7862.73,-7271.74,3,4,-0.0186267,
4.895e-011,309.567,-7883.54,-7273.53,3,4,-0.0184016,
4.8955e-011,313.184,-7890.44,-7273.3,3,4,-0.0190649,
4.896e-011,302.353,-7870.67,-7274.87,3,4,-0.0200169,
4.8965e-011,280.542,-7827.48,-7274.66,3,4,-0.0200898,
4.897e-011,293.145,-7851.18,-7273.52,3,4,-0.0196894,
4.8975e-011,307.293,-7879.15,-7273.61,3,4,-0.0201605,
4.898e-011,297.106,-7859.82,-7274.37,3,4,-0.0212422,
4.8985e-011,310.604,-7886.59,-7274.53,3,4,-0.0212107,
4.899e-011,268.949,-7804.66,-7274.69,3,4,-0.0202601,
4.8995e-011,283.13,-7829.98,-7272.06,3,4,-0.0201096,
4.9e-011,290.496,-7843.5,-7271.07,3,4,-0.0208609,
4.9005e-011,342.319,-7947.82,-7273.27,3,4,-0.0206765,
4.901e-011,287.332,-7842.34,-7276.15,3,4,-0.0196373,
4.9015e-011,296.492,-7859.09,-7274.84,3,4,-0.0188134,
4.902e-011,285.142,-7836.61,-7274.73,3,4,-0.0184699,
4.9025e-011,333.278,-7931.57,-7274.84,3,4,-0.0179555,
4.903e-011,291.464,-7851.69,-7277.35,3,4,-0.0180275,
4.9035e-011,302.579,-7872.11,-7275.86,3,4,-0.0186216,
4.904e-011,284.378,-7835.39,-7275.01,3,4,-0.0189143,
4.9045e-011,314.628,-7895.12,-7275.13,3,4,-0.0182263,
4.905e-011,303.737,-7874.29,-7275.76,3,4,-0.017434,
4.9055e-011,302.481,-7873.1,-7277.04,3,4,-0.0172174,
4.906e-011,287.328,-7842.02,-7275.83,3,4,-0.0173405,
4.9065e-011,307.446,-7881.69,-7275.86,3,4,-0.0174407,
4.907e-011,273.162,-7814.15,-7275.87,3,4,-0.0170847,
4.9075e-011,282.438,-7831.29,-7274.74,3,4,-0.016755,
4.908e-011,316.836,-7898.72,-7274.38,3,4,-0.0167161,
4.9085e-011,296.579,-7859.26,-7274.84,3,4,-0.01764,
4.909e-011,308.229,-7882.09,-7274.72,3,4,-0.0188767,
4.9095e-011,271.563,-7809.62,-7274.5,3,4,-0.0197065,
4.91e-011,304.35,-7872.59,-7272.85,3,4,-0.0196276,
4.9105e-011,308.181,-7881.82,-7274.54,3,4,-0.0196045,
4.911e-011,326.317,-7919.57,-7276.55,3,4,-0.019824,
4.9115e-011,281.081,-7832.07,-7278.19,3,4,-0.0191987,
4.912e-011,298.432,-7865.24,-7277.16,3,4,-0.0182149,
4.9125e-011,304.529,-7878,-7277.91,3,4,-0.0179398,
4.913e-011,308.592,-7886.79,-7278.7,3,4,-0.0185712,
4.9135e-011,284.424,-7840.3,-7279.83,3,4,-0.0185814,
4.914e-011,284.646,-7838.21,-7277.3,3,4,-0.0188117,
4.9145e-011,309.078,-7885.65,-7276.6,3,4,-0.0194012,
4.915e-011,302.903,-7873.67,-7276.79,3,4,-0.0198861,
4.9155e-011,281.513,-7829.72,-7274.98,3,4,-0.0196444,
4.916e-011,309.096,-7884.99,-7275.91,3,4,-0.0196297,
4.9165e-011,285.287,-7836.58,-7274.41,3,4,-0.0201899,
4.917e-011,308.707,-7883.96,-7275.64,3,4,-0.0204798,
4.9175e-011,284.186,-7834.88,-7274.88,3,4,-0.0202209,
4.918e-011,302.781,-7871.98,-7275.34,3,4,-0.0195977,
4.9185e-011,295.986,-7858.25,-7275,3,4,-0.019611,
4.919e-011,293.95,-7854.75,-7275.51,3,4,-0.0196817,
4.9195e-011,281.575,-7828.99,-7274.14,3,4,-0.0196176,
4.92e-011,287.234,-7838.93,-7272.92,3,4,-0.0192886,
4.9205e-011,300.75,-7864.69,-7272.05,3,4,-0.0199105,
4.921e-011,312.417,-7888.07,-7272.44,3,4,-0.0207628,
4.9215e-011,287.677,-7839.09,-7272.21,3,4,-0.0211397,
4.922e-011,288.881,-7840.23,-7270.98,3,4,-0.0210266,
4.9225e-011,313.629,-7889.6,-7271.58,3,4,-0.0210384,
4.923e-011,317.306,-7898.71,-7273.44,3,4,-0.0211744,
4.9235e-011,290.967,-7847.15,-7273.79,3,4,-0.0209385,
4.924e-011,288.708,-7841.74,-7272.83,3,4,-0.0207072,
4.9245e-011,288.023,-7839.77,-7272.21,3,4,-0.0205315,
4.925e-011,288.662,-7839.99,-7271.17,3,4,-0.0211538,
4.9255e-011,293.675,-7848.74,-7270.04,3,4,-0.0216854,
4.926e-011,293.732,-7850.25,-7271.44,3,4,-0.0219622,
4.9265e-011,305.607,-7872.9,-7270.69,3,4,-0.021846,
4.927e-011,325.206,-7913.59,-7272.76,3,4,-0.0224512,
4.9275e-011,318.294,-7900.69,-7273.48,3,4,-0.0223102,
4.928e-011,297.496,-7859.99,-7273.76,3,4,-0.0209116,
4.9285e-011,303.797,-7873.1,-7274.45,3,4,-0.0198128,
4.929e-011,286.706,-7838.75,-7273.78,3,4,-0.0201943,
4.9295e-011,308.099,-7880.42,-7273.29,3,4,-0.0205212,
4.93e-011,283.408,-7831.18,-7272.71,3,4,-0.0193263,
4.9305e-011,301.999,-7867.59,-7272.49,3,4,-0.0185134,
4.931e-011,296.173,-7856.47,-7272.85,3,4,-0.0187424,
4.9315e-011,316.439,-7897.31,-7273.76,3,4,-0.0194891,
4.932e-011,290.04,-7846.51,-7274.98,3,4,-0.018987,
4.9325e-011,294.905,-7854.16,-7273.03,3,4,-0.0188096,
4.933e-011,289.984,-7843.64,-7272.22,3,4,-0.0194597,
4.9335e-011,303.236,-7868.95,-7271.41,3,4,-0.020798,
4.934e-011,294.819,-7852.28,-7271.33,3,4,-0.0212163,
4.9345e-011,303.452,-7868.56,-7270.6,3,4,-0.0211728,
4.935e-011,296.403,-7855.24,-7271.17,3,4,-0.0212824,
4.9355e-011,290.497,-7841.94,-7269.51,3,4,-0.0213085,
4.936e-011,324.755,-7910.55,-7270.6,3,4,-0.0212724,
4.9365e-011,297.1,-7857.87,-7272.43,3,4,-0.0215263,
4.937e-011,289.055,-7842.35,-7272.75,3,4,-0.0226292,
4.9375e-011,271.591,-7806.36,-7271.18,3,4,-0.0233712,
4.938e-011,305.637,-7872.54,-7270.27,3,4,-0.0241206,
4.9385e-011,312.828,-7888.56,-7272.12,3,4,-0.0245955,
4.939e-011,294.96,-7852.98,-7271.75,3,4,-0.0255736,
4.9395e-011,321.768,-7906.95,-7272.89,3,4,-0.0263541,
4.94e-011,304.421,-7873.38,-7273.51,3,4,-0.0268751,
4.9405e-011,284.8,-7833.45,-7272.24,3,4,-0.0268931,
4.941e-011,275.956,-7813.72,-7269.94,3,4,-0.026878,
4.9415e-011,307.351,-7875.63,-7269.98,3,4,-0.0271788,
4.942e-011,291.375,-7844.51,-7270.34,3,4,-0.0271029,
4.9425e-011,302.781,-7867.28,-7270.64,3,4,-0.026886,
4.943e-011,299.309,-7861.12,-7271.32,3,4,-0.0261542,
4.9435e-011,288.745,-7840.04,-7271.06,3,4,-0.0257704,
4.944e-011,294.684,-7852.65,-7271.96,3,4,-0.0248368,
4.9445e-011,315.571,-7895.59,-7273.75,3,4,-0.024075,
4.945e-011,296.796,-7859.55,-7274.7,3,4,-0.023309,
4.9455e-011,297.703,-7860.58,-7273.95,3,4,-0.0230591,
4.946e-011,302.195,-7869.12,-7273.63,3,4,-0.0226041,
4.9465e-011,328.624,-7921.69,-7274.12,3,4,-0.0223019,
4.947e-011,291.415,-7849.86,-7275.62,3,4,-0.0228079,
4.9475e-011,290.697,-7846.27,-7273.44,3,4,-0.0236526,
4.948e-011,290.472,-7846.21,-7273.83,3,4,-0.0237372,
4.9485e-011,293.015,-7848.84,-7271.45,3,4,-0.0228934,
4.949e-011,319.668,-7904.37,-7274.45,3,4,-0.0235364,
4.9495e-011,271.98,-7809.64,-7273.69,3,4,-0.0247893,
4.95e-011,297.428,-7859.81,-7273.72,3,4,-0.0253875,
4.9505e-011,285.43,-7835.16,-7272.71,3,4,-0.0245892,
4.951e-011,322.86,-7910.05,-7273.84,3,4,-0.0245367,
4.9515e-011,291.843,-7849.77,-7274.68,3,4,-0.0246126,
4.952e-011,297.909,-7860.24,-7273.2,3,4,-0.0244475,
4.9525e-011,299.059,-7862,-7272.69,3,4,-0.0242792,
4.953e-011,322.458,-7908.96,-7273.54,3,4,-0.0248482,
4.9535e-011,294.865,-7856.14,-7275.09,3,4,-0.025516,
4.954e-011,286.725,-7838.71,-7273.7,3,4,-0.0251151,
4.9545e-011,289.007,-7842.77,-7273.27,3,4,-0.024331,
4.955e-011,304.625,-7873.65,-7273.38,3,4,-0.0234738,
4.9555e-011,300.652,-7866.31,-7273.87,3,4,-0.0229122,
4.956e-011,321.207,-7910.09,-7277.14,3,4,-0.0213806,
4.9565e-011,291.314,-7851.98,-7277.94,3,4,-0.0204828,
4.957e-011,303.731,-7875.94,-7277.43,3,4,-0.0208302,
4.9575e-011,305.082,-7879.1,-7277.93,3,4,-0.0217587,
4.958e-011,302.616,-7875.91,-7279.59,3,4,-0.0217137,
4.9585e-011,281.392,-7832.17,-7277.68,3,4,-0.0218366,
4.959e-011,326.29,-7921.45,-7278.48,3,4,-0.022643,
4.9595e-011,288.218,-7846.21,-7278.27,3,4,-0.0229994,
4.96e-011,284.753,-7838.58,-7277.46,3,4,-0.0225156,
4.9605e-011,283.889,-7835.18,-7275.76,3,4,-0.0216248,
4.961e-011,322.955,-7914.34,-7277.95,3,4,-0.0209053,
4.9615e-011,295.101,-7859.91,-7278.41,3,4,-0.0196602,
4.962e-011,304.603,-7880.26,-7280.02,3,4,-0.0187475,
4.9625e-011,275.087,-7820.85,-7278.77,3,4,-0.0183253,
4.963e-011,315.739,-7900.95,-7278.77,3,4,-0.018563,
4.9635e-011,300.49,-7872.01,-7279.88,3,4,-0.0184633,
4.964e-011,304.61,-7880.76,-7280.51,3,4,-0.0182793,
4.9645e-011,275.747,-7821.32,-7277.95,3,4,-0.0183764,
4.965e-011,313.099,-7894.48,-7277.51,3,4,-0.0185937,
4.9655e-011,302.355,-7874.06,-7278.25,3,4,-0.0179888,
4.966e-011,318.451,-7907.39,-7279.87,3,4,-0.0164464,
4.9665e-011,281.683,-7835.55,-7280.48,3,4,-0.0159989,
4.967e-011,293.469,-7857.86,-7279.57,3,4,-0.0164318,
4.9675e-011,300.37,-7871.91,-7280.02,3,4,-0.0165997,
4.968e-011,278.046,-7827.87,-7279.96,3,4,-0.015623,
4.9685e-011,295.498,-7860.63,-7278.34,3,4,-0.0151991,
4.969e-011,319.068,-7908.5,-7279.76,3,4,-0.015051,
4.9695e-011,313.731,-7899.19,-7280.97,3,4,-0.0147625,
4.97e-011,314.002,-7902.73,-7283.98,3,4,-0.013824,
4.9705e-011,277.137,-7828.13,-7282.02,3,4,-0.0131179,
4.971e-011,303.708,-7879.83,-7281.36,3,4,-0.0126526,
4.9715e-011,289.527,-7851.77,-7281.25,3,4,-0.0121048,
4.972e-011,320.94,-7915.73,-7283.31,3,4,-0.0116466,
4.9725e-011,287.505,-7850.24,-7283.7,3,4,-0.0113892,
4.973e-011,284.856,-7843.33,-7282.01,3,4,-0.0117598,
4.9735e-011,299.71,-7873.23,-7282.64,3,4,-0.0118787,
4.974e-011,304.618,-7885.55,-7285.29,3,4,-0.0121837,
4.9745e-011,274.476,-7826.06,-7285.19,3,4,-0.0122642,
4.975e-011,295.263,-7866.75,-7284.92,3,4,-0.0126276,
4.9755e-011,291.84,-7858.45,-7283.37,3,4,-0.0125263,
4.976e-011,305.997,-7886.84,-7283.86,3,4,-0.0125768,
4.9765e-011,285.074,-7844.3,-7282.55,3,4,-0.0122693,
4.977e-011,305.017,-7883.57,-7282.52,3,4,-0.0121352,
4.9775e-011,286.165,-7845.41,-7281.51,3,4,-0.0125893,
4.978e-011,297.894,-7867.26,-7280.24,3,4,-0.0131325,
4.9785e-011,293.006,-7857.44,-7280.06,3,4,-0.0126315,
4.979e-011,290.452,-7852.25,-7279.9,3,4,-0.0113942,
4.9795e-011,299.021,-7869.33,-7280.09,3,4,-0.0116964,
4.98e-011,303.513,-7878.86,-7280.78,3,4,-0.0128029,
4.9805e-011,300.077,-7871.81,-7280.5,3,4,-0.0134603,
4.981e-011,292.147,-7855.84,-7280.15,3,4,-0.0130679,
4.9815e-011,293.902,-7859.08,-7279.93,3,4,-0.013636,
4.982e-011,305.176,-7881.84,-7280.47,3,4,-0.0143372,
4.9825e-011,291.117,-7854.31,-7280.65,3,4,-0.0146625,
4.983e-011,310.891,-7892.82,-7280.2,3,4,-0.0144616,
4.9835e-011,307.84,-7887.42,-7280.81,3,4,-0.0147392,
4.984e-011,317.013,-7906.16,-7281.47,3,4,-0.0151009,
4.9845e-011,294.593,-7863,-7282.49,3,4,-0.0150183,
4.985e-011,293.581,-7860.23,-7281.72,3,4,-0.0151209,
4.9855e-011,283.794,-7840.03,-7280.8,3,4,-0.0153947,
4.986e-011,299.207,-7869.18,-7279.58,3,4,-0.0158151,
4.9865e-011,285.509,-7842.2,-7279.59,3,4,-0.0153556,
4.987e-011,311.418,-7893.77,-7280.11,3,4,-0.0150118,
4.9875e-011,287.374,-7846.65,-7280.37,3,4,-0.0150441,
4.988e-011,318.267,-7908.9,-7281.74,3,4,-0.016246,
4.9885e-011,290.357,-7855.85,-7283.69,3,4,-0.0171169,
4.989e-011,305.401,-7885.39,-7283.58,3,4,-0.0175782,
4.9895e-011,301.848,-7878.38,-7283.58,3,4,-0.0182123,
4.99e-011,308.524,-7891.93,-7283.97,3,4,-0.0195322,
4.9905e-011,299.011,-7873.82,-7284.6,3,4,-0.0206147,
4.991e-011,311.987,-7900.22,-7285.44,3,4,-0.0207737,
4.9915e-011,289.959,-7856.79,-7285.42,3,4,-0.0210109,
4.992e-011,283.401,-7842.97,-7284.52,3,4,-0.0220542,
4.9925e-011,296.605,-7868.09,-7283.62,3,4,-0.0241307,
4.993e-011,296.256,-7867.88,-7284.09,3,4,-0.0253095,
4.9935e-011,310.889,-7897.54,-7284.92,3,4,-0.025783,
4.994e-011,291.85,-7861.86,-7286.76,3,4,-0.026358,
4.9945e-011,291.225,-7859.65,-7285.78,3,4,-0.0277517,
4.995e-011,290.014,-7856.12,-7284.63,3,4,-0.0284476,
4.9955e-011,307.867,-7891.81,-7285.15,3,4,-0.0287042,
4.996e-011,270.502,-7816.73,-7283.69,3,4,-0.0295583,
4.9965e-011,303.803,-7881.33,-7282.68,3,4,-0.0302306,
4.997e-011,302.346,-7878.57,-7282.79,3,4,-0.0297757,
4.9975e-011,288.772,-7852.51,-7283.48,3,4,-0.0295035,
4.998e-011,290.572,-7853.49,-7280.91,3,4,-0.0308694,
4.9985e-011,316.925,-7906.88,-7282.36,3,4,-0.0318249,
4.999e-011,304.478,-7881.86,-7281.87,3,4,-0.0314342,
4.9995e-011,302.921,-7880.63,-7283.71,3,4,-0.0310653,
5e-011,291.792,-7857.29,-7282.3,3,4,-0.0320658,
5.0005e-011,282.303,-7838.89,-7282.61,3,4,-0.033151,
5.001e-011,288.813,-7848.99,-7279.88,3,4,-0.033767,
5.0015e-011,300.169,-7871.88,-7280.38,3,4,-0.034385,
5.002e-011,315.669,-7903.61,-7281.57,3,4,-0.0351812,
5.0025e-011,273.698,-7821.91,-7282.58,3,4,-0.0357296,
5.003e-011,306.445,-7884.76,-7280.9,3,4,-0.0360533,
5.0035e-011,304.18,-7881.78,-7282.39,3,4,-0.0364009,
5.004e-011,314.505,-7901.83,-7282.08,3,4,-0.0362418,
5.0045e-011,282.105,-7838.63,-7282.73,3,4,-0.0359098,
5.005e-011,296.968,-7866.89,-7281.7,3,4,-0.0360641,
5.0055e-011,269.909,-7811.74,-7279.88,3,4,-0.0370223,
5.006e-011,320.493,-7910.64,-7279.09,3,4,-0.0378246,
5.0065e-011,304.424,-7881.5,-7281.62,3,4,-0.0381166,
5.007e-011,302.511,-7878.52,-7282.41,3,4,-0.0382167,
5.0075e-011,300.872,-7875.15,-7282.27,3,4,-0.0383555,
5.008e-011,281.783,-7836.82,-7281.56,3,4,-0.0381441,
5.0085e-011,289.79,-7850.78,-7279.74,3,4,-0.0377568,
5.009e-011,296.96,-7864.8,-7279.63,3,4,-0.037374,
5.0095e-011,310.88,-7892.68,-7280.08,3,4,-0.0364682,
5.01e-011,319.878,-7912.79,-7282.46,3,4,-0.0351962,
5.0105e-011,288.423,-7851.62,-7283.27,3,4,-0.0346263,
5.011e-011,290.89,-7855.09,-7281.88,3,4,-0.0348298,
5.0115e-011,317.496,-7908.04,-7282.4,3,4,-0.0342505,
5.012e-011,289.501,-7853.8,-7283.33,3,4,-0.0333098,
5.0125e-011,288.032,-7849.07,-7281.49,3,4,-0.0331828,
5.013e-011,300.217,-7872.36,-7280.77,3,4,-0.0336451,
5.0135e-011,303.052,-7878.52,-7281.35,3,4,-0.0330414,
5.014e-011,304.902,-7882.67,-7281.85,3,4,-0.0320782,
5.0145e-011,281.525,-7836.09,-7281.33,3,4,-0.0316612,
5.015e-011,306.365,-7884.04,-7280.33,3,4,-0.0313737,
5.0155e-011,298.175,-7869.69,-7282.12,3,4,-0.03073,
5.016e-011,306.187,-7885.11,-7281.76,3,4,-0.0301562,
5.0165e-011,290.945,-7855.35,-7282.03,3,4,-0.0299773,
5.017e-011,304.383,-7881.3,-7281.5,3,4,-0.0296282,
5.0175e-011,301.219,-7875.81,-7282.25,3,4,-0.0293691,
5.018e-011,310.011,-7892.21,-7281.32,3,4,-0.02926,
5.0185e-011,286.942,-7846.96,-7281.53,3,4,-0.0290516,
5.019e-011,283.053,-7837.08,-7279.31,3,4,-0.0284716,
5.0195e-011,296.901,-7864.69,-7279.63,3,4,-0.027924,
5.02e-011,305.576,-7881.98,-7279.83,3,4,-0.0271625,
5.0205e-011,304.804,-7881.75,-7281.13,3,4,-0.0258133,
5.021e-011,292.131,-7857.13,-7281.47,3,4,-0.0244452,
5.0215e-011,299.501,-7871,-7280.83,3,4,-0.0234355,
5.022e-011,316.13,-7905.45,-7282.5,3,4,-0.0223486,
5.0225e-011,275.613,-7824.81,-7281.71,3,4,-0.02104,
5.023e-011,331.802,-7936.37,-7282.55,3,4,-0.0204041,
5.0235e-011,284.025,-7842.52,-7282.83,3,4,-0.0202497,
5.024e-011,313.054,-7899.52,-7282.64,3,4,-0.0193302,
5.0245e-011,285.212,-7843.46,-7281.44,3,4,-0.0175777,
5.025e-011,320.466,-7914.39,-7282.9,3,4,-0.0161933,
5.0255e-011,271.708,-7817.16,-7281.75,3,4,-0.0153152,
5.026e-011,322.052,-7916.49,-7281.87,3,4,-0.0135778,
5.0265e-011,280.913,-7835.55,-7282,3,4,-0.011448,
5.027e-011,306.875,-7886.3,-7281.59,3,4,-0.0101974,
5.0275e-011,288.172,-7850.56,-7282.71,3,4,-0.00969402,
5.028e-011,301.162,-7875.65,-7282.2,3,4,-0.00906513,
5.0285e-011,298.848,-7870.01,-7281.12,3,4,-0.00854275,
5.029e-011,312.533,-7897.55,-7281.69,3,4,-0.00868467,
5.0295e-011,286.939,-7846.87,-7281.44,3,4,-0.00886298,
5.03e-011,290.388,-7852.16,-7279.94,3,4,-0.00923651,
5.0305e-011,302.961,-7876.47,-7279.48,3,4,-0.00968738,
5.031e-011,305.582,-7882.22,-7280.06,3,4,-0.00966779,
5.0315e-011,272.391,-7816.16,-7279.4,3,4,-0.00890816,
5.032e-011,304.292,-7876.49,-7276.87,3,4,-0.00860159,
5.0325e-011,315.413,-7901.91,-7280.38,3,4,-0.00891419,
5.033e-011,289.863,-7850.89,-7279.7,3,4,-0.00877265,
5.0335e-011,294.877,-7861.21,-7280.15,3,4,-0.00818778,
5.034e-011,314.115,-7899.65,-7280.68,3,4,-0.00808972,
5.0345e-011,323.136,-7919.95,-7283.2,3,4,-0.00846626,
5.035e-011,289.656,-7853.67,-7282.89,3,4,-0.00842616,
5.0355e-011,296.284,-7866.85,-7283.01,3,4,-0.00843276,
5.036e-011,270.501,-7813.05,-7280.02,3,4,-0.00840157,
5.0365e-011,302.924,-7875.1,-7278.18,3,4,-0.00789218,
5.037e-011,303.18,-7875.68,-7278.25,3,4,-0.00653226,
5.0375e-011,298.302,-7865.78,-7277.97,3,4,-0.00586476,
5.038e-011,297.596,-7863.87,-7277.45,3,4,-0.00647316,
5.0385e-011,280.061,-7829.16,-7277.29,3,4,-0.00756881,
5.039e-011,291.053,-7849.01,-7275.47,3,4,-0.00803563,
5.0395e-011,285.162,-7836.8,-7274.88,3,4,-0.00806454,
5.04e-011,306.439,-7878.28,-7274.43,3,4,-0.00840741,
5.0405e-011,277.755,-7821.5,-7274.17,3,4,-0.00877665,
5.041e-011,296.354,-7856.04,-7272.06,3,4,-0.00903833,
5.0415e-011,296.379,-7856.95,-7272.93,3,4,-0.00901263,
5.042e-011,323.733,-7910.72,-7272.79,3,4,-0.00873191,
5.0425e-011,304.419,-7875.09,-7275.22,3,4,-0.00836208,
5.043e-011,292.411,-7850.64,-7274.43,3,4,-0.00935413,
5.0435e-011,290.319,-7847.33,-7275.25,3,4,-0.0108462,
5.044e-011,291.048,-7846.9,-7273.37,3,4,-0.0113542,
5.0445e-011,310.304,-7886.08,-7274.61,3,4,-0.0112397,
5.045e-011,309.401,-7884.03,-7274.35,3,4,-0.0126611,
5.0455e-011,286.519,-7840.01,-7275.42,3,4,-0.0144851,
5.046e-011,255.266,-7774.43,-7271.42,3,4,-0.0150636,
5.0465e-011,297.46,-7855.45,-7269.29,3,4,-0.0155853,
5.047e-011,311.281,-7883.17,-7269.78,3,4,-0.016973,
5.0475e-011,311.893,-7884.88,-7270.28,3,4,-0.0178066,
5.048e-011,303.71,-7870.4,-7271.93,3,4,-0.0174371,
5.0485e-011,271.053,-7804.42,-7270.3,3,4,-0.0180562,
5.049e-011,300.146,-7860.66,-7269.21,3,4,-0.0193874,
5.0495e-011,308.915,-7878.53,-7269.8,3,4,-0.0195276,
5.05e-011,299.126,-7859.24,-7269.8,3,4,-0.0186818,
5.0505e-011,309.526,-7881.58,-7271.65,3,4,-0.0192311,
5.051e-011,288.105,-7839.77,-7272.05,3,4,-0.0201742,
5.0515e-011,300.892,-7867.24,-7274.32,3,4,-0.0201767,
5.052e-011,299.383,-7865.64,-7275.69,3,4,-0.0196373,
5.0525e-011,313.944,-7894.73,-7276.1,3,4,-0.0196654,
5.053e-011,276.389,-7820.3,-7275.66,3,4,-0.0193275,
5.0535e-011,320.716,-7906.04,-7274.05,3,4,-0.018244,
