step,T,Epot,Efull,SolventMolsThroughZ,SolventMolsThroughKlap,Z_Klap,G,
1330,77.199,-8368.14,-8216.01,0,1,-0.019004,0.561767,
1340,78.1012,-8369.6,-8215.7,0,1,-0.0194296,0.565983,
1350,78.5997,-8370.83,-8215.95,0,1,-0.0200715,0.570199,
1360,79.1152,-8372.65,-8216.75,0,1,-0.02085,0.574415,
1370,79.6979,-8374.38,-8217.34,0,1,-0.0213389,0.578631,
1380,80.3808,-8377.55,-8219.15,0,1,-0.0215774,0.582846,
1390,80.715,-8380.36,-8221.31,0,1,-0.0219982,0.587062,
1400,81.3943,-8385.07,-8224.68,0,1,-0.0226271,0.591277,
1410,82.1359,-8385.7,-8223.84,0,1,-0.023101,0.595492,
1420,82.6504,-8387.71,-8224.84,0,1,-0.0233855,0.599707,
1430,80.7832,-8382.64,-8223.45,0,1,-0.023834,0.603921,
1440,80.2017,-8379.55,-8221.51,0,1,-0.0245709,0.608136,
1450,78.0039,-8372.03,-8218.32,0,1,-0.0252787,0.61235,
1460,78.1686,-8367.88,-8213.84,0,1,-0.0256845,0.616564,
1470,77.5397,-8362.06,-8209.26,0,1,-0.0259316,0.620778,
1480,79.0342,-8360.71,-8204.97,0,1,-0.0263037,0.624992,
1490,79.4215,-8358.16,-8201.66,0,1,-0.026733,0.629206,
1500,80.7683,-8357.85,-8198.69,0,1,-0.0269376,0.633419,
1510,82.4002,-8355.19,-8192.82,1,2,-0.0269723,0.637632,
1520,84.0881,-8353.93,-8188.23,1,2,-0.0271344,0.641845,
1530,84.4589,-8350.91,-8184.48,1,2,-0.0273422,0.646058,
1540,84.5024,-8347.16,-8180.64,1,2,-0.0272793,0.65027,
1550,83.6599,-8341.21,-8176.35,1,2,-0.0270974,0.654483,
1560,83.412,-8336.14,-8171.77,1,2,-0.0271313,0.658695,
1570,82.6923,-8330.16,-8167.21,1,2,-0.0270786,0.662907,
1580,83.0502,-8325.66,-8162.01,1,2,-0.0264328,0.667119,
1590,83.0497,-8320.66,-8157.01,1,2,-0.0254574,0.67133,
1600,84.5468,-8319.48,-8152.88,1,2,-0.024683,0.675542,
1610,87.3593,-8317.75,-8145.6,1,2,-0.023889,0.679753,
1620,90.7649,-8319.65,-8140.8,1,2,-0.0226683,0.683964,
1630,93.7163,-8322.51,-8137.84,1,2,-0.0213891,0.688175,
1640,96.4864,-8326.79,-8136.66,1,2,-0.0205042,0.692385,
1650,99.4314,-8333.24,-8137.31,1,2,-0.0196646,0.696596,
1660,99.5948,-8336.09,-8139.84,1,2,-0.0184797,0.700806,
1670,100.168,-8339.99,-8142.61,1,2,-0.0172825,0.705016,
1680,98.2195,-8338.41,-8144.87,1,2,-0.0164169,0.709226,
1690,97.9201,-8338.99,-8146.04,1,2,-0.0156864,0.713435,
1700,96.1681,-8336.41,-8146.91,1,2,-0.0149693,0.717645,
1710,98.9722,-8338.62,-8143.6,1,2,-0.0144308,0.721854,
1720,99.2409,-8337.49,-8141.93,1,2,-0.0139811,0.726062,
1730,101.108,-8340.05,-8140.81,1,2,-0.0134234,0.730271,
1740,100.649,-8338.83,-8140.5,1,2,-0.0129908,0.73448,
1750,102.307,-8341.7,-8140.1,1,2,-0.0128751,0.738688,
1760,101.395,-8339.38,-8139.58,1,2,-0.0127018,0.742896,
1770,102.755,-8342.11,-8139.63,1,2,-0.012226,0.747104,
1780,100.681,-8338.1,-8139.71,1,2,-0.0118002,0.751311,
1790,100.221,-8336.05,-8138.56,1,2,-0.011555,0.755518,
1800,97.7119,-8329.63,-8137.08,1,2,-0.011101,0.759726,
1810,97.815,-8322.34,-8129.59,1,2,-0.010429,0.763932,
1820,95.182,-8308.54,-8120.98,1,2,-0.0100043,0.768139,
1830,94.0634,-8296.34,-8110.98,1,2,-0.00979359,0.772345,
1840,94.2473,-8287.04,-8101.33,1,2,-0.00936378,0.776552,
1850,97.5162,-8284.09,-8091.93,1,2,-0.00887546,0.780758,
1860,100.917,-8283.97,-8085.11,1,2,-0.00873886,0.784963,
1870,103.918,-8285.75,-8080.98,1,2,-0.0086132,0.789169,
1880,104.724,-8285.26,-8078.9,1,2,-0.00802808,0.793374,
1890,103.401,-8279.49,-8075.74,1,2,-0.00741707,0.797579,
1900,102.179,-8272.89,-8071.54,1,2,-0.00731762,0.801784,
1910,102.566,-8264.81,-8062.7,1,2,-0.00726476,0.805988,
1920,103.429,-8258.19,-8054.38,1,2,-0.00659111,0.810193,
1930,102.91,-8249.45,-8046.66,1,2,-0.00557668,0.814397,
1940,104.58,-8244.54,-8038.46,1,2,-0.00482842,0.8186,
1950,105.366,-8239.8,-8032.17,1,2,-0.00426765,0.822804,
1960,109.377,-8242.15,-8026.62,1,2,-0.00361117,0.827007,
1970,113.78,-8248.76,-8024.55,1,2,-0.0031212,0.83121,
1980,120.496,-8264.14,-8026.7,1,2,-0.00310621,0.835413,
1990,124.822,-8278.88,-8032.91,1,2,-0.00331256,0.839616,
2000,129.523,-8297.17,-8041.94,1,2,-0.00343039,0.843818,
2010,132.15,-8311.24,-8050.84,1,2,-0.00362506,0.84802,
2020,132.497,-8324.95,-8063.86,1,2,-0.00409704,0.852222,
2030,129.583,-8328.24,-8072.89,1,2,-0.00461599,0.856423,
2040,126.852,-8329.09,-8079.12,1,2,-0.00493445,0.860625,
2050,121.343,-8322.16,-8083.05,1,2,-0.00529167,0.864826,
2060,118.103,-8315.32,-8082.59,1,2,-0.00604266,0.869026,
2070,114.667,-8306.49,-8080.53,1,2,-0.00700802,0.873227,
2080,112.231,-8296.74,-8075.59,1,2,-0.00771611,0.877427,
2090,109.154,-8284.43,-8069.34,1,2,-0.00819703,0.881627,
2100,107.679,-8273.01,-8060.83,1,2,-0.00888616,0.885827,
2110,108.222,-8261.69,-8048.43,1,2,-0.00973957,0.890026,
2120,109.937,-8252.97,-8036.34,1,2,-0.0102176,0.894225,
2130,111.052,-8244.27,-8025.44,1,2,-0.0102466,0.898424,
2140,113.866,-8239.76,-8015.39,1,2,-0.0103115,0.902623,
2150,116.589,-8237.38,-8007.64,1,2,-0.0104902,0.906821,
2160,123.41,-8245.93,-8002.75,1,2,-0.0103854,0.911019,
2170,128.047,-8255.49,-8003.17,1,2,-0.0100368,0.915217,
2180,132.447,-8266.99,-8006,1,2,-0.00988019,0.919415,
2190,133.197,-8273.72,-8011.25,1,2,-0.0098864,0.923612,
2200,135.001,-8282.87,-8016.84,1,2,-0.00969217,0.927809,
2210,137.08,-8289.71,-8019.58,1,2,-0.00937076,0.932005,
2220,137.986,-8296.09,-8024.18,1,2,-0.00926684,0.936202,
2230,138.132,-8301.25,-8029.05,0,1,-0.00936591,0.940398,
2240,138.506,-8307.2,-8034.27,0,1,-0.00943645,0.944594,
2250,138.929,-8312.89,-8039.13,0,1,-0.0094676,0.948789,
2260,137.499,-8315.03,-8044.09,0,1,-0.00952763,0.952985,
2270,135.733,-8314.4,-8046.94,0,1,-0.00955429,0.95718,
2280,131.805,-8308.37,-8048.65,0,1,-0.00954125,0.961374,
2290,129.049,-8301.75,-8047.45,0,1,-0.0095974,0.965569,
2300,128.063,-8297.64,-8045.28,0,1,-0.00972754,0.969763,
2310,131.348,-8296.48,-8037.66,0,1,-0.00986668,0.973957,
2320,135.46,-8300.84,-8033.91,0,1,-0.0100799,0.97815,
2330,138.653,-8306.43,-8033.21,0,1,-0.0104175,0.982344,
2340,138.785,-8308.69,-8035.2,0,1,-0.0107132,0.986537,
2350,133.346,-8297.25,-8034.49,0,1,-0.0108073,0.990729,
2360,126.975,-8279.16,-8028.95,0,1,-0.0108017,0.994922,
2370,126.478,-8268.78,-8019.55,0,1,-0.0108315,0.999114,
2380,136.58,-8283.28,-8014.15,0,1,-0.0108388,1.00331,
2390,143.729,-8298.94,-8015.72,0,1,-0.0107673,1.0075,
2400,143.44,-8303.14,-8020.49,0,1,-0.0107529,1.01169,
2410,139.808,-8294.19,-8018.69,0,1,-0.0109229,1.01588,
2420,134.129,-8278.29,-8013.98,0,1,-0.0112209,1.02007,
2430,129.537,-8259.91,-8004.65,0,1,-0.0115893,1.02426,
2440,125.676,-8239.72,-7992.07,0,1,-0.0121729,1.02845,
2450,125.371,-8224.35,-7977.3,0,1,-0.0131427,1.03264,
2460,126.362,-8211.96,-7962.96,0,1,-0.0143206,1.03683,
2470,129.109,-8204.93,-7950.51,0,1,-0.0152632,1.04102,
2480,131.304,-8199.32,-7940.58,0,1,-0.0158557,1.04521,
2490,133.979,-8196.3,-7932.29,0,1,-0.016418,1.04939,
2500,135.974,-8192.18,-7924.24,0,1,-0.0170082,1.05358,
2510,139.03,-8189.78,-7915.81,0,1,-0.0173232,1.05777,
2520,142.154,-8188.59,-7908.47,0,1,-0.0175045,1.06196,
2530,146.219,-8191.79,-7903.66,0,1,-0.0180949,1.06615,
2540,149.708,-8196.36,-7901.36,0,1,-0.0189842,1.07033,
2550,153.329,-8204.75,-7902.61,0,1,-0.0195652,1.07452,
2560,158.794,-8219.71,-7906.8,0,1,-0.0200011,1.0787,
2570,166.741,-8245.5,-7916.93,0,1,-0.0209581,1.08289,
2580,170.785,-8267.35,-7930.81,0,1,-0.0221801,1.08708,
2590,170.446,-8282.58,-7946.71,0,1,-0.0229014,1.09126,
2600,164.779,-8285.21,-7960.5,0,1,-0.0233696,1.09545,
2610,158.97,-8278.02,-7964.76,0,1,-0.0243291,1.09963,
2620,149.606,-8257.91,-7963.11,0,1,-0.0255283,1.10381,
2630,140.562,-8233.08,-7956.1,0,1,-0.026312,1.108,
2640,133.56,-8204.77,-7941.58,0,1,-0.0270089,1.11218,
2650,142.423,-8207.55,-7926.9,0,1,-0.028181,1.11637,
2660,156.218,-8229.69,-7921.86,0,1,-0.0293442,1.12055,
2670,163.949,-8248.81,-7925.74,0,1,-0.029946,1.12473,
2680,163.751,-8255.05,-7932.37,0,1,-0.0305158,1.12891,
2690,161.667,-8257.54,-7938.97,0,1,-0.0314824,1.13309,
2700,158.509,-8255.09,-7942.74,0,1,-0.0322586,1.13728,
2710,159.235,-8255.2,-7941.42,0,1,-0.0325326,1.14146,
2720,157.699,-8249.86,-7939.11,0,1,-0.0329922,1.14564,
2730,157.518,-8246.59,-7936.2,0,1,-0.0340321,1.14982,
2740,158.859,-8246.44,-7933.4,0,1,-0.0351618,1.154,
2750,160.669,-8249.31,-7932.7,0,1,-0.0361479,1.15818,
2760,161.189,-8249.82,-7932.19,0,1,-0.0373143,1.16236,
2770,161.434,-8249.27,-7931.16,0,1,-0.038613,1.16654,
2780,163.543,-8254.06,-7931.79,0,1,-0.0396553,1.17072,
2790,164.758,-8257.96,-7933.3,0,1,-0.0405125,1.17489,
2800,166.032,-8263.3,-7936.13,0,1,-0.0414272,1.17907,
2810,167.697,-8265.05,-7934.6,0,1,-0.0422238,1.18325,
2820,165.996,-8261.24,-7934.13,1,2,-0.0427895,1.18743,
2830,161.708,-8249.77,-7931.12,1,2,-0.04349,1.1916,
2840,159.945,-8240.76,-7925.59,1,2,-0.0445351,1.19578,
2850,158.053,-8230.85,-7919.4,1,2,-0.0456408,1.19996,
2860,156.502,-8219.91,-7911.52,1,2,-0.0466717,1.20413,
2870,154.408,-8206.97,-7902.7,1,2,-0.047813,1.20831,
2880,154.228,-8196.94,-7893.03,1,2,-0.0489924,1.21248,
2890,155.622,-8190.24,-7883.58,1,2,-0.0498878,1.21666,
2900,159.822,-8190.47,-7875.53,1,2,-0.0505585,1.22083,
2910,164.434,-8190,-7865.97,1,2,-0.0513493,1.22501,
2920,170.413,-8197.1,-7861.29,1,2,-0.0522972,1.22918,
2930,173.981,-8203.24,-7860.4,1,2,-0.0532092,1.23335,
2940,179.613,-8216.19,-7862.25,1,2,-0.0541603,1.23753,
2950,181.014,-8223.87,-7867.18,1,2,-0.0553785,1.2417,
2960,181.558,-8231.13,-7873.37,1,2,-0.0568118,1.24587,
2970,177.208,-8227.08,-7877.89,1,2,-0.0581872,1.25004,
2980,174.366,-8222.78,-7879.19,1,2,-0.0593836,1.25421,
2990,171.746,-8217.03,-7878.6,1,2,-0.0605203,1.25839,
3000,170.863,-8213.8,-7877.11,1,2,-0.0616895,1.26256,
3010,169.961,-8204.8,-7869.89,1,2,-0.0628103,1.26673,
3020,168.805,-8194.24,-7861.61,1,2,-0.0638355,1.2709,
3030,170.719,-8190.31,-7853.9,1,2,-0.0649623,1.27507,
3040,176.501,-8200.03,-7852.22,1,2,-0.0663327,1.27923,
3050,181.577,-8209.3,-7851.5,0,1,-0.0677089,1.2834,
3060,185.544,-8219.71,-7854.09,0,1,-0.0688285,1.28757,
3070,184.396,-8222.08,-7858.72,0,1,-0.0697687,1.29174,
3080,181.514,-8218.68,-7861,0,1,-0.0705245,1.29591,
3090,175.659,-8206.76,-7860.62,0,1,-0.0707157,1.30007,
3100,172.284,-8195.59,-7856.1,0,1,-0.0702207,1.30424,
3110,171.258,-8182.95,-7845.48,0,1,-0.0694478,1.30841,
3120,171.949,-8173.45,-7834.61,0,1,-0.0685273,1.31257,
3130,175.573,-8172.19,-7826.22,0,1,-0.0670524,1.31674,
3140,179.958,-8174.47,-7819.85,0,1,-0.0651002,1.32091,
3150,185.071,-8181.78,-7817.09,0,1,-0.0634296,1.32507,
3160,188.022,-8188.39,-7817.89,0,1,-0.0621724,1.32923,
3170,193.172,-8202.54,-7821.89,0,1,-0.0605852,1.3334,
3180,190.297,-8201.66,-7826.67,0,1,-0.0584974,1.33756,
3190,186.971,-8196.01,-7827.58,0,1,-0.0566421,1.34173,
3200,180.575,-8182.7,-7826.87,0,1,-0.0552638,1.34589,
3210,176.239,-8163.6,-7816.32,0,1,-0.0538724,1.35005,
3220,172.094,-8142.55,-7803.43,0,1,-0.05252,1.35421,
3230,177.532,-8140.08,-7790.25,0,1,-0.0518954,1.35837,
3240,187.211,-8151.39,-7782.48,0,1,-0.0519856,1.36254,
3250,197.651,-8172.08,-7782.6,0,1,-0.0520755,1.3667,
3260,203.11,-8189.01,-7788.78,0,1,-0.0520761,1.37086,
3270,203.775,-8200.06,-7798.52,0,1,-0.0525117,1.37502,
3280,200.569,-8201.43,-7806.2,0,1,-0.0533869,1.37918,
3290,197.132,-8200.32,-7811.87,0,1,-0.0542207,1.38334,
3300,194.554,-8198.17,-7814.79,0,1,-0.054952,1.38749,
3310,192.817,-8191.35,-7811.39,0,1,-0.0558011,1.39165,
3320,189.897,-8180.38,-7806.18,0,1,-0.0565936,1.39581,
3330,190.774,-8176.22,-7800.29,0,1,-0.0569809,1.39997,
3340,190.401,-8169.88,-7794.68,0,1,-0.057075,1.40413,
3350,190.589,-8165,-7789.44,0,1,-0.0572345,1.40828,
3360,189.753,-8157.67,-7783.76,0,1,-0.0574923,1.41244,
3370,193.409,-8159.83,-7778.71,0,1,-0.0576737,1.41659,
3380,195.497,-8161.19,-7775.95,0,1,-0.0578347,1.42075,
3390,198.538,-8167.06,-7775.83,0,1,-0.0581429,1.4249,
3400,202.455,-8175.86,-7776.92,0,1,-0.058471,1.42906,
3410,211.63,-8195.71,-7778.68,0,1,-0.0585543,1.43321,
3420,215.538,-8210.25,-7785.52,0,1,-0.0584138,1.43737,
3430,211.557,-8210.41,-7793.53,0,1,-0.0582268,1.44152,
3440,206.902,-8204.96,-7797.25,0,1,-0.0579302,1.44567,
3450,203.884,-8200.51,-7798.75,0,1,-0.0574201,1.44982,
3460,201.214,-8193.97,-7797.47,0,1,-0.0569101,1.45398,
3470,199.307,-8186.45,-7793.71,0,1,-0.0565644,1.45813,
3480,199.429,-8182.91,-7789.93,0,1,-0.0561019,1.46228,
3490,199.129,-8178.65,-7786.26,0,1,-0.0552898,1.46643,
3500,198.14,-8173.79,-7783.34,0,1,-0.0544205,1.47058,
3510,194.372,-8157.51,-7774.5,0,1,-0.0537171,1.47473,
3520,190.003,-8135.05,-7760.64,0,1,-0.0528716,1.47888,
3530,187.5,-8115.19,-7745.72,0,1,-0.0517353,1.48303,
3540,191.033,-8106.77,-7730.33,0,1,-0.050715,1.48718,
3550,199.185,-8111.73,-7719.23,0,1,-0.0499229,1.49132,
3560,209.139,-8126.71,-7714.6,0,1,-0.0488936,1.49547,
3570,214.058,-8137.99,-7716.18,0,1,-0.047584,1.49962,
3580,212.948,-8138.54,-7718.92,0,1,-0.0464364,1.50377,
3590,208.187,-8129.72,-7719.48,0,1,-0.0452706,1.50791,
3600,202.863,-8115.96,-7716.21,0,1,-0.043517,1.51206,
3610,205.338,-8111.43,-7706.81,0,1,-0.0414681,1.5162,
3620,213.778,-8122.94,-7701.69,0,1,-0.0398121,1.52035,
3630,221.313,-8139.46,-7703.35,0,1,-0.038224,1.52449,
3640,223.569,-8148.8,-7708.25,0,1,-0.0359952,1.52864,
3650,222.718,-8153.33,-7714.46,0,1,-0.0335149,1.53278,
3660,220.716,-8154.51,-7719.58,0,1,-0.0315379,1.53692,
3670,217.694,-8151.5,-7722.52,0,1,-0.0297586,1.54106,
3680,214.832,-8146.28,-7722.94,0,1,-0.0276138,1.54521,
3690,212.454,-8140.36,-7721.71,0,1,-0.025524,1.54935,
3700,214.073,-8140.56,-7718.72,0,1,-0.0240216,1.55349,
3710,222.037,-8152.6,-7715.07,0,1,-0.022751,1.55763,
3720,230.1,-8171.65,-7718.23,0,1,-0.0214393,1.56177,
3730,232.633,-8183.95,-7725.54,0,1,-0.0205539,1.56591,
3740,231.761,-8189.4,-7732.7,0,1,-0.0201567,1.57005,
3750,229.618,-8192.09,-7739.62,0,1,-0.0195469,1.57419,
3760,226.593,-8189.96,-7743.45,0,1,-0.018515,1.57833,
3770,221.488,-8183,-7746.55,0,1,-0.017649,1.58246,
3780,211.909,-8160.63,-7743.06,0,1,-0.0171643,1.5866,
3790,204.132,-8134.92,-7732.67,0,1,-0.0166478,1.59074,
3800,203.958,-8120.9,-7718.99,0,1,-0.0158781,1.59487,
3810,212.231,-8122.68,-7704.47,0,1,-0.015066,1.59901,
3820,224.182,-8138.74,-7696.98,1,2,-0.0143629,1.60315,
3830,230.229,-8150.33,-7696.65,1,2,-0.0137213,1.60728,
