step,T,Epot,Efull,SolventMolsThroughZ,SolventMolsThroughKlap,Z_Klap,G,v_theor,v_pract
5.765e-012,303.446,-8477.07,-7894.25,2,1,-0.070008,-520.777,0.0185033,0.659669
5.77e-012,302.967,-8477.76,-7895.86,2,1,-0.0720176,-520.833,0.0158993,0.657065
5.775e-012,312.476,-8496.98,-7896.82,2,1,-0.0753534,-520.882,0.013295,0.65446
5.78e-012,308.943,-8491.79,-7898.42,2,1,-0.0790885,-520.921,0.0106905,0.651856
5.785e-012,304.886,-8484.69,-7899.11,2,1,-0.0828058,-520.952,0.00808583,0.649251
5.79e-012,298.331,-8472.84,-7899.85,2,1,-0.0865952,-520.974,0.00548101,0.646646
5.795e-012,298.338,-8472.85,-7899.85,2,1,-0.0901644,-520.988,0.00287609,0.644041
5.8e-012,292.189,-8460.29,-7899.1,2,1,-0.0930612,-520.993,0.000271137,0.641436
5.805e-012,301.366,-8477.46,-7898.65,2,1,-0.0952736,-520.99,-0.00233383,0.638831
5.81e-012,311.961,-8498.51,-7899.34,2,1,-0.0968671,-520.978,-0.00493875,0.636226
5.815e-012,318.03,-8513.66,-7902.83,2,1,-0.0975824,-520.957,-0.00754359,0.633622
5.82e-012,300.059,-8480.62,-7904.31,2,1,-0.0974696,-520.928,-0.0101483,0.631017
5.825e-012,274.79,-8431.13,-7903.35,2,1,-0.0973453,-520.89,-0.0127529,0.628412
5.83e-012,295.946,-8469.62,-7901.21,1,1,-0.0979678,-520.844,-0.0153572,0.625808
5.835e-012,322.658,-8521.81,-7902.09,1,1,-0.0993046,-520.789,-0.0179613,0.623204
5.84e-012,338.216,-8553.72,-7904.12,1,1,-0.100933,-520.726,-0.0205651,0.6206
5.845e-012,342.237,-8565.6,-7908.28,1,1,-0.102714,-520.653,-0.0231685,0.617997
5.85e-012,313.49,-8512.94,-7910.83,1,1,-0.104827,-520.573,-0.0257716,0.615394
5.855e-012,329.86,-8546.61,-7913.07,1,1,-0.107283,-520.483,-0.0283742,0.612791
5.86e-012,323.556,-8537.54,-7916.1,1,1,-0.109776,-520.385,-0.0309764,0.610189
5.865e-012,305.029,-8503.84,-7917.99,1,1,-0.112169,-520.279,-0.0335781,0.607587
5.87e-012,304.142,-8502.78,-7918.63,1,1,-0.114805,-520.164,-0.0361792,0.604986
5.875e-012,311.289,-8518.37,-7920.49,1,1,-0.118042,-520.04,-0.0387797,0.602386
5.88e-012,307.956,-8513.53,-7922.06,1,1,-0.121587,-519.908,-0.0413796,0.599786
5.885e-012,300.608,-8501.45,-7924.09,1,1,-0.12468,-519.767,-0.0439788,0.597187
5.89e-012,310.233,-8521.31,-7925.47,1,1,-0.127037,-519.618,-0.0465772,0.594588
5.895e-012,321.728,-8545.51,-7927.58,1,1,-0.129114,-519.46,-0.0491749,0.591991
5.9e-012,311.36,-8528.11,-7930.09,1,1,-0.131196,-519.293,-0.0517718,0.589394
5.905e-012,298.434,-8503.5,-7930.31,1,1,-0.132963,-519.118,-0.0543678,0.586798
5.91e-012,297.674,-8502.31,-7930.58,1,1,-0.134383,-518.934,-0.056963,0.584203
5.915e-012,311.093,-8528.13,-7930.63,1,1,-0.135981,-518.742,-0.0595572,0.581609
5.92e-012,311.169,-8529.43,-7931.78,1,1,-0.137645,-518.541,-0.0621504,0.579015
5.925e-012,292.939,-8494.56,-7931.93,1,1,-0.13867,-518.332,-0.0647426,0.576423
5.93e-012,271.17,-8451.68,-7930.86,1,1,-0.139537,-518.114,-0.0673337,0.573832
5.935e-012,267.441,-8441.7,-7928.04,1,1,-0.141797,-517.887,-0.0699237,0.571242
5.94e-012,297.933,-8498.86,-7926.64,1,1,-0.145768,-517.652,-0.0725125,0.568653
5.945e-012,314.973,-8532.03,-7927.08,1,1,-0.150038,-517.409,-0.0751002,0.566066
5.95e-012,331.73,-8566.44,-7929.3,1,1,-0.153518,-517.157,-0.0776866,0.56348
5.955e-012,323.454,-8553.37,-7932.13,1,1,-0.156404,-516.896,-0.0802718,0.560894
5.96e-012,324.338,-8556.98,-7934.04,1,1,-0.158969,-516.627,-0.0828556,0.558311
5.965e-012,318.031,-8546.87,-7936.04,1,1,-0.16086,-516.349,-0.085438,0.555728
5.97e-012,294.277,-8502.32,-7937.12,1,1,-0.161809,-516.063,-0.088019,0.553147
5.975e-012,277.586,-8468.14,-7934.99,1,1,-0.162026,-515.768,-0.0905986,0.550568
5.98e-012,279.71,-8469.54,-7932.32,1,1,-0.161994,-515.465,-0.0931767,0.54799
5.985e-012,297.408,-8502.33,-7931.11,1,1,-0.162316,-515.153,-0.0957533,0.545413
5.99e-012,306.007,-8519.83,-7932.1,1,1,-0.163177,-514.833,-0.0983282,0.542838
5.995e-012,286.013,-8481.11,-7931.78,1,1,-0.163968,-514.504,-0.100902,0.540265
6e-012,267.482,-8443.13,-7929.38,1,1,-0.164305,-514.167,-0.103473,0.537694
6.005e-012,262.634,-8430.1,-7925.67,1,1,-0.164914,-513.821,-0.106043,0.535124
6.01e-012,270.867,-8443.46,-7923.22,1,1,-0.166441,-513.467,-0.108611,0.532556
6.015e-012,277.916,-8454.77,-7920.99,1,1,-0.168192,-513.104,-0.111178,0.529989
6.02e-012,278.438,-8455.41,-7920.63,1,1,-0.169285,-512.733,-0.113742,0.527425
6.025e-012,271.826,-8439.91,-7917.83,1,1,-0.170228,-512.354,-0.116305,0.524862
6.03e-012,288.345,-8469.24,-7915.43,1,1,-0.172164,-511.966,-0.118866,0.522301
6.035e-012,292.284,-8475.88,-7914.5,1,1,-0.175174,-511.569,-0.121425,0.519743
6.04e-012,290.819,-8472.89,-7914.33,1,1,-0.178363,-511.164,-0.123982,0.517186
6.045e-012,263.315,-8419.06,-7913.32,1,1,-0.181072,-510.751,-0.126536,0.514631
6.05e-012,255.015,-8400.13,-7910.33,1,1,-0.183223,-510.329,-0.129089,0.512079
6.055e-012,260.941,-8406.6,-7905.42,1,1,-0.18491,-509.899,-0.13164,0.509528
6.06e-012,276.547,-8434.2,-7903.06,1,1,-0.186227,-509.46,-0.134188,0.50698
6.065e-012,277.573,-8435.22,-7902.1,1,1,-0.187293,-509.013,-0.136734,0.504434
6.07e-012,279.468,-8436.95,-7900.19,1,1,-0.188251,-508.558,-0.139278,0.50189
6.075e-012,272.364,-8421.92,-7898.81,1,1,-0.189133,-508.094,-0.14182,0.499348
6.08e-012,269.679,-8414.32,-7896.36,1,1,-0.189758,-507.622,-0.144359,0.496809
6.085e-012,271.486,-8415.73,-7894.3,1,1,-0.19002,-507.141,-0.146896,0.494273
6.09e-012,275.583,-8421.2,-7891.9,1,1,-0.190229,-506.652,-0.149431,0.491738
6.095e-012,281.678,-8430.66,-7889.65,1,1,-0.19062,-506.155,-0.151963,0.489206
6.1e-012,284.05,-8434.28,-7888.72,1,1,-0.19082,-505.649,-0.154492,0.486677
6.105e-012,278.373,-8421.32,-7886.66,1,1,-0.190588,-505.135,-0.157019,0.48415
6.11e-012,270.348,-8403.04,-7883.79,1,1,-0.190711,-504.613,-0.159543,0.481626
6.115e-012,278.592,-8417.44,-7882.37,1,1,-0.191953,-504.082,-0.162065,0.479104
6.12e-012,283.978,-8426.18,-7880.76,1,1,-0.193462,-503.543,-0.164584,0.476585
6.125e-012,284.853,-8427.01,-7879.91,1,1,-0.193784,-502.996,-0.167101,0.474069
6.13e-012,283.937,-8423.59,-7878.25,1,1,-0.19311,-502.441,-0.169614,0.471556
6.135e-012,286.743,-8427.64,-7876.9,1,1,-0.192843,-501.877,-0.172125,0.469045
6.14e-012,275.943,-8405.35,-7875.36,1,1,-0.19324,-501.305,-0.174633,0.466537
6.145e-012,265.245,-8381.41,-7871.97,1,1,-0.193238,-500.724,-0.177138,0.464032
6.15e-012,267.306,-8382.38,-7868.98,1,1,-0.192362,-500.135,-0.17964,0.46153
6.155e-012,279.665,-8403.5,-7866.37,1,1,-0.191178,-499.538,-0.182139,0.459031
6.16e-012,294.049,-8430.44,-7865.67,1,1,-0.190087,-498.933,-0.184636,0.456535
6.165e-012,279.017,-8400.79,-7864.89,1,1,-0.189084,-498.32,-0.187129,0.454042
6.17e-012,281.029,-8403.01,-7863.25,1,1,-0.188451,-497.698,-0.189619,0.451552
6.175e-012,285.998,-8410.79,-7861.49,1,1,-0.188544,-497.068,-0.192106,0.449065
6.18e-012,264.722,-8367.89,-7859.45,1,1,-0.189072,-496.43,-0.194589,0.446582
6.185e-012,267.585,-8369.72,-7855.79,1,1,-0.189379,-495.784,-0.19707,0.444101
6.19e-012,267.517,-8366.54,-7852.73,1,1,-0.189358,-495.13,-0.199547,0.441624
6.195e-012,257.054,-8342.58,-7848.87,1,1,-0.189439,-494.467,-0.202021,0.439151
6.2e-012,260.032,-8343.86,-7844.43,1,1,-0.189811,-493.796,-0.204492,0.43668
6.205e-012,288.619,-8396.28,-7841.94,1,1,-0.190299,-493.117,-0.206959,0.434213
6.21e-012,289.684,-8397.56,-7841.17,1,1,-0.19075,-492.43,-0.209423,0.431749
6.215e-012,282.625,-8383.45,-7840.63,1,1,-0.191033,-491.735,-0.211884,0.429289
6.22e-012,272.636,-8361.72,-7838.08,1,1,-0.190988,-491.032,-0.21434,0.426832
6.225e-012,288.255,-8390.81,-7837.18,1,1,-0.190702,-490.321,-0.216794,0.424379
6.23e-012,291.98,-8397.27,-7836.48,1,1,-0.190362,-489.601,-0.219244,0.421929
6.235e-012,307.31,-8426.22,-7835.99,1,1,-0.189772,-488.874,-0.22169,0.419483
6.24e-012,318.871,-8450.58,-7838.14,1,1,-0.188603,-488.138,-0.224132,0.417041
6.245e-012,315.068,-8445.51,-7840.37,1,1,-0.187107,-487.394,-0.226571,0.414602
6.25e-012,314.448,-8445.37,-7841.42,1,1,-0.18595,-486.643,-0.229006,0.412167
6.255e-012,299.566,-8417.89,-7842.53,1,1,-0.185204,-485.883,-0.231438,0.409736
6.26e-012,285.17,-8389.55,-7841.83,1,1,-0.184239,-485.115,-0.233865,0.407309
6.265e-012,280.345,-8379.2,-7840.76,1,1,-0.182719,-484.339,-0.236289,0.404886
6.27e-012,279.637,-8376.11,-7839.02,1,1,-0.181095,-483.555,-0.238708,0.402466
6.275e-012,292.695,-8399.42,-7837.25,1,1,-0.179919,-482.764,-0.241124,0.40005
6.28e-012,290.92,-8395.85,-7837.1,1,1,-0.179246,-481.964,-0.243536,0.397639
6.285e-012,286.712,-8386.17,-7835.5,1,1,-0.178929,-481.156,-0.245944,0.395231
6.29e-012,302.599,-8416.11,-7834.92,1,1,-0.179018,-480.341,-0.248348,0.392828
6.295e-012,316.777,-8444.39,-7835.97,1,1,-0.179514,-479.517,-0.250747,0.390428
6.3e-012,321.125,-8454.6,-7837.83,1,1,-0.18016,-478.686,-0.253143,0.388033
6.305e-012,303.01,-8421.56,-7839.58,1,1,-0.18075,-477.847,-0.255534,0.385642
6.31e-012,298.296,-8412.74,-7839.82,1,1,-0.181296,-476.999,-0.257921,0.383255
6.315e-012,324.467,-8463.45,-7840.26,1,1,-0.181632,-476.144,-0.260304,0.380872
6.32e-012,325.367,-8468.25,-7843.34,1,1,-0.181224,-475.281,-0.262683,0.378494
6.325e-012,308.237,-8437.3,-7845.29,1,1,-0.179963,-474.411,-0.265057,0.37612
6.33e-012,300.087,-8421.18,-7844.81,1,1,-0.17875,-473.532,-0.267427,0.37375
6.335e-012,326.864,-8474.18,-7846.39,1,1,-0.178351,-472.646,-0.269792,0.371385
6.34e-012,333.967,-8491.7,-7850.26,1,1,-0.178069,-471.751,-0.272153,0.369024
6.345e-012,307.436,-8443.44,-7852.96,1,1,-0.176845,-470.849,-0.27451,0.366668
6.35e-012,284.445,-8398.78,-7852.46,1,1,-0.175101,-469.94,-0.276862,0.364316
6.355e-012,296.383,-8420.26,-7851.01,1,1,-0.173853,-469.022,-0.279209,0.361969
6.36e-012,309.183,-8446.28,-7852.44,1,1,-0.172794,-468.097,-0.281552,0.359626
6.365e-012,315.3,-8459.27,-7853.68,1,1,-0.171108,-467.164,-0.28389,0.357289
6.37e-012,311.364,-8452.88,-7854.86,1,1,-0.169406,-466.223,-0.286224,0.354955
6.375e-012,294.076,-8420.17,-7855.35,1,1,-0.168896,-465.275,-0.288552,0.352627
6.38e-012,306.337,-8444.54,-7856.18,1,1,-0.169346,-464.319,-0.290876,0.350303
6.385e-012,327.364,-8487.22,-7858.47,1,1,-0.169608,-463.355,-0.293195,0.347984
6.39e-012,318.705,-8472.51,-7860.39,1,1,-0.169427,-462.383,-0.29551,0.34567
6.395e-012,309.536,-8456.35,-7861.84,1,1,-0.169282,-461.404,-0.297819,0.343361
6.4e-012,302.873,-8443.88,-7862.17,1,1,-0.169075,-460.418,-0.300124,0.341056
6.405e-012,307.18,-8452.51,-7862.53,1,1,-0.168285,-459.424,-0.302423,0.338757
6.41e-012,316.538,-8472.54,-7864.59,1,1,-0.166906,-458.422,-0.304718,0.336463
6.415e-012,302.16,-8446.43,-7866.09,1,1,-0.165145,-457.412,-0.307008,0.334173
6.42e-012,314.309,-8470.31,-7866.63,1,1,-0.162738,-456.396,-0.309292,0.331889
6.425e-012,308.518,-8460.37,-7867.81,1,1,-0.15962,-455.371,-0.311572,0.32961
6.43e-012,307.862,-8459.35,-7868.05,1,1,-0.15663,-454.339,-0.313846,0.327336
6.435e-012,322.361,-8488.31,-7869.16,1,1,-0.154523,-453.3,-0.316115,0.325067
6.44e-012,317.703,-8481.72,-7871.52,1,1,-0.152906,-452.253,-0.318379,0.322804
6.445e-012,289.764,-8428.4,-7871.87,1,1,-0.151243,-451.198,-0.320637,0.320545
6.45e-012,273.071,-8394.38,-7869.91,1,1,-0.15009,-450.137,-0.322891,0.318292
6.455e-012,281.504,-8408.73,-7868.06,1,1,-0.150026,-449.067,-0.325139,0.316044
6.46e-012,294.527,-8432.67,-7866.99,1,1,-0.15041,-447.991,-0.327381,0.313802
6.465e-012,285.691,-8415.49,-7866.78,1,1,-0.150438,-446.907,-0.329619,0.311565
6.47e-012,274.065,-8391.51,-7865.13,1,1,-0.150282,-445.815,-0.331851,0.309333
6.475e-012,291.101,-8422.08,-7862.97,1,1,-0.150087,-444.716,-0.334077,0.307107
6.48e-012,312.569,-8463.3,-7862.96,1,1,-0.149233,-443.61,-0.336298,0.304887
6.485e-012,320.513,-8481.06,-7865.46,1,1,-0.147536,-442.497,-0.338513,0.302672
6.49e-012,308.651,-8459.63,-7866.82,1,1,-0.145752,-441.376,-0.340723,0.300462
6.495e-012,300.935,-8444.68,-7866.69,1,1,-0.144017,-440.248,-0.342927,0.298259
6.5e-012,300.778,-8445.27,-7867.58,1,1,-0.141337,-439.113,-0.345125,0.296061
6.505e-012,310.739,-8465.66,-7868.84,1,1,-0.137404,-437.97,-0.347318,0.293868
6.51e-012,299.729,-8445.33,-7869.65,1,1,-0.1333,-436.82,-0.349505,0.291681
6.515e-012,296.854,-8440.65,-7870.5,1,1,-0.129693,-435.663,-0.351686,0.2895
6.52e-012,277.722,-8403.4,-7869.99,1,1,-0.125936,-434.499,-0.353861,0.287325
6.525e-012,261.865,-8370.13,-7867.18,1,1,-0.121583,-433.328,-0.356031,0.285156
6.53e-012,260.981,-8364.89,-7863.63,1,1,-0.117342,-432.149,-0.358195,0.282993
6.535e-012,285.351,-8408.5,-7860.44,1,1,-0.114009,-430.964,-0.360352,0.280835
6.54e-012,305.011,-8446.05,-7860.23,1,1,-0.111615,-429.771,-0.362504,0.278684
6.545e-012,310.361,-8457.28,-7861.19,1,1,-0.109971,-428.571,-0.36465,0.276538
6.55e-012,297.231,-8432.56,-7861.69,1,1,-0.108876,-427.364,-0.36679,0.274399
6.555e-012,304.263,-8445.93,-7861.54,1,1,-0.107585,-426.15,-0.368924,0.272265
6.56e-012,293.02,-8424.53,-7861.74,1,1,-0.105276,-424.929,-0.371052,0.270138
6.565e-012,284.302,-8406.65,-7860.6,1,1,-0.102278,-423.701,-0.373173,0.268016
6.57e-012,292.87,-8421.98,-7859.48,1,1,-0.0997274,-422.466,-0.375289,0.265901
6.575e-012,297.132,-8429.73,-7859.05,1,1,-0.0978161,-421.225,-0.377398,0.263792
6.58e-012,314.695,-8463.67,-7859.25,1,1,-0.0955072,-419.976,-0.379501,0.26169
6.585e-012,299.439,-8436.41,-7861.29,1,1,-0.0923392,-418.72,-0.381597,0.259593
6.59e-012,267.711,-8373.75,-7859.57,1,1,-0.0893178,-417.457,-0.383688,0.257503
6.595e-012,273.542,-8381.85,-7856.48,1,1,-0.0873369,-416.187,-0.385772,0.255419
6.6e-012,290.194,-8412.15,-7854.79,1,1,-0.0857034,-414.911,-0.38785,0.253342
6.605e-012,312.887,-8456.05,-7855.11,1,1,-0.0832621,-413.628,-0.389921,0.251271
6.61e-012,308.402,-8448.72,-7856.39,1,1,-0.0802782,-412.337,-0.391986,0.249206
6.615e-012,299.732,-8432.46,-7856.78,1,1,-0.0779055,-411.04,-0.394044,0.247148
6.62e-012,293.935,-8421.27,-7856.72,1,1,-0.0762829,-409.737,-0.396096,0.245097
6.625e-012,287.881,-8411.15,-7858.24,1,1,-0.0744304,-408.426,-0.398142,0.243051
6.63e-012,293.058,-8421.45,-7858.59,1,1,-0.0719293,-407.109,-0.400181,0.241013
6.635e-012,306.279,-8447.11,-7858.85,1,1,-0.0694174,-405.785,-0.402213,0.238981
6.64e-012,300.788,-8437.81,-7860.1,1,1,-0.0673379,-404.454,-0.404239,0.236956
6.645e-012,300.236,-8437.25,-7860.6,1,1,-0.0654891,-403.117,-0.406257,0.234937
6.65e-012,282.479,-8402.16,-7859.62,1,1,-0.0638409,-401.773,-0.40827,0.232925
6.655e-012,303.441,-8441.32,-7858.51,1,1,-0.0624348,-400.422,-0.410275,0.23092
6.66e-012,301.402,-8437.69,-7858.81,1,1,-0.0607924,-399.065,-0.412274,0.228922
6.665e-012,287.075,-8408.93,-7857.56,1,1,-0.0584198,-397.701,-0.414266,0.22693
6.67e-012,300.031,-8434.58,-7858.32,1,1,-0.0554,-396.331,-0.416251,0.224945
6.675e-012,321.387,-8476.54,-7859.27,1,1,-0.0520011,-394.954,-0.418229,0.222968
6.68e-012,336.215,-8508.47,-7862.72,1,1,-0.0483332,-393.571,-0.4202,0.220997
6.685e-012,345.408,-8530.03,-7866.62,1,1,-0.0446935,-392.181,-0.422165,0.219033
6.69e-012,340.973,-8526.23,-7871.34,1,1,-0.041521,-390.784,-0.424122,0.217075
6.695e-012,330.762,-8510.73,-7875.45,1,1,-0.0387695,-389.382,-0.426073,0.215125
6.7e-012,319.966,-8494.07,-7879.53,1,1,-0.0362558,-387.972,-0.428016,0.213182
6.705e-012,285.3,-8430.17,-7882.21,1,1,-0.0340651,-386.557,-0.429952,0.211246
6.71e-012,298.753,-8459.28,-7885.48,1,1,-0.0319452,-385.135,-0.431882,0.209318
6.715e-012,319.121,-8501.74,-7888.82,1,1,-0.0296726,-383.706,-0.433804,0.207396
6.72e-012,329.629,-8525.89,-7892.78,1,1,-0.0280707,-382.271,-0.435719,0.205481
6.725e-012,322.903,-8515.18,-7895,1,1,-0.0280036,-380.83,-0.437626,0.203574
6.73e-012,313.786,-8499.66,-7896.98,1,1,-0.0286464,-379.383,-0.439527,0.201674
6.735e-012,308.283,-8488.93,-7896.83,1,1,-0.028408,-377.93,-0.44142,0.199781
6.74e-012,295.685,-8465.47,-7897.56,1,1,-0.0271285,-376.47,-0.443306,0.197895
6.745e-012,281.893,-8438.51,-7897.09,1,1,-0.0257281,-375.004,-0.445185,0.196017
6.75e-012,291.559,-8456.95,-7896.96,1,1,-0.0242958,-373.531,-0.447056,0.194146
6.755e-012,311.872,-8497.07,-7898.07,1,1,-0.022437,-372.053,-0.44892,0.192282
6.76e-012,313.935,-8503.04,-7900.08,1,1,-0.0205616,-370.569,-0.450777,0.190426
6.765e-012,324.837,-8525.92,-7902.02,1,1,-0.0188502,-369.078,-0.452626,0.188577
6.77e-012,311.522,-8502.04,-7903.71,1,1,-0.0165098,-367.581,-0.454468,0.186736
6.775e-012,310.584,-8502.2,-7905.68,1,1,-0.0135195,-366.078,-0.456302,0.184902
6.78e-012,300.452,-8482.95,-7905.89,1,1,-0.0110883,-364.57,-0.458128,0.183076
6.785e-012,315.452,-8512.73,-7906.86,1,1,-0.0095712,-363.055,-0.459947,0.181257
6.79e-012,313.793,-8511.22,-7908.54,1,1,-0.00798653,-361.534,-0.461759,0.179446
6.795e-012,311.035,-8507.22,-7909.83,1,1,-0.00605874,-360.007,-0.463563,0.177643
6.8e-012,294.808,-8475.63,-7909.4,1,1,-0.00488398,-358.474,-0.465359,0.175847
6.805e-012,300.063,-8485.34,-7909.02,1,1,-0.00479173,-356.936,-0.467147,0.174059
6.81e-012,305.367,-8496.14,-7909.63,1,1,-0.0043207,-355.391,-0.468928,0.172278
6.815e-012,300.611,-8487.66,-7910.29,1,1,-0.00265049,-353.841,-0.470701,0.170506
6.82e-012,284.85,-8456.24,-7909.14,1,1,-0.0011116,-352.285,-0.472467,0.168741
6.825e-012,304.12,-8492.94,-7908.83,1,1,-0.000723809,-350.722,-0.474224,0.166984
6.83e-012,299.121,-8484.89,-7910.38,1,1,-0.00043863,-349.155,-0.475974,0.165234
6.835e-012,310.336,-8506.53,-7910.49,1,1,0.0007504,-347.581,-0.477716,0.163493
6.84e-012,322.944,-8533.32,-7913.06,1,1,0.0021092,-346.002,-0.47945,0.161759
6.845e-012,329.442,-8549.07,-7916.33,1,1,0.00280462,-344.417,-0.481176,0.160034
6.85e-012,309.947,-8513.73,-7918.43,1,1,0.00338116,-342.826,-0.482894,0.158316
6.855e-012,284.097,-8462.93,-7917.28,1,1,0.00465076,-341.23,-0.484604,0.156606
6.86e-012,267.387,-8428.35,-7914.79,1,1,0.00656391,-339.628,-0.486306,0.154904
6.865e-012,270.436,-8431.38,-7911.96,1,1,0.00877527,-338.02,-0.488,0.153211
6.87e-012,287.988,-8462.1,-7908.97,1,1,0.0112294,-336.407,-0.489686,0.151525
6.875e-012,297.399,-8479.55,-7908.35,1,1,0.0137012,-334.788,-0.491364,0.149847
6.88e-012,287.852,-8460.42,-7907.55,1,1,0.0155875,-333.164,-0.493034,0.148178
6.885e-012,282.162,-8448.47,-7906.54,2,1,0.0166301,-331.534,-0.494696,0.146517
6.89e-012,277.946,-8438.08,-7904.24,2,1,0.0174121,-329.899,-0.49635,0.144863
6.895e-012,284.056,-8448.18,-7902.61,2,1,0.0187183,-328.258,-0.497995,0.143218
6.9e-012,280.514,-8439.37,-7900.6,2,1,0.020306,-326.612,-0.499632,0.141582
6.905e-012,287.264,-8450.77,-7899.03,2,1,0.0211313,-324.96,-0.501261,0.139953
6.91e-012,288.119,-8451.25,-7897.87,2,1,0.0211885,-323.303,-0.502882,0.138333
6.915e-012,284.459,-8442.37,-7896.02,2,1,0.0217045,-321.641,-0.504494,0.136721
6.92e-012,261.556,-8396.92,-7894.56,2,1,0.0228535,-319.974,-0.506098,0.135117
6.925e-012,243.033,-8356.97,-7890.19,2,1,0.0234041,-318.301,-0.507694,0.133522
6.93e-012,270.55,-8405.74,-7886.11,2,1,0.0232309,-316.623,-0.509281,0.131935
6.935e-012,290.578,-8443.19,-7885.09,2,1,0.023601,-314.94,-0.51086,0.130357
6.94e-012,286.558,-8434.16,-7883.78,2,1,0.0246592,-313.251,-0.51243,0.128787
6.945e-012,290.479,-8440.87,-7882.96,2,1,0.0254083,-311.558,-0.513992,0.127225
6.95e-012,271.766,-8402.47,-7880.5,2,1,0.0258122,-309.859,-0.515546,0.125672
6.955e-012,295.082,-8445.05,-7878.3,2,1,0.026378,-308.155,-0.517091,0.124127
6.96e-012,308.449,-8470.77,-7878.35,2,1,0.0266899,-306.446,-0.518628,0.122591
6.965e-012,305.807,-8467.53,-7880.18,2,1,0.0265265,-304.732,-0.520156,0.121064
6.97e-012,301.683,-8460.25,-7880.82,2,1,0.0267354,-303.013,-0.521675,0.119545
6.975e-012,307.301,-8472.62,-7882.4,2,1,0.0274144,-301.289,-0.523186,0.118034
6.98e-012,288.405,-8436.75,-7882.82,2,1,0.0273568,-299.56,-0.524688,0.116533
6.985e-012,260.881,-8381.43,-7880.37,2,1,0.026261,-297.826,-0.526181,0.11504
6.99e-012,263.917,-8383.16,-7876.26,2,1,0.0252466,-296.087,-0.527666,0.113555
6.995e-012,287.799,-8427.64,-7874.87,2,1,0.0248108,-294.343,-0.529142,0.11208
7e-012,270.726,-8393.04,-7873.07,2,1,0.0244299,-292.595,-0.530609,0.110613
7.005e-012,260.525,-8370.47,-7870.1,2,1,0.0240324,-290.841,-0.532068,0.109155
7.01e-012,275.87,-8396.97,-7867.12,2,1,0.0240017,-289.083,-0.533518,0.107705
7.015e-012,312.208,-8466.15,-7866.51,2,1,0.0241182,-287.32,-0.534959,0.106265
7.02e-012,309.261,-8462.53,-7868.55,2,1,0.0238907,-285.552,-0.536391,0.104833
7.025e-012,283.13,-8413.24,-7869.45,2,1,0.0234393,-283.78,-0.537814,0.10341
7.03e-012,267.53,-8381.02,-7867.19,2,1,0.0231005,-282.003,-0.539229,0.101996
7.035e-012,281.018,-8404.96,-7865.22,2,1,0.0227,-280.221,-0.540634,0.100591
7.04e-012,274.128,-8390.25,-7863.74,2,1,0.0219542,-278.435,-0.542031,0.0991948
7.045e-012,269.303,-8379.16,-7861.92,2,1,0.0211236,-276.644,-0.543419,0.0978075
7.05e-012,270.844,-8379.75,-7859.55,2,1,0.0208219,-274.848,-0.544797,0.0964292
7.055e-012,259.492,-8355.25,-7856.86,2,1,0.0213211,-273.048,-0.546167,0.0950599
7.06e-012,267.62,-8367.65,-7853.64,2,1,0.0222726,-271.243,-0.547528,0.0936997
7.065e-012,270.972,-8371.84,-7851.39,2,1,0.0231456,-269.434,-0.54888,0.0923484
7.07e-012,296.366,-8418.31,-7849.1,2,1,0.0237253,-267.621,-0.550222,0.0910062
7.075e-012,309.432,-8443.92,-7849.61,2,1,0.0239617,-265.803,-0.551556,0.0896731
7.08e-012,300.205,-8427.43,-7850.84,2,1,0.0237722,-263.98,-0.55288,0.0883491
7.085e-012,299.929,-8426.9,-7850.84,2,1,0.023274,-262.154,-0.554196,0.0870342
7.09e-012,291.868,-8411.23,-7850.66,2,1,0.0226605,-260.323,-0.555502,0.0857285
7.095e-012,294.719,-8415.94,-7849.89,2,1,0.0218718,-258.487,-0.556799,0.0844319
7.1e-012,306.903,-8439.53,-7850.08,2,1,0.0208243,-256.648,-0.558087,0.0831446
7.105e-012,305.476,-8438.33,-7851.62,2,1,0.019745,-254.804,-0.559365,0.0818664
7.11e-012,296.059,-8420.39,-7851.77,2,1,0.0188349,-252.956,-0.560635,0.0805975
7.115e-012,268.752,-8367.45,-7851.27,2,1,0.0179738,-251.104,-0.561895,0.0793378
7.12e-012,267.075,-8361.11,-7848.15,2,1,0.0169844,-249.247,-0.563146,0.0780874
7.125e-012,268.982,-8361.61,-7844.99,2,1,0.0158049,-247.387,-0.564387,0.0768462
7.13e-012,287.184,-8394.34,-7842.76,2,1,0.0144975,-245.522,-0.56562,0.0756144
7.135e-012,306.453,-8430.46,-7841.87,2,1,0.0134395,-243.654,-0.566843,0.0743919
7.14e-012,320.571,-8459.31,-7843.6,2,1,0.012918,-241.781,-0.568056,0.0731788
7.145e-012,315.508,-8452.12,-7846.14,2,1,0.012652,-239.905,-0.56926,0.0719751
7.15e-012,323.926,-8469.87,-7847.72,2,1,0.0123172,-238.024,-0.570455,0.0707807
7.155e-012,346.885,-8518.38,-7852.13,2,1,0.0119889,-236.14,-0.571641,0.0695958
7.16e-012,327.965,-8485.77,-7855.86,2,1,0.0116539,-234.251,-0.572817,0.0684203
7.165e-012,305.165,-8443.04,-7856.93,2,1,0.0110259,-232.359,-0.573983,0.0672542
7.17e-012,299.664,-8432.08,-7856.53,2,1,0.0100827,-230.463,-0.57514,0.0660976
