step,T,Epot,Efull,SolventMolsThroughZ,SolventMolsThroughKlap,Z_Klap,G,v_theor,v_pract
2.86e-012,257.132,-8501.4,-8007.54,1,1,-0.204799,380.248,0.438393,1.07978
2.865e-012,263.156,-8508.82,-8003.39,1,1,-0.206008,378.798,0.44029,1.08168
2.87e-012,270.554,-8519.43,-7999.79,1,1,-0.206345,377.342,0.442181,1.08357
2.875e-012,278.778,-8532.86,-7997.42,1,1,-0.20613,375.88,0.444064,1.08545
2.88e-012,281.056,-8534.17,-7994.36,1,1,-0.206247,374.412,0.445939,1.08733
2.885e-012,274.633,-8519.64,-7992.16,1,1,-0.206881,372.937,0.447808,1.0892
2.89e-012,268.022,-8503.43,-7988.65,2,1,-0.207644,371.456,0.449669,1.09106
2.895e-012,264.739,-8494.43,-7985.96,2,1,-0.208664,369.969,0.451522,1.09291
2.9e-012,267.935,-8497.81,-7983.2,2,1,-0.210315,368.476,0.453368,1.09476
2.905e-012,271.059,-8501.26,-7980.65,2,1,-0.212195,366.977,0.455207,1.09659
2.91e-012,270.541,-8497.09,-7977.47,2,1,-0.213558,365.472,0.457038,1.09843
2.915e-012,285.173,-8523.09,-7975.37,2,1,-0.214561,363.96,0.458862,1.10025
2.92e-012,298.402,-8547.77,-7974.64,2,1,-0.215984,362.443,0.460678,1.10206
2.925e-012,299.146,-8549.45,-7974.89,2,1,-0.21782,360.92,0.462486,1.10387
2.93e-012,285.967,-8522.49,-7973.24,2,1,-0.219265,359.391,0.464287,1.10567
2.935e-012,270.054,-8489.78,-7971.1,1,1,-0.22013,357.855,0.46608,1.10746
2.94e-012,260.452,-8467.89,-7967.65,1,1,-0.220945,356.314,0.467866,1.10925
2.945e-012,267.911,-8479.47,-7964.91,1,1,-0.221632,354.768,0.469643,1.11103
2.95e-012,279.604,-8499.98,-7962.96,1,1,-0.221336,353.215,0.471413,1.1128
2.955e-012,291.577,-8522.18,-7962.16,1,1,-0.219606,351.656,0.473175,1.11456
2.96e-012,300.312,-8538.95,-7962.16,1,1,-0.216922,350.092,0.47493,1.11631
2.965e-012,305.311,-8549.61,-7963.22,1,1,-0.213962,348.522,0.476676,1.11806
2.97e-012,294.672,-8530.24,-7964.28,1,1,-0.210941,346.946,0.478415,1.1198
2.975e-012,273.408,-8489.06,-7963.94,1,1,-0.20784,345.364,0.480146,1.12153
2.98e-012,266.851,-8474.01,-7961.48,1,1,-0.204868,343.777,0.481869,1.12325
2.985e-012,264.088,-8465.6,-7958.38,1,1,-0.202278,342.184,0.483584,1.12496
2.99e-012,255.217,-8444.27,-7954.08,1,1,-0.199875,340.585,0.48529,1.12667
2.995e-012,249.392,-8428.5,-7949.51,1,1,-0.197279,338.981,0.486989,1.12837
3e-012,244.727,-8414.72,-7944.68,1,1,-0.194639,337.371,0.48868,1.13006
3.005e-012,245.665,-8411.43,-7939.6,1,1,-0.192623,335.755,0.490363,1.13174
3.01e-012,258.312,-8430.5,-7934.38,1,1,-0.191779,334.134,0.492038,1.13342
3.015e-012,266.869,-8443.79,-7931.22,1,1,-0.191966,332.508,0.493704,1.13508
3.02e-012,270.609,-8447.81,-7928.07,1,1,-0.192465,330.876,0.495363,1.13674
3.025e-012,257.923,-8420.4,-7925.02,1,1,-0.192813,329.239,0.497013,1.13839
3.03e-012,238.293,-8377.32,-7919.65,1,1,-0.193196,327.596,0.498655,1.14003
3.035e-012,231.928,-8358.3,-7912.85,1,1,-0.193652,325.947,0.500289,1.14167
3.04e-012,237.832,-8363.45,-7906.66,1,1,-0.193612,324.294,0.501915,1.14329
3.045e-012,246.088,-8373.94,-7901.29,1,1,-0.192791,322.635,0.503532,1.14491
3.05e-012,255.322,-8386.95,-7896.56,1,1,-0.191657,320.97,0.505141,1.14652
3.055e-012,264.751,-8401.04,-7892.55,1,1,-0.190577,319.301,0.506742,1.14812
3.06e-012,273.389,-8415.4,-7890.32,1,1,-0.189329,317.626,0.508334,1.14971
3.065e-012,261.619,-8389.91,-7887.43,1,1,-0.187791,315.946,0.509918,1.15129
3.07e-012,244.825,-8354.84,-7884.61,1,1,-0.186404,314.26,0.511493,1.15287
3.075e-012,238.59,-8352.06,-7893.81,1,1,-0.185448,312.57,0.513061,1.15443
3.08e-012,231.947,-8335.28,-7889.79,1,1,-0.18456,310.874,0.514619,1.15599
3.085e-012,234.278,-8335.39,-7885.42,1,1,-0.183592,309.173,0.516169,1.15754
3.09e-012,244.336,-8353.41,-7884.13,1,1,-0.18315,307.467,0.517711,1.15908
3.095e-012,256.497,-8372.46,-7879.82,1,1,-0.183613,305.756,0.519244,1.16062
3.1e-012,269.087,-8397.67,-7880.85,1,1,-0.18437,304.04,0.520768,1.16214
3.105e-012,272.15,-8401.5,-7878.79,1,1,-0.184661,302.319,0.522284,1.16366
3.11e-012,272.746,-8400.03,-7876.18,1,1,-0.184614,300.593,0.523792,1.16516
3.115e-012,280.725,-8412.65,-7873.48,1,1,-0.184947,298.862,0.52529,1.16666
3.12e-012,289.928,-8428.91,-7872.06,1,1,-0.185876,297.126,0.52678,1.16815
3.125e-012,294.756,-8438.53,-7872.41,1,1,-0.186818,295.386,0.528262,1.16963
3.13e-012,288.308,-8425.85,-7872.11,1,1,-0.187301,293.64,0.529734,1.1711
3.135e-012,275.453,-8399.23,-7870.18,1,1,-0.187791,291.889,0.531198,1.17257
3.14e-012,272.17,-8389.91,-7867.17,1,1,-0.189154,290.134,0.532653,1.17402
3.145e-012,282.845,-8408.87,-7865.63,1,1,-0.191442,288.374,0.534099,1.17547
3.15e-012,299.49,-8439.9,-7864.69,1,1,-0.193893,286.609,0.535537,1.1769
3.155e-012,313.681,-8468.59,-7866.12,1,1,-0.196049,284.839,0.536965,1.17833
3.16e-012,315.658,-8473.85,-7867.58,1,1,-0.197889,283.065,0.538385,1.17975
3.165e-012,308.509,-8462.37,-7869.83,1,1,-0.1991,281.286,0.539796,1.18116
3.17e-012,291.108,-8430.06,-7870.94,1,1,-0.199513,279.502,0.541198,1.18256
3.175e-012,274.154,-8396.53,-7869.97,1,1,-0.199731,277.714,0.542591,1.18396
3.18e-012,255.316,-8358.86,-7868.49,1,1,-0.200082,275.921,0.543975,1.18534
3.185e-012,263.818,-8372.61,-7865.91,1,1,-0.199891,274.124,0.54535,1.18671
3.19e-012,287.795,-8416.64,-7863.89,1,1,-0.198809,272.322,0.546716,1.18808
3.195e-012,292.761,-8425.51,-7863.22,1,1,-0.19749,270.515,0.548073,1.18944
3.2e-012,291.471,-8421.54,-7861.72,1,1,-0.196172,268.704,0.549421,1.19078
3.205e-012,286.47,-8410.16,-7859.95,1,1,-0.194234,266.889,0.55076,1.19212
3.21e-012,276.112,-8388.28,-7857.96,1,1,-0.191622,265.069,0.55209,1.19345
3.215e-012,269.024,-8372.34,-7855.64,1,1,-0.189181,263.245,0.553411,1.19477
3.22e-012,259.143,-8350.04,-7852.32,1,1,-0.18731,261.417,0.554723,1.19608
3.225e-012,258.284,-8344.64,-7848.56,1,1,-0.185671,259.584,0.556025,1.19739
3.23e-012,264.199,-8351.19,-7843.76,1,1,-0.184173,257.747,0.557319,1.19868
3.235e-012,289.411,-8397.18,-7841.32,1,1,-0.182973,255.906,0.558603,1.19996
3.24e-012,324.902,-8466.02,-7842,1,1,-0.181854,254.06,0.559878,1.20124
3.245e-012,341.248,-8500.59,-7845.17,1,1,-0.180622,252.21,0.561143,1.2025
3.25e-012,335.919,-8494.88,-7849.7,1,1,-0.179564,250.357,0.5624,1.20376
3.255e-012,318.539,-8465.46,-7853.66,1,1,-0.178635,248.499,0.563647,1.205
3.26e-012,310.494,-8452.2,-7855.85,1,1,-0.176958,246.636,0.564885,1.20624
3.265e-012,316.812,-8466.53,-7858.05,1,1,-0.173991,244.77,0.566113,1.20747
3.27e-012,316.991,-8469.13,-7860.3,1,1,-0.170343,242.9,0.567332,1.20869
3.275e-012,323.644,-8483.26,-7861.65,1,1,-0.166736,241.026,0.568542,1.2099
3.28e-012,327.651,-8494.09,-7864.79,1,1,-0.16321,239.148,0.569743,1.2111
3.285e-012,325.305,-8492.94,-7868.15,1,1,-0.15978,237.266,0.570934,1.21229
3.29e-012,341.004,-8525.27,-7870.32,1,1,-0.156871,235.38,0.572115,1.21347
3.295e-012,350.615,-8547.8,-7874.39,1,1,-0.15481,233.49,0.573288,1.21464
3.3e-012,355.366,-8562.28,-7879.74,1,1,-0.153454,231.596,0.57445,1.2158
3.305e-012,342.257,-8542.36,-7885,1,1,-0.152353,229.698,0.575603,1.21696
3.31e-012,328.364,-8520.11,-7889.44,2,1,-0.150999,227.797,0.576747,1.2181
3.315e-012,331.106,-8527.85,-7891.91,2,1,-0.149171,225.892,0.577881,1.21923
3.32e-012,326.593,-8522.47,-7895.2,2,1,-0.147258,223.983,0.579006,1.22036
3.325e-012,315.117,-8502.13,-7896.9,2,1,-0.14567,222.07,0.580121,1.22147
3.33e-012,304.289,-8481.99,-7897.56,2,1,-0.143993,220.154,0.581227,1.22258
3.335e-012,306.307,-8486.18,-7897.87,2,1,-0.141581,218.234,0.582323,1.22367
3.34e-012,320.827,-8515.34,-7899.14,2,1,-0.138659,216.311,0.583409,1.22476
3.345e-012,328.988,-8533.45,-7901.58,2,1,-0.135797,214.383,0.584486,1.22583
3.35e-012,340.635,-8559.38,-7905.14,2,1,-0.132849,212.453,0.585553,1.2269
3.355e-012,340.708,-8563.76,-7909.38,2,1,-0.129419,210.519,0.58661,1.22796
3.36e-012,330.601,-8547.42,-7912.45,2,1,-0.12565,208.581,0.587658,1.22901
3.365e-012,319.104,-8527.61,-7914.72,2,1,-0.12183,206.64,0.588696,1.23004
3.37e-012,311.378,-8513.79,-7915.74,2,1,-0.117979,204.696,0.589725,1.23107
3.375e-012,307.619,-8507.52,-7916.69,2,1,-0.114251,202.748,0.590743,1.23209
3.38e-012,313.535,-8519.64,-7917.44,2,1,-0.111001,200.797,0.591752,1.2331
3.385e-012,317.24,-8527.72,-7918.42,2,1,-0.108224,198.842,0.592751,1.2341
3.39e-012,318.231,-8531.05,-7919.84,2,1,-0.105591,196.885,0.59374,1.23509
3.395e-012,302.639,-8502.78,-7921.52,2,1,-0.103019,194.924,0.59472,1.23606
3.4e-012,293.559,-8485.34,-7921.51,2,1,-0.100624,192.96,0.59569,1.23703
3.405e-012,286.537,-8470.44,-7920.1,2,1,-0.0982563,190.992,0.59665,1.23799
3.41e-012,274.029,-8445.06,-7918.75,2,1,-0.0955384,189.022,0.5976,1.23894
3.415e-012,280.455,-8455.99,-7917.34,2,1,-0.0922879,187.048,0.59854,1.23988
3.42e-012,302.496,-8496.18,-7915.19,2,1,-0.0886445,185.071,0.59947,1.24081
3.425e-012,322.626,-8536.66,-7917.01,2,1,-0.0849483,183.091,0.60039,1.24173
3.43e-012,321.881,-8537.53,-7919.31,2,1,-0.0816772,181.109,0.601301,1.24264
3.435e-012,291.383,-8479.47,-7919.82,2,1,-0.0791043,179.123,0.602202,1.24354
3.44e-012,276.077,-8448.75,-7918.51,2,1,-0.07693,177.134,0.603092,1.24443
3.445e-012,280.416,-8456.07,-7917.49,2,1,-0.0747712,175.142,0.603973,1.24531
3.45e-012,285.757,-8466.25,-7917.41,2,1,-0.072835,173.148,0.604844,1.24618
3.455e-012,285.474,-8464.35,-7916.06,2,1,-0.0715326,171.15,0.605704,1.24704
3.46e-012,282.208,-8456.53,-7914.5,2,1,-0.0706764,169.15,0.606555,1.24789
3.465e-012,279.535,-8449.4,-7912.51,2,1,-0.0696123,167.147,0.607396,1.24873
3.47e-012,273.63,-8435.99,-7910.44,2,1,-0.0679403,165.141,0.608227,1.24956
3.475e-012,265.798,-8417.66,-7907.16,2,1,-0.0656767,163.133,0.609047,1.25038
3.48e-012,272.509,-8427.68,-7904.28,2,1,-0.063,161.122,0.609858,1.25119
3.485e-012,287.227,-8453.97,-7902.3,2,1,-0.0601247,159.108,0.610658,1.25199
3.49e-012,295.379,-8469,-7901.68,2,1,-0.0570967,157.091,0.611449,1.25278
3.495e-012,287.261,-8453.2,-7901.47,2,1,-0.0537502,155.072,0.612229,1.25356
3.5e-012,281.159,-8439.58,-7899.57,2,1,-0.0501519,153.05,0.613,1.25433
3.505e-012,284.179,-8444.11,-7898.31,2,1,-0.0466483,151.026,0.61376,1.25509
3.51e-012,281.299,-8438.26,-7897.98,2,1,-0.0431852,149,0.61451,1.25584
3.515e-012,262.926,-8400.58,-7895.59,2,1,-0.0392691,146.97,0.61525,1.25658
3.52e-012,258.199,-8390.31,-7894.41,2,1,-0.0348082,144.939,0.61598,1.25731
3.525e-012,280.968,-8432.88,-7893.24,2,1,-0.0302897,142.905,0.616699,1.25803
3.53e-012,311.503,-8492.76,-7894.47,2,1,-0.0261572,140.869,0.617409,1.25874
3.535e-012,315.305,-8503.24,-7897.65,2,1,-0.0225965,138.83,0.618108,1.25944
3.54e-012,296.693,-8468.85,-7899.01,2,1,-0.019678,136.789,0.618797,1.26013
3.545e-012,282.109,-8441.62,-7899.79,2,1,-0.017203,134.746,0.619476,1.2608
3.55e-012,281.251,-8441.93,-7901.75,2,1,-0.014705,132.701,0.620144,1.26147
3.555e-012,294.707,-8469.49,-7903.46,2,1,-0.0120022,130.653,0.620803,1.26213
3.56e-012,314.724,-8511.8,-7907.32,2,1,-0.00951892,128.603,0.621451,1.26278
3.565e-012,320.323,-8527.4,-7912.17,2,1,-0.00767832,126.551,0.622089,1.26342
3.57e-012,318.345,-8528.8,-7917.37,2,1,-0.00614325,124.497,0.622716,1.26404
3.575e-012,300.396,-8496.98,-7920.03,2,1,-0.00414294,122.441,0.623334,1.26466
3.58e-012,284.579,-8465.18,-7918.6,2,1,-0.00157718,120.383,0.623941,1.26527
3.585e-012,288.136,-8470.47,-7917.06,2,1,0.000875566,118.323,0.624538,1.26586
3.59e-012,297.945,-8489.58,-7917.33,2,1,0.00299342,116.261,0.625124,1.26645
3.595e-012,296.022,-8485.92,-7917.36,2,1,0.00547491,114.197,0.6257,1.26702
3.6e-012,297.001,-8487.73,-7917.3,2,1,0.00869464,112.132,0.626266,1.26759
3.605e-012,291.583,-8476.59,-7916.56,2,1,0.0119788,110.064,0.626822,1.26814
3.61e-012,284.442,-8462.36,-7916.04,2,1,0.0147383,107.995,0.627367,1.26869
3.615e-012,288.992,-8469.63,-7914.58,2,1,0.0174419,105.923,0.627902,1.26922
3.62e-012,298.161,-8486.66,-7914,2,1,0.0207518,103.85,0.628426,1.26975
3.625e-012,315.022,-8520.83,-7915.79,2,1,0.0244029,101.776,0.62894,1.27026
3.63e-012,333.166,-8557.7,-7917.81,2,1,0.0276406,99.6995,0.629444,1.27076
3.635e-012,347.962,-8589.7,-7921.39,2,1,0.030197,97.6215,0.629937,1.27126
3.64e-012,325.912,-8551.73,-7925.76,2,1,0.0322739,95.5418,0.63042,1.27174
3.645e-012,292.982,-8489.56,-7926.84,2,1,0.0340746,93.4607,0.630892,1.27221
3.65e-012,279.048,-8461.76,-7925.8,2,1,0.0358464,91.3779,0.631355,1.27267
3.655e-012,274.839,-8451.62,-7923.75,1,1,0.0379063,89.2937,0.631806,1.27312
3.66e-012,270.697,-8441.09,-7921.17,1,1,0.0401178,87.208,0.632247,1.27356
3.665e-012,273.778,-8444.19,-7918.36,1,1,0.0419066,85.1208,0.632678,1.27399
3.67e-012,275.979,-8445.95,-7915.89,1,1,0.0432483,83.0323,0.633099,1.27441
3.675e-012,278.605,-8449.13,-7914.03,1,1,0.044797,80.9423,0.633509,1.27482
3.68e-012,292.233,-8474.72,-7913.44,1,1,0.0466432,78.8511,0.633908,1.27522
3.685e-012,312.976,-8515.96,-7914.84,1,1,0.0479347,76.7585,0.634297,1.27561
3.69e-012,315.423,-8522.94,-7917.12,1,1,0.0481559,74.6647,0.634676,1.27599
3.695e-012,298.622,-8491.57,-7918.02,1,1,0.0479616,72.5696,0.635044,1.27636
3.7e-012,284.288,-8463.72,-7917.7,1,1,0.0482818,70.4734,0.635401,1.27671
3.705e-012,277.138,-8448.8,-7916.52,1,1,0.0491666,68.3759,0.635748,1.27706
3.71e-012,291.942,-8475.61,-7914.89,1,1,0.0499395,66.2774,0.636085,1.2774
3.715e-012,310.311,-8511.81,-7915.82,1,1,0.0502328,64.1777,0.636411,1.27772
3.72e-012,308.093,-8508.49,-7916.75,1,1,0.0506184,62.077,0.636727,1.27804
3.725e-012,301.013,-8496.47,-7918.33,1,1,0.0519899,59.9753,0.637032,1.27834
3.73e-012,285.293,-8466.31,-7918.36,1,1,0.0541605,57.8726,0.637327,1.27864
3.735e-012,286.685,-8468.05,-7917.43,1,1,0.0557658,55.7689,0.637611,1.27892
3.74e-012,288.055,-8469.84,-7916.58,1,1,0.0560666,53.6643,0.637884,1.27919
3.745e-012,276.602,-8447.06,-7915.81,1,1,0.0558561,51.5589,0.638147,1.27946
3.75e-012,272.093,-8435.4,-7912.81,1,1,0.0558954,49.4525,0.6384,1.27971
3.755e-012,278.106,-8444.05,-7909.91,1,1,0.0557407,47.3454,0.638642,1.27995
3.76e-012,287.468,-8460.72,-7908.6,1,1,0.0548919,45.2375,0.638873,1.28018
3.765e-012,295.802,-8475.51,-7907.37,1,1,0.0537466,43.1288,0.639094,1.2804
3.77e-012,282.781,-8449.39,-7906.27,1,1,0.0527182,41.0194,0.639305,1.28061
3.775e-012,262.936,-8408.32,-7903.31,1,1,0.0517022,38.9094,0.639504,1.28081
3.78e-012,249.489,-8377.54,-7898.35,1,1,0.050758,36.7987,0.639694,1.281
3.785e-012,251.272,-8376.23,-7893.63,1,1,0.050122,34.6873,0.639872,1.28118
3.79e-012,268.004,-8404.49,-7889.75,1,1,0.0495118,32.5755,0.640041,1.28134
3.795e-012,290.217,-8446.43,-7889.02,1,1,0.0484272,30.463,0.640198,1.2815
3.8e-012,307.236,-8480.81,-7890.71,1,1,0.046882,28.3501,0.640345,1.28165
3.805e-012,295.069,-8460.66,-7893.94,1,1,0.0452739,26.2367,0.640482,1.28178
3.81e-012,279.911,-8431.47,-7893.86,1,1,0.0438959,24.1229,0.640608,1.28191
3.815e-012,279.125,-8429.04,-7892.94,1,1,0.0426057,22.0087,0.640723,1.28202
3.82e-012,282.178,-8433.92,-7891.96,1,1,0.0409227,19.8941,0.640828,1.28213
3.825e-012,275.457,-8419.35,-7890.29,1,1,0.0388128,17.7792,0.640922,1.28222
3.83e-012,271.508,-8409.67,-7888.19,1,1,0.0370796,15.664,0.641006,1.2823
3.835e-012,267.395,-8398.6,-7885.03,1,1,0.0362747,13.5485,0.641079,1.28238
3.84e-012,262.795,-8386.99,-7882.25,1,1,0.0356545,11.4328,0.641141,1.28244
3.845e-012,260.565,-8379.08,-7878.63,1,1,0.0341559,9.31697,0.641193,1.28249
3.85e-012,265.054,-8384.61,-7875.54,1,1,0.0320437,7.20094,0.641234,1.28253
3.855e-012,273.938,-8397.98,-7871.84,1,1,0.0303,5.08479,0.641265,1.28256
3.86e-012,295.03,-8437.1,-7870.45,1,1,0.0288524,2.96856,0.641285,1.28258
3.865e-012,309.686,-8465.89,-7871.09,1,1,0.0271241,0.852281,0.641295,1.28259
3.87e-012,311.448,-8470.71,-7872.52,1,1,0.0256623,-1.26401,0.641294,1.28259
3.875e-012,304.746,-8458.7,-7873.39,1,1,0.0253632,-3.38029,0.641282,1.28258
3.88e-012,288.042,-8426.45,-7873.22,1,1,0.0257407,-5.49651,0.64126,1.28255
3.885e-012,277.769,-8405.67,-7872.17,1,1,0.0256784,-7.61263,0.641227,1.28252
3.89e-012,273.522,-8395.18,-7869.84,1,1,0.025294,-9.72864,0.641184,1.28248
3.895e-012,277.238,-8401.33,-7868.86,1,1,0.0253399,-11.8445,0.64113,1.28242
3.9e-012,279.457,-8403.95,-7867.21,1,1,0.0253604,-13.9601,0.641065,1.28236
3.905e-012,284.869,-8412.81,-7865.68,1,1,0.0243275,-16.0755,0.64099,1.28228
3.91e-012,300.326,-8441.39,-7864.57,1,1,0.0225067,-18.1907,0.640904,1.2822
3.915e-012,303.203,-8447.3,-7864.95,1,1,0.0209158,-20.3055,0.640808,1.2821
3.92e-012,294.145,-8429.7,-7864.75,1,1,0.0195889,-22.4201,0.640701,1.28199
3.925e-012,290.284,-8420.68,-7863.15,1,1,0.0179155,-24.5342,0.640584,1.28187
3.93e-012,300.508,-8439.6,-7862.43,1,1,0.016116,-26.6479,0.640456,1.28174
3.935e-012,304.514,-8446.93,-7862.06,2,1,0.0149815,-28.7612,0.640317,1.28161
3.94e-012,291.86,-8422.06,-7861.5,2,1,0.0145867,-30.8741,0.640168,1.28146
3.945e-012,277.169,-8393.11,-7860.77,2,1,0.0144364,-32.9864,0.640009,1.2813
3.95e-012,280.685,-8398.37,-7859.28,2,1,0.0143458,-35.0982,0.639839,1.28113
3.955e-012,290.72,-8416.42,-7858.05,2,1,0.0143814,-37.2093,0.639658,1.28094
3.96e-012,298.649,-8431.9,-7858.3,2,1,0.0145165,-39.3199,0.639466,1.28075
3.965e-012,301.277,-8436.93,-7858.28,2,1,0.0145953,-41.4299,0.639265,1.28055
3.97e-012,301.44,-8436.78,-7857.82,2,1,0.0143737,-43.5391,0.639052,1.28034
3.975e-012,296.324,-8427.54,-7858.4,2,1,0.0136545,-45.6476,0.638829,1.28011
3.98e-012,290.164,-8415.73,-7858.43,2,1,0.0123323,-47.7554,0.638596,1.27988
3.985e-012,289.954,-8415.17,-7858.27,2,1,0.0102748,-49.8624,0.638352,1.27963
3.99e-012,292.463,-8418.91,-7857.19,2,1,0.00740402,-51.9686,0.638097,1.27938
3.995e-012,308.845,-8450.92,-7857.74,2,1,0.00392951,-54.0739,0.637832,1.27911
4e-012,320.786,-8475.92,-7859.8,2,1,0.000138864,-56.1783,0.637556,1.27884
4.005e-012,315.035,-8469.35,-7864.28,2,1,-0.00408577,-58.2818,0.63727,1.27855
4.01e-012,303.714,-8449.05,-7865.73,2,1,-0.00886403,-60.3843,0.636973,1.27825
4.015e-012,293.505,-8430.15,-7866.43,2,1,-0.0135618,-62.4858,0.636666,1.27795
4.02e-012,286.797,-8416.73,-7865.89,2,1,-0.0174644,-64.5863,0.636349,1.27763
4.025e-012,288.91,-8418.74,-7863.85,2,1,-0.0207582,-66.6858,0.63602,1.2773
4.03e-012,297.06,-8433.35,-7862.81,2,1,-0.0238563,-68.7841,0.635682,1.27696
4.035e-012,313.494,-8466.24,-7864.13,2,1,-0.026497,-70.8813,0.635333,1.27661
4.04e-012,310.334,-8462.01,-7865.97,2,1,-0.0282623,-72.9773,0.634973,1.27625
4.045e-012,294.665,-8432.83,-7866.88,2,1,-0.0293441,-75.0721,0.634603,1.27588
4.05e-012,286.3,-8417.46,-7867.57,2,1,-0.0303239,-77.1657,0.634222,1.2755
4.055e-012,293.486,-8431.82,-7868.14,2,1,-0.0315844,-79.258,0.633831,1.27511
4.06e-012,299.412,-8442.79,-7867.72,2,1,-0.0332075,-81.349,0.63343,1.2747
4.065e-012,301.339,-8446.7,-7867.93,2,1,-0.035163,-83.4387,0.633018,1.27429
4.07e-012,319.355,-8482.88,-7869.51,2,1,-0.0373803,-85.527,0.632595,1.27387
4.075e-012,332.523,-8510.01,-7871.35,2,1,-0.0398723,-87.6139,0.632162,1.27344
4.08e-012,330.276,-8508.92,-7874.57,2,1,-0.0428957,-89.6993,0.631719,1.27299
4.085e-012,332.692,-8516.08,-7877.1,2,1,-0.0466218,-91.7832,0.631265,1.27254
4.09e-012,340.067,-8534.2,-7881.05,2,1,-0.0507452,-93.8657,0.630801,1.27207
4.095e-012,346.342,-8550.6,-7885.4,2,1,-0.0548911,-95.9466,0.630327,1.2716
4.1e-012,341.212,-8545.69,-7890.34,2,1,-0.0590973,-98.0259,0.629842,1.27111
4.105e-012,323.925,-8515.78,-7893.63,2,1,-0.0634978,-100.104,0.629347,1.27062
4.11e-012,316.575,-8503.87,-7895.84,2,1,-0.0679142,-102.18,0.628841,1.27011
4.115e-012,315.128,-8502.85,-7897.59,2,1,-0.072065,-104.254,0.628325,1.26959
4.12e-012,313.816,-8501.68,-7898.95,2,1,-0.0759213,-106.327,0.627798,1.26907
4.125e-012,312.55,-8501.42,-7901.12,2,1,-0.0794987,-108.397,0.627261,1.26853
4.13e-012,312.602,-8502.51,-7902.11,2,1,-0.0825294,-110.467,0.626714,1.26798
4.135e-012,314.506,-8507.76,-7903.71,2,1,-0.0847162,-112.534,0.626157,1.26742
4.14e-012,301.958,-8485.56,-7905.6,2,1,-0.0860325,-114.599,0.625589,1.26686
4.145e-012,293.167,-8468.29,-7905.22,2,1,-0.0866904,-116.663,0.625011,1.26628
4.15e-012,299.042,-8479.61,-7905.26,2,1,-0.0871272,-118.724,0.624422,1.26569
4.155e-012,321.959,-8524.9,-7906.53,2,1,-0.0878892,-120.784,0.623824,1.26509
4.16e-012,334.923,-8553.08,-7909.81,2,1,-0.0894604,-122.842,0.623215,1.26448
4.165e-012,332.897,-8552.49,-7913.11,2,1,-0.0921663,-124.897,0.622595,1.26386
4.17e-012,330.834,-8550.66,-7915.24,2,1,-0.0959329,-126.951,0.621966,1.26323
4.175e-012,337.061,-8565.71,-7918.33,2,1,-0.100302,-129.002,0.621326,1.26259
4.18e-012,347.475,-8589.97,-7922.59,2,1,-0.104772,-131.051,0.620676,1.26194
4.185e-012,347.047,-8593.56,-7927,2,1,-0.108897,-133.099,0.620015,1.26128
4.19e-012,327.569,-8560.2,-7931.05,2,1,-0.112397,-135.144,0.619345,1.26061
4.195e-012,313.611,-8534.97,-7932.63,2,1,-0.115302,-137.186,0.618664,1.25992
4.2e-012,311.445,-8533.07,-7934.89,2,1,-0.117816,-139.227,0.617973,1.25923
4.205e-012,301.683,-8515.37,-7935.94,2,1,-0.120125,-141.265,0.617271,1.25853
4.21e-012,301.144,-8515.02,-7936.63,2,1,-0.122306,-143.301,0.61656,1.25782
4.215e-012,302.29,-8518.03,-7937.44,2,1,-0.124351,-145.334,0.615838,1.2571
4.22e-012,299.274,-8511.93,-7937.13,2,1,-0.126268,-147.365,0.615107,1.25637
4.225e-012,300.835,-8515.65,-7937.85,2,1,-0.127929,-149.394,0.614365,1.25562
4.23e-012,303.457,-8521.17,-7938.33,2,1,-0.129084,-151.42,0.613613,1.25487
4.235e-012,313.875,-8542.28,-7939.44,2,1,-0.129881,-153.444,0.612851,1.25411
4.24e-012,307.839,-8531.81,-7940.56,2,1,-0.130912,-155.465,0.612078,1.25333
4.245e-012,298.157,-8514.21,-7941.55,2,1,-0.132373,-157.484,0.611296,1.25255
4.25e-012,296.992,-8511.03,-7940.61,2,1,-0.133874,-159.5,0.610504,1.25176
4.255e-012,294.667,-8506.74,-7940.79,2,1,-0.135308,-161.513,0.609701,1.25096
4.26e-012,297.615,-8511.69,-7940.08,2,1,-0.136963,-163.524,0.608888,1.25014
4.265e-012,294.274,-8505.22,-7940.02,2,1,-0.138699,-165.532,0.608066,1.24932
4.27e-012,286.106,-8488.64,-7939.13,1,1,-0.140177,-167.537,0.607233,1.24849
4.275e-012,280.505,-8476.01,-7937.26,1,1,-0.14186,-169.539,0.60639,1.24764
4.28e-012,274.329,-8461.73,-7934.84,1,1,-0.144436,-171.539,0.605538,1.24679
4.285e-012,281.896,-8473.3,-7931.88,1,1,-0.147435,-173.536,0.604675,1.24593
4.29e-012,284.964,-8478.12,-7930.81,1,1,-0.149795,-175.53,0.603802,1.24505
4.295e-012,289.272,-8484.89,-7929.3,1,1,-0.151352,-177.521,0.60292,1.24417
4.3e-012,292.556,-8490.49,-7928.59,1,1,-0.152573,-179.509,0.602027,1.24328
4.305e-012,284.982,-8475.27,-7927.92,1,1,-0.153502,-181.495,0.601125,1.24237
4.31e-012,292.819,-8489.24,-7926.84,1,1,-0.153995,-183.477,0.600212,1.24146
4.315e-012,286.803,-8477.17,-7926.32,1,1,-0.154343,-185.456,0.59929,1.24054
