tor1(deg),E(kJ/mol)
-0.484401,0.111882
-0.485174,0.105646
-0.483605,0.098611
-0.485237,0.092697
-0.484730,0.089679
-0.482360,0.085622
-0.481358,0.084188
-0.479131,0.083876
-0.474795,0.082946
-0.472143,0.083172
-0.467704,0.084115
-0.463665,0.082575
-0.459714,0.080650
-0.456326,0.080389
-0.455428,0.082339
-0.454492,0.088312
-0.451767,0.091712
-0.448602,0.099525
-0.446982,0.107561
-0.445655,0.116433
-0.440513,0.121073
-0.439054,0.123768
-0.439350,0.126561
-0.436437,0.125797
-0.436013,0.126492
-0.436245,0.127878
-0.436667,0.131224
-0.437766,0.131899
-0.438363,0.127649
-0.440257,0.120886
-0.442821,0.115167
-0.445035,0.109060
-0.448427,0.106442
-0.449112,0.103474
-0.447862,0.102372
-0.444909,0.104772
-0.441552,0.108138
-0.438491,0.106896
-0.437759,0.108831
-0.436653,0.113556
-0.434750,0.119325
-0.432713,0.122366
-0.430378,0.126087
-0.429733,0.127520
-0.430587,0.129139
-0.430628,0.129073
-0.431605,0.128709
-0.433331,0.128017
-0.438114,0.132500
-0.441963,0.137969
-0.449456,0.142244
-0.454380,0.144094
-0.459274,0.141813
-0.466289,0.141596
-0.473836,0.145304
-0.483074,0.146002
-0.489949,0.140433
-0.498327,0.135382
-0.507289,0.130988
-0.514967,0.125086
-0.521333,0.116656
-0.526884,0.106144
-0.531908,0.095883
-0.537367,0.090633
-0.543092,0.088896
-0.545485,0.088714
-0.546740,0.088587
-0.547619,0.090843
-0.548425,0.095169
-0.547944,0.100280
-0.546395,0.107411
-0.541349,0.115855
-0.532225,0.125364
-0.522344,0.133388
-0.514941,0.143944
-0.507413,0.152307
-0.497433,0.154598
-0.489528,0.155915
-0.482805,0.157614
-0.477426,0.155247
-0.474617,0.151891
-0.474475,0.149932
-0.476115,0.147994
-0.477763,0.143395
-0.479814,0.135882
-0.481297,0.127466
-0.483787,0.118585
-0.485096,0.108501
-0.486379,0.098655
-0.490461,0.092527
-0.495151,0.087497
-0.499504,0.082410
-0.506219,0.079405
-0.512067,0.076839
-0.516634,0.077305
-0.519383,0.078832
-0.521332,0.082087
-0.521571,0.085974
-0.522458,0.090970
-0.524247,0.095021
-0.524157,0.098462
-0.524428,0.101461
-0.526368,0.104363
-0.527362,0.104684
-0.528207,0.104070
-0.526158,0.100407
-0.524453,0.100886
-0.520511,0.102141
-0.517077,0.104149
-0.513842,0.111094
-0.509644,0.115383
-0.502239,0.115796
-0.493476,0.117116
-0.482934,0.119745
-0.475407,0.125397
-0.467761,0.129333
-0.463096,0.134235
-0.458882,0.138116
-0.452529,0.137621
-0.446925,0.136717
-0.445307,0.139585
-0.442285,0.139695
-0.437345,0.135054
-0.433061,0.133837
-0.428276,0.130828
-0.425535,0.126939
-0.424535,0.124999
-0.421396,0.119767
-0.419978,0.115895
-0.424302,0.114047
-0.427428,0.109242
-0.432071,0.102830
-0.435301,0.096459
-0.440541,0.089898
-0.446550,0.086453
-0.451615,0.085245
-0.459385,0.085396
-0.467172,0.087589
-0.472189,0.088250
-0.478698,0.091193
-0.484217,0.094724
-0.488660,0.100508
-0.492632,0.106614
-0.496520,0.111764
-0.500932,0.118496
-0.505091,0.124529
-0.507360,0.128259
-0.510747,0.134686
-0.511859,0.136879
-0.512658,0.138069
-0.512697,0.140515
-0.509444,0.139958
-0.505166,0.139513
-0.501823,0.139072
-0.498655,0.139482
-0.496049,0.141081
-0.492792,0.139168
-0.487862,0.135158
-0.482747,0.131548
-0.476545,0.124630
-0.473529,0.120822
-0.470441,0.115960
-0.465691,0.111123
-0.460218,0.107412
-0.453112,0.104159
-0.447802,0.099892
-0.443014,0.092982
-0.439023,0.087778
-0.435658,0.083309
-0.432602,0.077438
-0.428316,0.073228
-0.424284,0.068616
-0.419294,0.066971
-0.415100,0.069359
-0.410470,0.071146
-0.406055,0.071444
-0.402709,0.073135
-0.401628,0.079462
-0.399260,0.086942
-0.398678,0.095049
-0.399492,0.098433
-0.400859,0.102793
-0.403559,0.107238
-0.404728,0.109278
-0.409235,0.110461
-0.415377,0.111889
-0.422264,0.112972
-0.430241,0.116320
-0.439867,0.119088
-0.451031,0.122393
-0.457926,0.125132
-0.464000,0.128499
-0.470513,0.134143
-0.474113,0.139987
-0.478381,0.145624
-0.482688,0.152722
-0.485191,0.155660
-0.485158,0.153638
-0.484124,0.151553
-0.483598,0.150617
-0.480924,0.149590
-0.477907,0.148904
-0.469841,0.147935
-0.464054,0.147333
-0.454911,0.144486
-0.446457,0.140870
-0.439429,0.137005
-0.433193,0.131708
-0.429749,0.128838
-0.424343,0.121245
-0.419754,0.115036
-0.416003,0.108559
-0.411742,0.102734
-0.407905,0.099749
-0.404890,0.098768
-0.399461,0.097345
-0.394114,0.098455
-0.388369,0.098822
-0.385975,0.100171
-0.383832,0.099654
-0.382589,0.096172
-0.381762,0.093939
-0.378215,0.091345
-0.375799,0.088231
-0.373889,0.090413
-0.372187,0.092090
-0.373491,0.091591
-0.371470,0.090461
-0.370578,0.091320
-0.372097,0.097652
-0.372285,0.103144
-0.373481,0.105771
-0.374651,0.106349
-0.375560,0.106829
-0.377577,0.111264
-0.379412,0.114680
-0.381934,0.115870
-0.387676,0.116087
-0.392048,0.115366
-0.399010,0.115804
-0.408404,0.113847
-0.416639,0.112761
-0.423689,0.112582
-0.429390,0.111468
-0.434001,0.110816
-0.438954,0.111677
-0.442143,0.110376
-0.444496,0.105843
-0.446960,0.104047
-0.452171,0.103417
-0.457138,0.104434
-0.460148,0.108494
-0.459103,0.107765
-0.458229,0.109761
-0.456962,0.109559
-0.456284,0.106589
-0.456013,0.106521
-0.454047,0.106715
-0.450734,0.107980
-0.448862,0.106590
-0.446784,0.104901
-0.443021,0.103864
-0.439891,0.101905
-0.435642,0.099734
-0.433150,0.099344
-0.429094,0.097924
-0.426710,0.094571
-0.424971,0.094184
-0.422143,0.091842
-0.418570,0.089699
-0.417797,0.090392
-0.416322,0.092249
-0.415115,0.094944
-0.414420,0.101976
-0.412132,0.106399
-0.409816,0.111524
-0.406039,0.119078
-0.401466,0.123085
-0.399903,0.128939
-0.398761,0.135271
-0.397692,0.142257
-0.395331,0.146144
-0.396624,0.148562
-0.397524,0.147996
-0.398226,0.145393
-0.397939,0.139932
-0.398700,0.134487
-0.398115,0.130582
-0.399622,0.126057
-0.401208,0.120450
-0.405241,0.115879
-0.408485,0.109283
-0.409583,0.100768
-0.409388,0.095214
-0.409427,0.090847
-0.408439,0.087704
-0.406391,0.083277
-0.402928,0.077553
-0.401997,0.075109
-0.401163,0.075910
-0.403157,0.075725
-0.404976,0.078370
-0.405338,0.082823
-0.404762,0.085284
-0.404782,0.087168
-0.404523,0.087035
-0.402273,0.090415
-0.399132,0.090885
-0.398923,0.096681
-0.396076,0.100345
-0.393544,0.105158
-0.391169,0.103579
4113105627134356700000000000000.000000,129404080339795230000.000000
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
-1.#QNAN0,-1.#QNAN0
