tor1(deg),E(kJ/mol)
-0.461017,-0.023344
-0.460184,-0.022080
-0.461266,-0.017736
-0.463119,-0.009706
-0.464630,-0.004280
-0.465228,-0.000610
-0.465631,0.003551
-0.465795,0.010231
-0.464500,0.013553
-0.464506,0.017939
-0.466073,0.023083
-0.464591,0.029733
-0.462948,0.034871
-0.461050,0.039194
-0.456917,0.043476
-0.453094,0.047282
-0.453942,0.052251
-0.451546,0.053855
-0.449375,0.052946
-0.447918,0.051235
-0.448213,0.049747
-0.449838,0.047962
-0.453833,0.047378
-0.454468,0.041919
-0.454407,0.034816
-0.450631,0.025105
-0.447954,0.022170
-0.445419,0.021658
-0.440590,0.018459
-0.437365,0.016256
-0.434381,0.014485
-0.430864,0.013000
-0.425783,0.012668
-0.422652,0.013127
-0.417013,0.013762
-0.413253,0.014545
-0.412312,0.017573
-0.411067,0.020911
-0.412090,0.023494
-0.412055,0.025607
-0.411542,0.024417
-0.409484,0.021479
-0.409293,0.017683
-0.411113,0.016593
-0.414312,0.017075
-0.417970,0.018833
-0.420032,0.020107
-0.421521,0.021877
-0.426153,0.023830
-0.428108,0.024636
-0.428962,0.028348
-0.429649,0.035093
-0.428519,0.041145
-0.427493,0.049057
-0.423713,0.054965
-0.420874,0.061675
-0.416635,0.067330
-0.412862,0.073251
-0.410351,0.078241
-0.406166,0.078114
-0.405122,0.077601
-0.407362,0.079087
-0.405585,0.079682
-0.402419,0.077546
-0.398559,0.074057
-0.394754,0.069647
-0.392932,0.067019
-0.390385,0.065990
-0.387762,0.064862
-0.384643,0.062669
-0.381767,0.054435
-0.381343,0.049118
-0.382904,0.044251
-0.385612,0.038642
-0.392600,0.032407
-0.397833,0.025301
-0.404573,0.020791
-0.414618,0.016142
-0.423734,0.013154
-0.432389,0.009863
-0.444155,0.009824
-0.454462,0.009984
-0.463063,0.010746
-0.470395,0.016433
-0.477219,0.021433
-0.483216,0.029790
-0.487460,0.038763
-0.488242,0.048040
-0.486352,0.051617
-0.486097,0.057196
-0.484912,0.062555
-0.484066,0.066531
-0.482485,0.069772
-0.483418,0.071841
-0.485689,0.076534
-0.486039,0.079462
-0.486199,0.078987
-0.485864,0.076944
-0.488521,0.075553
-0.485965,0.070229
-0.481894,0.066980
-0.477389,0.064870
-0.471757,0.060309
-0.467858,0.057712
-0.464589,0.055197
-0.461194,0.052607
-0.455539,0.052364
-0.451409,0.052281
-0.446160,0.049675
-0.443877,0.051069
-0.440590,0.049929
-0.440625,0.046574
-0.442566,0.043522
-0.446672,0.040436
-0.450052,0.036344
-0.451745,0.033267
-0.455634,0.029980
-0.457446,0.026990
-0.461230,0.021966
-0.462201,0.014363
-0.462680,0.008280
-0.463983,0.004483
-0.464936,0.000915
-0.461817,-0.003277
-0.464116,-0.000757
-0.465052,0.003737
-0.468292,0.007440
-0.468493,0.009166
-0.469168,0.010287
-0.467932,0.014115
-0.467210,0.018604
-0.462392,0.022578
-0.455855,0.024903
-0.454231,0.031524
-0.452135,0.035307
-0.450736,0.035550
-0.447209,0.038925
-0.447405,0.042366
-0.447913,0.043104
-0.445866,0.040705
-0.443580,0.040149
-0.444001,0.036262
-0.444932,0.033108
-0.445501,0.029447
-0.445448,0.027837
-0.445311,0.026876
-0.441937,0.025786
-0.439481,0.024071
-0.437155,0.024550
-0.434470,0.027688
-0.428168,0.030625
-0.421831,0.033234
-0.418179,0.036989
-0.414335,0.039916
-0.408342,0.042502
-0.400904,0.042301
-0.395413,0.042957
-0.393166,0.045522
-0.388435,0.046452
-0.382761,0.049647
-0.380360,0.050908
-0.377208,0.051575
-0.373127,0.049570
-0.371010,0.047904
-0.372426,0.048820
-0.372609,0.046446
-0.374888,0.043863
-0.379180,0.044397
-0.378506,0.043506
-0.381151,0.044669
-0.384319,0.048440
-0.384974,0.050663
-0.387508,0.055456
-0.389776,0.060192
-0.394290,0.061298
-0.394860,0.061630
-0.395111,0.062410
-0.394456,0.066226
-0.392303,0.069540
-0.390832,0.072506
-0.387967,0.074985
-0.387090,0.076171
-0.387946,0.079172
-0.389874,0.077402
-0.389980,0.074462
-0.389157,0.069135
-0.387717,0.065352
-0.384613,0.062821
-0.380698,0.059631
-0.377556,0.053303
-0.375142,0.048191
-0.372574,0.043590
-0.370962,0.041178
-0.369308,0.038412
-0.366699,0.038475
-0.363450,0.039932
-0.358725,0.042261
-0.352757,0.046649
-0.347559,0.049204
-0.343092,0.052982
-0.341933,0.054812
-0.342990,0.058705
-0.339287,0.061646
-0.337369,0.063773
-0.339003,0.064656
-0.343580,0.064767
-0.347984,0.062308
-0.352072,0.054785
-0.357975,0.047331
-0.367005,0.043581
-0.377004,0.039548
-0.385504,0.032966
-0.395044,0.028535
-0.402831,0.025024
-0.408762,0.021330
-0.412286,0.020374
-0.415529,0.019148
-0.418992,0.020059
-0.420336,0.022941
-0.422479,0.029712
-0.427252,0.037385
-0.431099,0.043077
-0.433900,0.049032
-0.438157,0.054916
-0.442628,0.061295
-0.444848,0.065301
-0.448844,0.066610
-0.451536,0.068612
-0.452831,0.069959
-0.451108,0.068210
-0.451076,0.068657
-0.448788,0.069314
-0.446276,0.071447
-0.442833,0.072565
-0.438706,0.069296
-0.436667,0.066457
-0.435147,0.065291
-0.435325,0.065384
-0.435121,0.067190
-0.436837,0.066105
-0.434910,0.063932
-0.433418,0.064272
-0.431231,0.067255
-0.428605,0.067599
-0.426457,0.066574
-0.423825,0.062796
-0.424907,0.061623
-0.425902,0.062064
-0.427005,0.061340
-0.427815,0.059401
-0.426038,0.056006
-0.427248,0.052175
-0.429092,0.048134
-0.428594,0.043113
-0.421526,0.036300
-0.414767,0.031196
-0.409454,0.028681
-0.404712,0.026392
-0.399461,0.024269
-0.395184,0.020710
-0.392077,0.018110
-0.388459,0.014619
-0.383748,0.011783
-0.383613,0.009949
-0.380164,0.009349
-0.374302,0.010391
-0.369647,0.008514
-0.367336,0.013802
-0.363423,0.017486
-0.359378,0.020493
-0.353698,0.019385
-0.352185,0.017150
-0.354953,0.015768
-0.358594,0.017913
-0.362020,0.016684
-0.367211,0.017979
-0.367885,0.017078
-0.368217,0.017406
-0.370997,0.017171
-0.372500,0.015790
-0.373439,0.018658
-0.376200,0.023222
-0.379002,0.027863
-0.377835,0.030244
-0.375378,0.030600
-0.372600,0.029522
-0.374958,0.031828
-0.377434,0.033158
-0.381276,0.038287
-0.384603,0.039903
-0.383774,0.040820
-0.382640,0.039337
-0.381106,0.040177
-0.379526,0.040287
-0.376951,0.038415
-0.375874,0.034925
-0.377552,0.033013
-0.377205,0.030763
-0.377762,0.023283
-0.375116,0.014535
-0.375424,0.006989
-0.373624,-0.003045
-0.371585,-0.010537
-0.370016,-0.015570
-0.367827,-0.018751
-0.366704,-0.020203
-0.362883,-0.019246
-0.360276,-0.014168
-0.360120,-0.009535
-0.359436,-0.002986
-0.356803,0.005029
-0.352481,0.010231
-0.349086,0.021803
-0.351052,0.035142
-0.349162,0.045091
-0.350460,0.054702
-0.355870,0.058961
-0.360088,0.062880
-0.365735,0.065276
-0.371990,0.064640
-0.377767,0.058582
-0.384268,0.051210
-0.389570,0.045494
-0.393806,0.040357
-0.398678,0.030976
-0.404664,0.024746
-0.409657,0.016558
-0.415204,0.007725
-0.419501,-0.002540
-0.423952,-0.009160
-0.426206,-0.011378
-0.429785,-0.010861
-0.432614,-0.011842
-0.433483,-0.011868
-0.433602,-0.011733
-0.433225,-0.009328
-0.431647,-0.003628
-0.433507,0.003493
-0.436460,0.013909
-0.437428,0.019009
-0.438823,0.025423
-0.440249,0.030691
-0.442977,0.036137
-0.444802,0.038423
-0.445638,0.039991
-0.446082,0.039749
-0.443905,0.039790
-0.444846,0.039602
-0.442860,0.039339
-0.440950,0.038088
-0.442661,0.036452
-0.444146,0.034328
-0.448493,0.032924
-0.450663,0.028401
-0.450385,0.023014
-0.449710,0.019126
-0.450894,0.017464
-0.452982,0.012898
-0.453744,0.010109
-0.452362,0.007124
-0.451479,0.003391
-0.449529,0.002059
-0.448802,0.001810
-0.446891,0.003433
-0.443217,0.004855
-0.437114,0.007177
-0.432269,0.009753
-0.427995,0.010579
-0.424679,0.010807
-0.422924,0.009554
-0.422701,0.008251
-0.421814,0.005937
-0.419409,0.004932
-0.415896,0.003261
-0.414310,0.000774
-0.413637,-0.000469
-0.410272,-0.002319
-0.407834,-0.002705
-0.404722,-0.002368
-0.401378,-0.001895
-0.400132,0.002284
-0.398790,0.005478
-0.400434,0.011694
-0.401738,0.017428
-0.402896,0.019902
-0.405567,0.023784
-0.407306,0.027260
-0.408667,0.029183
-0.412400,0.032080
-0.417406,0.033478
-0.423439,0.033642
-0.427905,0.033359
-0.430322,0.035614
-0.431140,0.035168
-0.429367,0.032678
-0.427041,0.030031
-0.422353,0.027439
-0.422382,0.026226
-0.421914,0.027044
-0.420173,0.025354
-0.416663,0.025941
-0.413449,0.027193
-0.409023,0.028413
-0.404973,0.028537
-0.402341,0.026210
-0.400793,0.024148
-0.399916,0.020737
-0.400862,0.016714
-0.399522,0.010893
-0.399224,0.006188
-0.398106,0.001411
-0.397633,-0.004461
-0.399266,-0.012366
-0.402656,-0.018527
-0.405937,-0.020802
-0.409754,-0.023327
-0.414032,-0.025604
-0.417992,-0.028257
-0.422130,-0.030037
-0.424724,-0.030388
-0.427231,-0.028852
-0.428219,-0.026463
-0.431492,-0.023463
-0.435469,-0.020812
-0.438179,-0.017007
-0.441903,-0.011567
-0.443236,-0.009950
-0.447517,-0.005929
-0.452150,-0.004927
-0.456784,-0.004906
-0.463955,-0.003545
-0.469705,-0.003950
-0.476455,-0.006434
-0.480786,-0.009243
-0.486312,-0.008597
-0.490101,-0.011387
-0.492100,-0.016669
-0.495276,-0.015939
-0.499040,-0.016742
-0.500046,-0.015415
-0.499470,-0.013295
-0.493542,-0.010038
-0.488993,-0.006712
-0.483265,-0.001460
-0.476344,0.003056
-0.467976,0.008349
-0.457913,0.014499
-0.446347,0.014333
-0.436715,0.014778
-0.429021,0.015332
-0.423924,0.015638
-0.418482,0.014563
-0.414492,0.015369
-0.408783,0.011448
-0.401501,0.005289
-0.397317,0.001269
-0.394158,0.000044
-0.393483,0.000859
-0.393583,0.001153
-0.389950,-0.000496
-0.385380,-0.003689
-0.383637,-0.007975
-0.384290,-0.012623
-0.385884,-0.014427
-0.387718,-0.013149
-0.390268,-0.012449
-0.394157,-0.010898
-0.398367,-0.006673
-0.401114,-0.000209
-0.401974,0.005175
-0.402838,0.009503
-0.401587,0.014740
-0.401050,0.022503
-0.399765,0.028532
-0.398514,0.033769
-0.400384,0.041749
-0.402607,0.047356
-0.406036,0.050932
-0.408554,0.051856
-0.411382,0.052700
-0.414720,0.050951
-0.418212,0.047134
-0.419642,0.043340
-0.419246,0.038583
-0.417284,0.031813
-0.414356,0.025689
-0.413578,0.024612
-0.411711,0.024439
-0.409598,0.022218
-0.404725,0.019421
-0.404897,0.017399
-0.403229,0.013206
-0.398991,0.009463
-0.392786,0.007449
-0.387689,0.010544
-0.381710,0.009773
-0.376845,0.011908
-0.372857,0.016371
-0.368189,0.016358
-0.365683,0.020452
-0.362386,0.025923
-0.358960,0.030647
-0.358597,0.039544
-0.356223,0.047196
-0.356037,0.055762
-0.355260,0.062213
-0.355879,0.068424
-0.361301,0.076104
-0.366339,0.084777
-0.370382,0.090265
-0.374697,0.096292
-0.377258,0.097096
-0.384560,0.097516
-0.391959,0.096539
-0.399002,0.092913
-0.404362,0.089153
-0.413973,0.084326
-0.421834,0.076586
-0.424642,0.065510
-0.431230,0.055608
-0.436214,0.045874
-0.439424,0.037049
-0.439942,0.028554
-0.441869,0.025625
-0.443929,0.025756
-0.438701,0.027366
-0.432302,0.028904
-0.428274,0.033970
-0.424205,0.039324
-0.416837,0.041927
-0.411266,0.046017
-0.403913,0.047001
-0.395764,0.049549
-0.388746,0.050130
-0.383705,0.055036
-0.379980,0.058181
-0.377090,0.062601
-0.372590,0.064035
-0.367074,0.063115
-0.364330,0.063526
-0.362093,0.062625
-0.361169,0.062118
-0.357761,0.059800
-0.354521,0.054606
-0.352660,0.051099
-0.349275,0.045439
-0.347902,0.038435
-0.347914,0.030659
-0.349625,0.024807
-0.352843,0.020391
-0.355482,0.016912
-0.359456,0.011889
-0.363628,0.007197
-0.367711,0.004975
-0.374099,0.004092
-0.378861,0.003736
-0.382868,0.002863
-0.387746,0.004856
-0.391514,0.006944
-0.395353,0.010873
-0.398528,0.016777
-0.401288,0.020454
-0.404906,0.023019
-0.407555,0.024222
-0.413873,0.026710
-0.421543,0.028890
-0.425881,0.029523
-0.433388,0.029907
-0.440048,0.026301
-0.444827,0.023697
-0.451477,0.022240
-0.456666,0.017654
-0.458172,0.013545
-0.459743,0.009956
-0.462523,0.006665
-0.463162,0.003498
-0.465126,0.001676
-0.467261,0.000410
-0.466369,-0.002004
-0.465505,-0.002582
-0.461447,-0.003193
-0.458277,-0.004398
-0.458022,-0.001818
-0.459977,0.003951
-0.460843,0.007690
-0.458916,0.011012
-0.452709,0.012941
-0.448026,0.015013
-0.443782,0.015949
-0.436597,0.017158
-0.430555,0.017882
-0.423912,0.017329
-0.417041,0.012510
-0.409501,0.003855
-0.403803,-0.002249
-0.400039,-0.008070
-0.396822,-0.017019
-0.393283,-0.022124
-0.391328,-0.028342
-0.389992,-0.032593
-0.392210,-0.033442
-0.391545,-0.034600
-0.393757,-0.036946
-0.396805,-0.038002
-0.400530,-0.035725
-0.403435,-0.034296
-0.406903,-0.033397
-0.409187,-0.032846
-0.412138,-0.027591
-0.415968,-0.020545
-0.420952,-0.012613
-0.425971,-0.003227
-0.428657,0.004942
-0.430314,0.015086
-0.431447,0.023788
-0.434456,0.031637
-0.437689,0.040021
-0.441395,0.045596
-0.446142,0.049641
-0.450101,0.052174
-0.454827,0.054430
-0.460084,0.056616
-0.462951,0.058032
-0.468597,0.057312
-0.469223,0.054925
-0.468522,0.050186
-0.470336,0.045070
-0.469980,0.039330
-0.471410,0.034678
-0.473295,0.027805
-0.474828,0.020943
-0.477082,0.015793
-0.478202,0.012619
-0.478581,0.007518
-0.478746,0.000524
-0.477418,-0.003047
-0.477222,-0.002811
-0.478784,-0.002290
-0.477630,0.001525
-0.475821,0.003401
-0.476717,0.004697
-0.477109,0.005536
-0.474822,0.007671
-0.469472,0.012974
-0.462283,0.016196
-0.456612,0.022428
-0.449644,0.026419
-0.444537,0.031040
-0.438212,0.036926
-0.433682,0.041838
-0.427539,0.044911
-0.420734,0.046932
-0.413528,0.049282
-0.405770,0.050931
-0.399059,0.048165
-0.392702,0.042436
-0.389728,0.038214
-0.387241,0.035815
-0.383061,0.032234
-0.379549,0.031634
-0.377533,0.028603
-0.376325,0.027289
-0.375822,0.026438
-0.374451,0.021825
-0.372542,0.019365
-0.371251,0.015048
-0.370305,0.014878
-0.368954,0.015030
-0.368732,0.017549
-0.367638,0.016727
-0.369195,0.021898
-0.374422,0.029408
-0.378888,0.032556
-0.385422,0.036227
-0.392186,0.039741
-0.399352,0.042867
-0.407179,0.048585
-0.415349,0.054707
-0.424511,0.061428
-0.432889,0.071156
-0.440583,0.078786
-0.448863,0.088457
-0.454368,0.097388
-0.457216,0.102063
-0.461644,0.105855
-0.467783,0.109795
-0.470125,0.110250
-0.474575,0.110268
-0.476591,0.110815
-0.478093,0.109558
-0.476527,0.105290
-0.471642,0.096360
-0.469300,0.091844
-0.466019,0.088901
-0.460693,0.086891
-0.455590,0.082696
-0.448723,0.079405
-0.443572,0.074802
-0.436262,0.070755
-0.430088,0.070091
-0.422929,0.066559
-0.416253,0.062839
-0.408497,0.058840
-0.404161,0.055007
-0.400392,0.054030
-0.396109,0.052031
-0.391064,0.052689
-0.386567,0.052455
-0.381797,0.054660
-0.377467,0.057356
-0.374290,0.060809
-0.372046,0.061429
-0.368610,0.059353
-0.368652,0.059512
-0.370056,0.057494
-0.373638,0.054663
-0.378972,0.052368
-0.387223,0.050566
-0.395035,0.047150
-0.405221,0.045825
-0.414422,0.044394
-0.423275,0.043509
-0.434492,0.045003
-0.442449,0.049601
-0.451169,0.053138
-0.460375,0.057593
-0.469567,0.062645
-0.477565,0.068147
-0.484990,0.072751
-0.488503,0.076423
-0.490606,0.083006
-0.491916,0.089721
-0.492131,0.095977
-0.489410,0.099915
-0.484853,0.100394
-0.480617,0.101197
-0.473792,0.097566
-0.468009,0.094934
-0.458807,0.093003
-0.449641,0.090678
-0.442259,0.087853
-0.431441,0.080092
-0.421835,0.071448
-0.411833,0.063379
-0.403336,0.056930
-0.396611,0.047011
-0.391018,0.038433
-0.386792,0.030820
-0.381681,0.022381
-0.371990,0.011878
-0.364108,0.004671
-0.355951,-0.000808
-0.345762,-0.003927
-0.335886,-0.005452
-0.327197,-0.003957
-0.317969,-0.005992
-0.310434,-0.006431
-0.304054,-0.004667
-0.296079,-0.001910
-0.290176,-0.000212
-0.286679,0.003129
-0.285257,0.006763
-0.285529,0.010867
-0.287504,0.012747
-0.291658,0.014878
-0.295248,0.016386
-0.301487,0.019759
-0.308016,0.022194
-0.316352,0.023474
-0.321912,0.022172
-0.326506,0.022257
-0.332922,0.026867
-0.339310,0.033075
-0.345307,0.038683
-0.350030,0.044334
-0.355351,0.049650
-0.360702,0.052932
-0.367024,0.057926
-0.372321,0.061559
-0.377116,0.068295
-0.381574,0.072899
-0.385191,0.075192
-0.386908,0.073814
-0.389153,0.072477
-0.392584,0.071550
-0.397329,0.070688
-0.400456,0.072056
-0.400337,0.072505
-0.402927,0.075454
-0.404145,0.078895
-0.405426,0.082225
-0.405171,0.085035
-0.405859,0.086838
-0.404290,0.084782
-0.400802,0.080376
-0.397343,0.077001
-0.395346,0.075082
-0.393392,0.070392
-0.390136,0.064290
-0.392539,0.057699
-0.394539,0.053922
-0.397437,0.047937
-0.398048,0.044826
-0.400645,0.042656
-0.403683,0.043118
-0.407173,0.042576
-0.409469,0.040549
-0.412772,0.038789
-0.416824,0.037533
-0.421064,0.034970
-0.423602,0.030029
-0.427735,0.023399
-0.434300,0.018610
-0.440435,0.013385
-0.446436,0.010365
-0.450368,0.007171
-0.453879,0.005958
-0.455741,0.003862
-0.457703,0.003884
-0.457413,0.004959
-0.458156,0.010521
-0.457763,0.015784
-0.454081,0.021881
-0.449919,0.025987
-0.446313,0.031198
-0.440646,0.035336
-0.433820,0.038682
-0.428792,0.043353
-0.421309,0.047396
-0.416703,0.054753
-0.412288,0.058960
-0.407478,0.061597
-0.403254,0.065529
-0.398903,0.068565
-0.394986,0.070614
-0.391712,0.070467
-0.389100,0.067635
-0.386585,0.066390
-0.386391,0.066100
-0.386675,0.067102
-0.385627,0.065216
-0.386163,0.063651
-0.387609,0.060221
-0.390877,0.055335
-0.391207,0.047697
-0.395569,0.039393
-0.398764,0.031368
-0.401706,0.019728
-0.405863,0.010736
-0.412804,0.005717
-0.418114,0.001684
-0.426031,-0.002686
-0.433999,-0.008053
-0.440719,-0.009997
-0.446208,-0.013203
-0.452107,-0.014617
-0.456631,-0.013987
-0.461346,-0.010375
-0.466814,-0.003872
-0.469385,0.001453
-0.469056,0.008819
-0.466536,0.017706
-0.466428,0.026529
-0.465025,0.034489
-0.460459,0.040450
-0.458622,0.049862
-0.453439,0.057734
-0.450325,0.062614
-0.449113,0.067341
-0.445812,0.070740
-0.440698,0.071332
-0.435479,0.068276
-0.432317,0.065609
-0.431346,0.064597
-0.428742,0.059380
-0.426897,0.055241
-0.422639,0.050415
-0.420223,0.044569
-0.414895,0.038305
-0.409313,0.029420
-0.409205,0.022070
-0.409260,0.012548
-0.410832,0.003730
-0.413201,-0.002205
-0.416045,-0.006854
-0.419778,-0.010797
-0.420443,-0.016942
-0.420357,-0.023575
-0.419478,-0.028176
-0.418907,-0.030440
-0.416896,-0.031466
-0.415602,-0.030874
-0.415137,-0.027618
-0.415534,-0.021334
-0.414683,-0.017843
-0.416655,-0.014743
-0.418822,-0.010832
-0.417998,-0.006797
-0.415640,-0.007322
-0.416928,-0.007590
-0.418400,-0.006443
-0.421659,-0.002486
-0.425770,0.003000
-0.430717,0.008960
-0.433478,0.014961
-0.432384,0.018542
-0.431674,0.019609
-0.432049,0.020486
-0.431945,0.022049
-0.431271,0.027166
-0.429961,0.031017
-0.427723,0.036040
-0.426169,0.039677
-0.424247,0.042174
-0.421605,0.045479
-0.422271,0.048756
-0.422069,0.050655
-0.423042,0.053420
-0.422258,0.054521
-0.422826,0.055285
-0.421619,0.052540
-0.418751,0.047701
-0.416421,0.043667
-0.412519,0.037777
-0.411711,0.033144
-0.413918,0.027135
-0.415610,0.023945
-0.419552,0.020151
-0.420970,0.014244
-0.425412,0.010020
-0.430826,0.007260
-0.434990,0.002636
-0.440114,-0.002580
-0.444879,-0.009497
-0.451338,-0.014796
-0.456479,-0.020044
-0.457920,-0.024431
-0.457966,-0.025273
-0.458283,-0.026463
-0.457741,-0.027574
-0.455501,-0.028399
-0.452505,-0.028078
-0.448105,-0.026257
-0.444376,-0.022897
-0.440380,-0.017465
-0.435278,-0.009848
-0.428849,-0.002891
-0.423929,0.004532
-0.418821,0.011764
-0.415377,0.015723
-0.414739,0.021034
-0.413917,0.026508
-0.413001,0.030090
-0.411378,0.034932
-0.409354,0.039791
-0.408987,0.040120
-0.407877,0.041131
-0.406790,0.042165
-0.407903,0.041035
-0.411427,0.038963
-0.411386,0.037612
-0.411935,0.034385
-0.414544,0.032880
-0.417176,0.031292
-0.420065,0.027917
-0.424532,0.027538
-0.427073,0.022460
-0.428526,0.020173
-0.432385,0.019040
-0.431925,0.016923
-0.430364,0.017668
-0.428275,0.020336
-0.426042,0.024271
-0.422006,0.026296
-0.417768,0.028325
-0.414286,0.032016
-0.408835,0.036144
-0.402198,0.040273
-0.395344,0.039900
-0.388466,0.042206
-0.380717,0.041051
-0.371945,0.036942
-0.367842,0.034136
-0.367133,0.030776
-0.365784,0.024992
-0.364318,0.020214
-0.365481,0.017439
-0.369709,0.015817
-0.371615,0.011214
-0.372094,0.008765
-0.373765,0.007489
-0.374431,0.007546
-0.376914,0.006430
-0.381690,0.008107
-0.388424,0.011331
-0.393861,0.012848
-0.399974,0.011514
-0.406439,0.011803
-0.411777,0.012576
-0.417004,0.013164
-0.423006,0.016089
-0.426961,0.020962
-0.429732,0.025428
-0.432067,0.033251
-0.430815,0.040308
-0.426341,0.045584
-0.421603,0.053465
-0.417637,0.057841
-0.413714,0.062782
-0.410084,0.066160
-0.406641,0.071304
-0.404686,0.071736
-0.403782,0.071409
-0.407541,0.074420
-0.407597,0.071368
-0.411523,0.069125
-0.415046,0.068855
-0.417977,0.066166
-0.420639,0.063475
-0.420304,0.057218
-0.421773,0.052308
-0.422550,0.050100
-0.423056,0.046427
-0.423907,0.040998
-0.423064,0.036745
-0.422460,0.033721
-0.420481,0.031091
-0.417760,0.026059
-0.414375,0.019752
-0.413126,0.016083
-0.412387,0.012099
-0.409021,0.009310
-0.404591,0.006025
-0.398730,0.004851
-0.396075,0.008009
-0.392642,0.011180
-0.387863,0.014116
-0.382506,0.014400
-0.381189,0.017566
-0.380541,0.020780
-0.380385,0.021784
-0.378296,0.021743
-0.378620,0.025440
-0.379585,0.032541
-0.378396,0.038633
-0.377247,0.045528
-0.377733,0.052005
-0.377381,0.055365
-0.377688,0.058299
-0.380588,0.058156
-0.385349,0.057019
-0.390058,0.053960
-0.394821,0.050660
-0.398686,0.050683
-0.400345,0.051203
-0.399748,0.050499
-0.401230,0.052030
-0.400293,0.054312
-0.400842,0.058674
-0.402293,0.059116
-0.400837,0.056857
-0.400266,0.055979
-0.400212,0.053991
-0.398286,0.055025
-0.395868,0.053348
-0.395433,0.051692
-0.394385,0.050199
-0.393122,0.047612
-0.393209,0.044338
-0.394531,0.040288
-0.395566,0.033789
-0.393917,0.027072
-0.396684,0.024679
-0.400912,0.021655
-0.402763,0.017464
-0.408457,0.016391
-0.411804,0.014691
-0.414276,0.011843
-0.415621,0.014119
-0.418192,0.015597
-0.422290,0.014430
-0.426405,0.014254
-0.430212,0.017376
-0.433532,0.019783
-0.433893,0.020348
-0.432743,0.023574
-0.432906,0.027745
-0.431765,0.026867
-0.432786,0.027465
-0.432401,0.030404
-0.432122,0.034926
-0.429916,0.039675
-0.428986,0.041979
-0.427783,0.044360
-0.425874,0.048715
-0.424604,0.054881
-0.422248,0.060055
-0.421414,0.064189
-0.418778,0.065486
-0.417288,0.066745
-0.418548,0.068168
-0.420836,0.068519
-0.424273,0.066022
-0.426066,0.061573
-0.427126,0.059629
-0.429802,0.056891
-0.432606,0.051985
-0.434989,0.044659
-0.439138,0.039694
-0.442723,0.036926
-0.448995,0.033372
-0.452964,0.029763
-0.458405,0.026750
-0.462369,0.023097
-0.465443,0.020256
-0.467140,0.019363
-0.468161,0.020846
-0.468498,0.022575
-0.465600,0.023867
-0.462397,0.024355
-0.458518,0.025757
-0.452289,0.028433
-0.447472,0.028845
-0.443224,0.029050
-0.440222,0.033153
-0.435255,0.032183
-0.428581,0.030676
-0.421029,0.031944
-0.413213,0.030797
-0.406468,0.028745
-0.400961,0.025068
-0.393621,0.020154
-0.387088,0.018300
-0.384687,0.018109
-0.383144,0.013128
-0.382539,0.007747
-0.383418,0.004774
-0.383143,0.003821
-0.384788,0.001069
-0.384750,-0.002270
-0.384933,-0.007475
-0.383907,-0.012292
-0.381343,-0.015892
-0.378899,-0.016026
-0.375491,-0.015274
-0.373640,-0.013966
-0.375698,-0.012630
-0.376529,-0.010786
-0.378243,-0.009395
-0.379855,-0.007423
-0.383129,-0.002978
-0.387583,0.001961
-0.393323,0.007028
-0.402532,0.006983
-0.411273,0.008138
-0.422454,0.009462
-0.436633,0.010544
-0.447127,0.007433
-0.456924,0.002173
-0.468255,-0.002647
-0.480667,-0.006320
-0.492306,-0.007902
-0.500572,-0.011770
-0.506577,-0.015235
-0.508942,-0.015808
-0.508892,-0.012464
-0.508733,-0.012109
-0.506338,-0.012801
-0.502269,-0.013399
-0.495980,-0.013426
-0.486929,-0.013407
-0.478432,-0.013554
-0.472130,-0.008731
-0.465581,-0.007249
-0.460828,-0.010382
-0.457627,-0.011483
-0.452815,-0.012911
-0.449733,-0.015242
-0.446728,-0.015163
-0.443843,-0.015266
-0.443569,-0.012124
-0.441668,-0.010103
-0.439407,-0.008395
-0.435279,-0.002752
-0.432098,0.003864
-0.427420,0.013086
-0.421392,0.018064
-0.417921,0.024865
-0.415452,0.031408
-0.412344,0.034460
-0.409532,0.036901
-0.408128,0.038211
-0.406726,0.039847
-0.404519,0.040605
-0.402531,0.041155
-0.399717,0.041297
-0.397353,0.042195
-0.396497,0.040383
-0.398728,0.039350
-0.400969,0.038272
-0.403710,0.038050
-0.407435,0.037124
-0.413440,0.036665
-0.417579,0.038333
-0.422515,0.036999
-0.427088,0.037562
-0.431792,0.038428
-0.435802,0.040287
-0.436419,0.038902
-0.437697,0.040013
-0.438167,0.040559
-0.436677,0.036662
-0.435421,0.036268
-0.434547,0.037030
-0.430282,0.032862
-0.425022,0.029543
-0.422670,0.030757
-0.421192,0.033659
-0.417597,0.035891
-0.412297,0.035205
-0.409719,0.036990
-0.407151,0.037745
-0.402502,0.036182
-0.399559,0.034762
-0.397156,0.031923
-0.397364,0.028586
-0.396651,0.027746
-0.396651,0.026921
-0.397132,0.024800
-0.397725,0.023953
-0.398428,0.025717
-0.397872,0.027507
-0.398856,0.031242
-0.398214,0.036354
-0.396355,0.041237
-0.396713,0.049251
-0.396314,0.054307
-0.396836,0.058568
-0.397401,0.060031
-0.399462,0.061174
-0.401665,0.061049
-0.401824,0.061255
-0.402554,0.062257
-0.403306,0.060628
-0.404616,0.060429
-0.404410,0.063630
-0.402379,0.066949
-0.398069,0.068386
-0.393191,0.071224
-0.389339,0.074755
-0.385861,0.076331
-0.380540,0.077772
-0.374046,0.080180
-0.366738,0.080518
