step,T,Epot,Efull,SolventMolsThroughZ,SolventMolsThroughKlap,G,
58970,297.037,-8379.65,-7746.16,2,3,-0.705588,
58980,304.125,-8394.67,-7746.07,2,3,-0.709798,
58990,300.435,-8387.38,-7746.65,2,3,-0.714007,
59000,313.107,-8415.83,-7748.08,2,3,-0.718217,
59010,283.373,-8352.19,-7747.85,2,3,-0.722426,
59020,305.694,-8399.1,-7747.15,2,3,-0.726634,
59030,269.331,-8321.18,-7746.79,2,3,-0.730843,
59040,292.019,-8368.92,-7746.14,1,2,-0.735052,
59050,267.426,-8315.04,-7744.7,1,2,-0.73926,
59060,327.026,-8441,-7743.56,1,2,-0.743468,
59070,296.434,-8378.32,-7746.13,1,2,-0.747675,
59080,316.433,-8421.88,-7747.04,1,2,-0.751883,
59090,281.872,-8350.87,-7749.72,1,2,-0.75609,
59100,309.204,-8407.27,-7747.84,1,2,-0.760297,
59110,269.161,-8322.66,-7748.63,1,2,-0.764504,
59120,305.4,-8397.37,-7746.05,1,2,-0.768711,
59130,293.947,-8374.53,-7747.63,1,2,-0.772917,
59140,307.34,-8403.88,-7748.43,1,2,-0.777123,
59150,287.062,-8360.96,-7748.75,1,2,-0.781329,
59160,312.638,-8415.69,-7748.93,1,2,-0.785535,
59170,294.911,-8378.57,-7749.62,1,2,-0.78974,
59180,310.818,-8413.52,-7750.65,1,2,-0.793946,
59190,286.832,-8362.86,-7751.14,1,2,-0.798151,
59200,281.336,-8350.15,-7750.16,1,2,-0.802355,
59210,291.959,-8371.25,-7748.6,1,2,-0.80656,
59220,287.398,-8360.37,-7747.44,1,2,-0.810764,
59230,299.857,-8387.36,-7747.86,1,2,-0.814968,
59240,293.411,-8372.12,-7746.37,1,2,-0.819172,
59250,326.689,-8445.68,-7748.96,1,2,-0.823375,
59260,286.317,-8360.02,-7749.4,1,2,-0.827578,
59270,317.095,-8426.59,-7750.33,1,2,-0.831781,
59280,301.294,-8392.99,-7750.43,1,2,-0.835984,
59290,297.735,-8386.52,-7751.55,1,2,-0.840187,
59300,275.404,-8335.56,-7748.22,1,2,-0.844389,
59310,329.775,-8452.34,-7749.04,1,2,-0.848591,
59320,310.376,-8411.54,-7749.61,1,2,-0.852793,
59330,311.877,-8417.11,-7751.98,1,2,-0.856994,
59340,287.534,-8365.73,-7752.51,1,2,-0.861195,
59350,326.719,-8450.14,-7753.35,1,2,-0.865396,
59360,304.486,-8405.68,-7756.31,1,2,-0.869597,
59370,300.434,-8397.02,-7756.3,1,2,-0.873798,
59380,287.017,-8368,-7755.89,1,2,-0.877998,
59390,291.877,-8376.33,-7753.85,1,2,-0.882198,
59400,286.749,-8364.83,-7753.29,1,2,-0.886397,
59410,292.212,-8375.92,-7752.73,1,2,-0.890597,
59420,267.524,-8320.45,-7749.91,1,2,-0.894796,
59430,303.244,-8395.44,-7748.72,1,2,-0.898995,
59440,281.176,-8347.86,-7748.2,1,2,-0.903193,
59450,286.134,-8355.97,-7745.74,1,2,-0.907392,
59460,304.508,-8393.63,-7744.22,1,2,-0.91159,
59470,326.734,-8443.86,-7747.04,1,2,-0.915788,
59480,279.958,-8344.87,-7747.81,1,2,-0.919985,
59490,271.198,-8323.3,-7744.93,1,2,-0.924182,
59500,314.612,-8415.41,-7744.44,1,2,-0.928379,
59510,292.894,-8370.51,-7745.86,1,2,-0.932576,
59520,310.988,-8409,-7745.77,1,2,-0.936772,
59530,297.499,-8380.7,-7746.23,1,2,-0.940968,
59540,303.305,-8393.11,-7746.26,1,2,-0.945164,
59550,302.764,-8391.66,-7745.96,1,2,-0.94936,
59560,299.677,-8385.76,-7746.64,1,2,-0.953555,
59570,311.803,-8411.67,-7746.7,1,2,-0.95775,
59580,289.469,-8365.05,-7747.71,1,2,-0.961945,
59590,293.544,-8371.77,-7745.73,1,2,-0.966139,
59600,291.613,-8366.99,-7745.08,1,2,-0.970333,
59610,319.694,-8427.3,-7745.5,1,2,-0.974527,
59620,298.604,-8384.63,-7747.8,1,2,-0.97872,
59630,293.917,-8373.46,-7746.63,1,2,-0.982914,
59640,300.375,-8386.93,-7746.33,1,2,-0.987106,
59650,306.9,-8402.12,-7747.6,1,2,-0.991299,
59660,291.34,-8368.87,-7747.54,1,2,-0.995491,
59670,302.902,-8393.09,-7747.1,1,2,-0.999683,
59680,318.238,-8425.94,-7747.25,1,2,-1.00388,
59690,322.592,-8437.78,-7749.8,1,2,-1.00807,
59700,291.609,-8372.29,-7750.38,1,2,-1.01226,
59710,290.99,-8369.48,-7748.89,1,2,-1.01645,
59720,321.618,-8436.39,-7750.49,1,2,-1.02064,
59730,278.672,-8345.13,-7750.82,1,2,-1.02483,
59740,283.241,-8352.51,-7748.45,1,2,-1.02902,
59750,294.335,-8375.09,-7747.37,1,2,-1.03321,
59760,314.624,-8419.27,-7748.28,1,2,-1.0374,
59770,290.242,-8368.27,-7749.28,1,2,-1.04159,
59780,262.355,-8306.07,-7746.55,2,3,-1.04578,
59790,289.582,-8362.82,-7745.23,2,3,-1.04996,
59800,299.985,-8385.24,-7745.47,2,3,-1.05415,
59810,293.337,-8370.56,-7744.97,2,3,-1.05834,
59820,302.977,-8391.31,-7745.16,2,3,-1.06253,
59830,300.412,-8385.47,-7744.79,2,3,-1.06671,
59840,305.289,-8396.63,-7745.55,2,3,-1.0709,
59850,281.979,-8346.19,-7744.82,2,3,-1.07509,
59860,319.521,-8426.27,-7744.83,2,3,-1.07927,
59870,300.638,-8387.95,-7746.79,2,3,-1.08346,
59880,296.041,-8376.96,-7745.6,2,3,-1.08764,
59890,304.456,-8396.25,-7746.95,2,3,-1.09183,
59900,301.121,-8389.34,-7747.14,2,3,-1.09601,
59910,299.474,-8386.13,-7747.45,2,3,-1.1002,
59920,289.101,-8363.32,-7746.77,2,3,-1.10438,
59930,286.68,-8356.93,-7745.53,2,3,-1.10857,
59940,292.033,-8367.69,-7744.88,2,3,-1.11275,
59950,304.283,-8394.02,-7745.09,2,3,-1.11693,
59960,296.431,-8377.04,-7744.85,2,3,-1.12112,
59970,318.191,-8423.95,-7745.35,2,3,-1.1253,
59980,305.427,-8399.1,-7747.73,2,3,-1.12948,
59990,305.224,-8399.81,-7748.87,2,3,-1.13366,
60000,294.899,-8377.05,-7748.12,2,3,-1.13784,
60010,299.673,-8389.08,-7749.97,2,3,-1.14203,
60020,293.819,-8377.91,-7751.29,2,3,-1.14621,
60030,296.128,-8382.9,-7751.35,2,3,-1.15039,
60040,297.537,-8384.21,-7749.66,2,3,-1.15457,
60050,309.945,-8411.45,-7750.44,2,3,-1.15875,
60060,316.643,-8428.22,-7752.93,2,3,-1.16293,
60070,291.397,-8374.97,-7753.52,2,3,-1.1671,
60080,297.296,-8386.52,-7752.48,2,3,-1.17128,
60090,282.553,-8354.09,-7751.5,2,3,-1.17546,
60100,278.585,-8342.53,-7748.4,2,3,-1.17964,
60110,292.968,-8372.59,-7747.78,2,3,-1.18382,
60120,281.039,-8345.6,-7746.24,2,3,-1.18799,
60130,300.316,-8387.46,-7746.99,2,3,-1.19217,
60140,286.006,-8355.64,-7745.68,2,3,-1.19635,
60150,304.819,-8395.73,-7745.65,2,3,-1.20052,
60160,299.434,-8385.97,-7747.37,2,3,-1.2047,
60170,294.376,-8376.69,-7748.88,2,3,-1.20888,
60180,303.309,-8396.03,-7749.17,2,3,-1.21305,
60190,283.022,-8352.14,-7748.55,2,3,-1.21723,
60200,301.024,-8389.29,-7747.3,2,3,-1.2214,
60210,285.633,-8356.07,-7746.91,2,3,-1.22557,
60220,316.729,-8423.79,-7748.32,2,3,-1.22975,
60230,293.832,-8375.87,-7749.22,2,3,-1.23392,
60240,318.953,-8430.52,-7750.3,2,3,-1.23809,
60250,282.595,-8353.57,-7750.88,2,3,-1.24227,
60260,303.415,-8396.32,-7749.23,2,3,-1.24644,
60270,312.586,-8417.21,-7750.56,2,3,-1.25061,
60280,320.91,-8438.17,-7753.78,2,3,-1.25478,
60290,270.483,-8329.83,-7752.98,2,3,-1.25895,
60300,306.581,-8406.16,-7752.32,2,3,-1.26312,
60310,308.787,-8411.99,-7753.44,2,3,-1.26729,
60320,292.007,-8375.24,-7752.48,2,3,-1.27146,
60330,301.597,-8396.73,-7753.52,2,3,-1.27563,
60340,289.873,-8370.22,-7752.02,2,3,-1.2798,
60350,315.24,-8426.15,-7753.85,2,3,-1.28397,
60360,283.587,-8357.42,-7752.63,2,3,-1.28814,
60370,290.741,-8372.01,-7751.95,2,3,-1.29231,
60380,299.421,-8388.96,-7750.4,2,3,-1.29647,
60390,287.11,-8363.49,-7751.18,2,3,-1.30064,
60400,273.523,-8331.72,-7748.39,2,3,-1.30481,
60410,286.928,-8358.67,-7746.75,2,3,-1.30897,
60420,299.27,-8383.82,-7745.58,2,3,-1.31314,
60430,311.652,-8412.33,-7747.67,2,3,-1.31731,
60440,324.265,-8442.68,-7751.13,2,3,-1.32147,
60450,297.021,-8385.7,-7752.25,2,3,-1.32564,
60460,299.713,-8390.43,-7751.24,2,3,-1.3298,
60470,307.408,-8407.78,-7752.18,2,3,-1.33396,
60480,272.678,-8332.86,-7751.32,2,3,-1.33813,
60490,297.191,-8383.07,-7749.25,2,3,-1.34229,
60500,296.651,-8381.98,-7749.32,2,3,-1.34645,
60510,299.006,-8386.77,-7749.09,2,3,-1.35062,
60520,307.43,-8404.81,-7749.16,2,3,-1.35478,
60530,307.557,-8405.97,-7750.05,2,3,-1.35894,
60540,293.455,-8375.92,-7750.08,2,3,-1.3631,
60550,279.076,-8344.24,-7749.06,2,3,-1.36726,
60560,282.844,-8349.33,-7746.11,2,3,-1.37142,
60570,313.633,-8415.62,-7746.75,2,3,-1.37558,
60580,282.839,-8349.14,-7745.93,2,3,-1.37974,
60590,300.394,-8385.51,-7744.86,2,3,-1.3839,
60600,318.945,-8426.48,-7746.27,2,3,-1.38806,
60610,290.138,-8365.73,-7746.97,2,3,-1.39222,
60620,297.118,-8380.73,-7747.08,2,3,-1.39638,
60630,312.198,-8413.7,-7747.88,2,3,-1.40053,
60640,301.887,-8393.42,-7749.6,2,3,-1.40469,
60650,307.343,-8404.85,-7749.38,2,3,-1.40885,
60660,299.962,-8390.41,-7750.68,2,3,-1.413,
60670,316.874,-8427.58,-7751.8,2,3,-1.41716,
60680,301.959,-8398.01,-7754.03,2,3,-1.42131,
60690,301.502,-8396.79,-7753.78,2,3,-1.42547,
60700,290.769,-8373.03,-7752.91,2,3,-1.42962,
60710,311.242,-8416.17,-7752.4,2,3,-1.43378,
60720,311.835,-8419.07,-7754.03,2,3,-1.43793,
60730,298.805,-8392.36,-7755.11,2,3,-1.44208,
60740,286.772,-8365.14,-7753.54,2,3,-1.44624,
60750,295.084,-8381.91,-7752.59,2,3,-1.45039,
60760,292.311,-8375.52,-7752.12,2,3,-1.45454,
60770,292.697,-8375.7,-7751.47,2,3,-1.45869,
60780,303.969,-8399.13,-7750.87,2,3,-1.46284,
60790,288.479,-8366.42,-7751.19,2,3,-1.46699,
60800,285.901,-8358.38,-7748.65,2,3,-1.47114,
60810,298.067,-8384.08,-7748.4,2,3,-1.47529,
60820,282.545,-8350.3,-7747.73,2,3,-1.47944,
60830,296.035,-8378.02,-7746.68,2,3,-1.48359,
60840,286.719,-8357.15,-7745.68,2,3,-1.48774,
60850,297.826,-8379.23,-7744.06,2,3,-1.49189,
60860,306.039,-8397.41,-7744.73,2,3,-1.49604,
60870,299.743,-8385.04,-7745.78,2,3,-1.50018,
60880,285.873,-8354.61,-7744.93,2,3,-1.50433,
60890,296.016,-8375.71,-7744.4,2,3,-1.50848,
60900,275.676,-8331.12,-7743.2,2,3,-1.51262,
60910,300.162,-8381.31,-7741.16,2,3,-1.51677,
60920,302.061,-8385.71,-7741.51,2,3,-1.52091,
60930,317.415,-8419.5,-7742.56,2,3,-1.52506,
60940,333.718,-8458.62,-7746.91,2,3,-1.5292,
60950,293.292,-8373.42,-7747.93,2,3,-1.53334,
60960,293.563,-8372.94,-7746.87,2,3,-1.53749,
60970,307.289,-8403,-7747.65,2,3,-1.54163,
60980,293.727,-8373.93,-7747.51,2,3,-1.54577,
60990,308.726,-8405.98,-7747.57,2,3,-1.54991,
61000,325.681,-8443.58,-7749.01,2,3,-1.55405,
61010,316.465,-8426.06,-7751.15,2,3,-1.55819,
61020,293.827,-8377.35,-7750.71,2,3,-1.56233,
61030,305.485,-8402.32,-7750.82,2,3,-1.56647,
61040,298.689,-8388.66,-7751.65,2,3,-1.57061,
61050,285.529,-8360.07,-7751.13,2,3,-1.57475,
61060,279.712,-8344.89,-7748.36,2,3,-1.57889,
61070,286.817,-8359.24,-7747.55,2,3,-1.58303,
61080,290.836,-8367.01,-7746.75,2,3,-1.58716,
61090,307.379,-8402.12,-7746.58,2,3,-1.5913,
61100,315.552,-8421.84,-7748.87,2,3,-1.59544,
61110,284.786,-8356.36,-7749.01,2,3,-1.59957,
61120,279.157,-8342.48,-7747.13,2,3,-1.60371,
61130,298.115,-8380.69,-7744.9,2,3,-1.60784,
61140,299.144,-8383.08,-7745.11,2,3,-1.61198,
61150,311.078,-8409.68,-7746.25,2,3,-1.61611,
61160,293.775,-8373.87,-7747.34,2,3,-1.62024,
61170,299.618,-8386.3,-7747.31,2,3,-1.62438,
61180,288.051,-8360.73,-7746.42,2,3,-1.62851,
61190,306.869,-8400.8,-7746.35,2,3,-1.63264,
61200,285.264,-8355.71,-7747.33,2,3,-1.63677,
61210,290.406,-8364.94,-7745.6,2,3,-1.6409,
61220,327.596,-8445.62,-7746.96,2,3,-1.64503,
61230,306.276,-8403.27,-7750.08,2,3,-1.64916,
61240,290.188,-8368.74,-7749.87,2,3,-1.65329,
61250,286.814,-8359.58,-7747.9,2,3,-1.65742,
61260,307.315,-8404.3,-7748.9,2,3,-1.66155,
61270,282.171,-8350.22,-7748.44,2,3,-1.66568,
61280,306.255,-8401.29,-7748.15,2,3,-1.66981,
61290,296.606,-8380.1,-7747.54,2,3,-1.67393,
61300,314.908,-8420.51,-7748.91,2,3,-1.67806,
61310,270.958,-8326.31,-7748.44,2,3,-1.68219,
61320,275.891,-8333.87,-7745.49,2,3,-1.68631,
61330,283.33,-8348.13,-7743.88,2,3,-1.69044,
61340,303.652,-8391.04,-7743.45,2,3,-1.69456,
61350,309.351,-8404.89,-7745.15,2,3,-1.69868,
61360,260.712,-8299.82,-7743.81,2,3,-1.70281,
61370,288.853,-8356.6,-7740.58,2,3,-1.70693,
61380,312.922,-8409,-7741.64,2,3,-1.71105,
61390,309.563,-8402.67,-7742.47,2,3,-1.71518,
61400,294.924,-8372.55,-7743.57,2,3,-1.7193,
61410,289.815,-8359.74,-7741.66,2,3,-1.72342,
61420,302.839,-8387.52,-7741.67,2,3,-1.72754,
61430,295.498,-8372.61,-7742.4,2,3,-1.73166,
61440,302.869,-8389.68,-7743.76,2,3,-1.73578,
61450,289.992,-8360.9,-7742.44,2,3,-1.7399,
61460,318.515,-8422.69,-7743.4,2,3,-1.74401,
61470,297.301,-8378.16,-7744.11,2,3,-1.74813,
61480,319.673,-8429.78,-7748.02,2,3,-1.75225,
61490,290.778,-8368.07,-7747.94,2,3,-1.75637,
61500,309.472,-8408.71,-7748.71,2,3,-1.76048,
61510,302.254,-8393.02,-7748.41,2,3,-1.7646,
61520,303.026,-8396.8,-7750.54,2,3,-1.76871,
61530,262.77,-8308.37,-7747.97,2,3,-1.77283,
61540,302.484,-8390.53,-7745.43,2,3,-1.77694,
61550,304.316,-8395.17,-7746.16,2,3,-1.78105,
61560,299.045,-8387.08,-7749.31,2,3,-1.78517,
61570,306.281,-8403.05,-7749.85,2,3,-1.78928,
61580,296.81,-8383.12,-7750.12,2,3,-1.79339,
61590,277.833,-8341.76,-7749.23,2,3,-1.7975,
61600,314.74,-8420.19,-7748.95,2,3,-1.80161,
61610,268.837,-8322.92,-7749.58,2,3,-1.80572,
61620,289.501,-8364.19,-7746.78,2,3,-1.80983,
61630,287.884,-8360.56,-7746.59,2,3,-1.81394,
61640,333.377,-8457.49,-7746.51,2,3,-1.81805,
61650,296.106,-8379.87,-7748.37,2,3,-1.82216,
61660,300.011,-8388.13,-7748.31,2,3,-1.82627,
61670,275.85,-8334.64,-7746.34,2,3,-1.83037,
61680,307.102,-8400.2,-7745.25,2,3,-1.83448,
61690,300.924,-8386.97,-7745.2,2,3,-1.83859,
61700,309.255,-8407.11,-7747.57,2,3,-1.84269,
61710,304.398,-8397.11,-7747.93,2,3,-1.8468,
61720,294.315,-8375.23,-7747.55,2,3,-1.8509,
61730,310.97,-8412.07,-7748.87,2,3,-1.85501,
61740,305.59,-8403.02,-7751.3,2,3,-1.85911,
61750,293.559,-8377.69,-7751.63,2,3,-1.86321,
61760,283.723,-8354.8,-7749.72,2,3,-1.86731,
61770,316.827,-8426.02,-7750.33,2,3,-1.87141,
61780,293.246,-8376.23,-7750.83,2,3,-1.87552,
61790,302.749,-8397.21,-7751.54,2,3,-1.87962,
61800,290.219,-8369.96,-7751.02,2,3,-1.88372,
61810,306.288,-8405.04,-7751.82,2,3,-1.88781,
61820,278.172,-8343.28,-7750.03,2,3,-1.89191,
61830,309.923,-8411,-7750.03,2,3,-1.89601,
61840,272.766,-8329.95,-7748.23,2,3,-1.90011,
61850,305.582,-8399.89,-7748.18,2,3,-1.90421,
61860,272.509,-8328.74,-7747.56,2,3,-1.9083,
61870,302.741,-8391.38,-7745.73,2,3,-1.9124,
61880,274.686,-8330.04,-7744.22,2,3,-1.91649,
61890,294.641,-8370.79,-7742.42,2,3,-1.92059,
61900,295.252,-8371.76,-7742.09,2,3,-1.92468,
61910,315.157,-8415.38,-7743.25,2,3,-1.92877,
61920,254.231,-8283.09,-7740.9,2,3,-1.93287,
61930,320.494,-8421.88,-7738.37,2,3,-1.93696,
61940,308.468,-8398.45,-7740.59,2,3,-1.94105,
61950,297.946,-8376.91,-7741.48,2,3,-1.94514,
61960,300.169,-8381.08,-7740.92,2,3,-1.94923,
61970,300.241,-8381.73,-7741.41,2,3,-1.95332,
61980,303.707,-8389.29,-7741.58,2,3,-1.95741,
61990,293.199,-8366.97,-7741.67,2,3,-1.9615,
62000,296.952,-8374.3,-7741,2,3,-1.96559,
62010,297.277,-8376.82,-7742.83,2,3,-1.96968,
62020,310.581,-8406.17,-7743.81,2,3,-1.97376,
62030,294.177,-8370.73,-7743.35,2,3,-1.97785,
62040,292.31,-8365.44,-7742.04,2,3,-1.98194,
62050,293.965,-8367.34,-7740.41,2,3,-1.98602,
62060,295.014,-8368.75,-7739.58,2,3,-1.99011,
62070,291.844,-8361.18,-7738.77,2,3,-1.99419,
62080,297.237,-8373.11,-7739.2,2,3,-1.99827,
62090,308.332,-8397.17,-7739.6,2,3,-2.00236,
62100,303.889,-8389.95,-7741.86,2,3,-2.00644,
62110,312.439,-8408.92,-7742.59,2,3,-2.01052,
62120,282.17,-8344.11,-7742.33,2,3,-2.0146,
62130,301.639,-8384.3,-7741.01,2,3,-2.01868,
62140,289.646,-8359.1,-7741.38,2,3,-2.02276,
62150,312.107,-8407.8,-7742.18,2,3,-2.02684,
62160,284.045,-8347.64,-7741.87,2,3,-2.03092,
62170,297.801,-8375.46,-7740.35,2,3,-2.035,
62180,297.513,-8376.35,-7741.85,2,3,-2.03907,
62190,290.622,-8362.3,-7742.5,2,3,-2.04315,
62200,306.761,-8397.17,-7742.95,2,3,-2.04723,
62210,304.035,-8391.11,-7742.71,2,3,-2.0513,
62220,288.143,-8357.57,-7743.05,2,3,-2.05538,
62230,289.542,-8358.59,-7741.09,2,3,-2.05945,
62240,300.437,-8382.77,-7742.03,2,3,-2.06353,
62250,276.602,-8330.01,-7740.11,2,3,-2.0676,
62260,313.325,-8408.14,-7739.92,2,3,-2.07167,
62270,301.585,-8384.38,-7741.2,2,3,-2.07574,
62280,302.584,-8386.82,-7741.51,2,3,-2.07981,
62290,289.117,-8358.29,-7741.7,2,3,-2.08388,
62300,317.135,-8418.88,-7742.53,2,3,-2.08795,
62310,288.017,-8356.99,-7742.75,2,3,-2.09202,
62320,305.101,-8392.21,-7741.53,2,3,-2.09609,
62330,298.131,-8377.92,-7742.11,2,3,-2.10016,
62340,314.445,-8413.59,-7742.99,2,3,-2.10423,
62350,289.471,-8362.13,-7744.78,2,3,-2.10829,
62360,292.795,-8367.02,-7742.58,2,3,-2.11236,
62370,297.283,-8378.36,-7744.36,2,3,-2.11643,
62380,321.786,-8431.07,-7744.8,2,3,-2.12049,
62390,303.749,-8393.49,-7745.69,2,3,-2.12456,
62400,322.057,-8434.85,-7748.01,2,3,-2.12862,
62410,297.222,-8382.32,-7748.44,2,3,-2.13268,
62420,296.742,-8382.42,-7749.57,2,3,-2.13674,
62430,255.145,-8291.35,-7747.2,2,3,-2.14081,
62440,271.409,-8323.04,-7744.21,2,3,-2.14487,
62450,287.868,-8354.64,-7740.71,2,3,-2.14893,
62460,306.842,-8395.1,-7740.71,2,3,-2.15299,
62470,312.739,-8408.09,-7741.12,2,3,-2.15705,
62480,288.056,-8355.73,-7741.4,2,3,-2.1611,
62490,309.031,-8400.16,-7741.1,2,3,-2.16516,
62500,290.826,-8362.17,-7741.93,2,3,-2.16922,
62510,285.998,-8350.72,-7740.78,2,3,-2.17328,
62520,291.802,-8361.58,-7739.26,2,3,-2.17733,
62530,297.35,-8374.27,-7740.12,2,3,-2.18139,
62540,303.42,-8386.47,-7739.37,2,3,-2.18544,
62550,308.782,-8400.33,-7741.8,2,3,-2.1895,
62560,300.299,-8381.84,-7741.4,2,3,-2.19355,
62570,283.647,-8345.93,-7741,2,3,-2.1976,
62580,285.479,-8347.48,-7738.65,2,3,-2.20165,
62590,289.767,-8354.98,-7737,2,3,-2.2057,
62600,327.965,-8438.29,-7738.85,2,3,-2.20975,
62610,286.094,-8349.62,-7739.47,2,3,-2.2138,
62620,304.218,-8388.57,-7739.77,2,3,-2.21785,
62630,304.24,-8389.01,-7740.17,2,3,-2.2219,
62640,301.026,-8383.09,-7741.1,2,3,-2.22595,
62650,306.246,-8394.12,-7741,2,3,-2.23,
62660,288.191,-8356.28,-7741.66,2,3,-2.23404,
62670,295.41,-8370.26,-7740.25,2,3,-2.23809,
62680,313.273,-8409.1,-7740.99,2,3,-2.24214,
62690,300.884,-8384.25,-7742.56,2,3,-2.24618,
62700,290.267,-8361.49,-7742.45,2,3,-2.25022,
62710,303.723,-8390.79,-7743.05,2,3,-2.25427,
62720,275.97,-8330.03,-7741.47,2,3,-2.25831,
62730,282.544,-8342.5,-7739.92,2,3,-2.26235,
62740,304.551,-8388.25,-7738.74,2,3,-2.26639,
62750,284.025,-8344,-7738.27,2,3,-2.27043,
62760,302.585,-8382.6,-7737.29,2,3,-2.27447,
62770,291.41,-8360.76,-7739.28,2,3,-2.27851,
62780,291.346,-8359.35,-7738,2,3,-2.28255,
62790,305.546,-8389.32,-7737.69,2,3,-2.28659,
62800,312.45,-8404.81,-7738.45,2,3,-2.29062,
62810,291.165,-8359.5,-7738.54,2,3,-2.29466,
62820,306.011,-8391.9,-7739.28,2,3,-2.2987,
62830,295.283,-8369.21,-7739.47,2,3,-2.30273,
62840,282.848,-8342.1,-7738.88,2,3,-2.30677,
62850,320.262,-8424.07,-7741.06,2,3,-2.3108,
62860,283.459,-8348.29,-7743.77,2,3,-2.31483,
62870,295.827,-8374.47,-7743.57,2,3,-2.31886,
62880,289.33,-8359.69,-7742.65,2,3,-2.3229,
62890,339.827,-8469.42,-7744.68,2,3,-2.32693,
62900,297.658,-8381.3,-7746.49,2,3,-2.33096,
62910,308.416,-8405.33,-7747.58,2,3,-2.33499,
62920,271.513,-8325.5,-7746.45,2,3,-2.33902,
62930,286.152,-8356.02,-7745.75,2,3,-2.34304,
62940,288.762,-8361.97,-7746.13,2,3,-2.34707,
62950,305.694,-8399.06,-7747.12,2,3,-2.3511,
62960,293.136,-8372.37,-7747.21,2,3,-2.35512,
62970,307.353,-8402.6,-7747.12,2,3,-2.35915,
62980,315.278,-8420.06,-7747.68,2,3,-2.36317,
62990,300.683,-8389.44,-7748.18,2,3,-2.3672,
63000,298.066,-8383.67,-7747.99,2,3,-2.37122,
63010,301.119,-8391.77,-7749.58,2,3,-2.37524,
63020,282.442,-8352.39,-7750.03,2,3,-2.37926,
63030,280.809,-8346.52,-7747.64,2,3,-2.38328,
63040,297.436,-8381.69,-7747.36,2,3,-2.3873,
63050,307.866,-8404.86,-7748.29,2,3,-2.39132,
63060,287.687,-8361.1,-7747.56,2,3,-2.39534,
63070,303.305,-8393.67,-7746.82,2,3,-2.39936,
63080,297.043,-8380.45,-7746.95,2,3,-2.40338,
63090,298.872,-8384.32,-7746.92,2,3,-2.40739,
63100,318.968,-8427.82,-7747.57,2,3,-2.41141,
63110,307.157,-8404.49,-7749.43,2,3,-2.41543,
63120,298.805,-8386.01,-7748.75,2,3,-2.41944,
63130,303.505,-8397.18,-7749.91,2,3,-2.42345,
63140,292.48,-8373.14,-7749.37,2,3,-2.42747,
63150,321.689,-8435.52,-7749.46,2,3,-2.43148,
63160,288.254,-8364.99,-7750.24,2,3,-2.43549,
63170,302.25,-8393.17,-7748.57,2,3,-2.4395,
63180,307.73,-8406.89,-7750.61,2,3,-2.44351,
63190,296.079,-8380.58,-7749.14,2,3,-2.44752,
63200,306.004,-8403.11,-7750.51,2,3,-2.45153,
63210,312.586,-8418.12,-7751.48,2,3,-2.45554,
63220,293.937,-8379.53,-7752.66,2,3,-2.45954,
63230,305.443,-8402.79,-7751.38,2,3,-2.46355,
63240,270.69,-8328.52,-7751.23,2,3,-2.46756,
63250,288.38,-8362.53,-7747.51,2,3,-2.47156,
63260,304.029,-8397.32,-7748.92,2,3,-2.47556,
63270,298.274,-8384.91,-7748.79,2,3,-2.47957,
63280,290.492,-8368.6,-7749.08,2,3,-2.48357,
63290,284.024,-8353,-7747.27,2,3,-2.48757,
63300,299.319,-8383.64,-7745.29,2,3,-2.49157,
63310,303.637,-8393.34,-7745.78,2,3,-2.49557,
63320,271.941,-8324.81,-7744.85,2,3,-2.49957,
63330,305.094,-8394.15,-7743.49,2,3,-2.50357,
63340,292.281,-8367.4,-7744.06,2,3,-2.50757,
63350,286.939,-8354.04,-7742.09,2,3,-2.51157,
63360,312.803,-8408.47,-7741.36,2,3,-2.51556,
63370,310.738,-8405.26,-7742.56,2,3,-2.51956,
63380,290.969,-8362.59,-7742.05,2,3,-2.52356,
63390,317.433,-8419.19,-7742.21,2,3,-2.52755,
63400,297.853,-8378.09,-7742.87,2,3,-2.53154,
63410,299.118,-8380.63,-7742.71,2,3,-2.53554,
63420,308.06,-8400.34,-7743.35,2,3,-2.53953,
63430,281.245,-8341.37,-7741.57,2,3,-2.54352,
63440,310.918,-8403.78,-7740.7,2,3,-2.54751,
63450,303.121,-8387.51,-7741.06,2,3,-2.5515,
63460,315.783,-8417.13,-7743.67,2,3,-2.55549,
63470,270.143,-8317.66,-7741.54,2,3,-2.55948,
63480,313.167,-8408.5,-7740.62,2,3,-2.56346,
63490,286.483,-8351.18,-7740.21,2,3,-2.56745,
63500,285.337,-8348.5,-7739.97,2,3,-2.57144,
63510,278.536,-8330.06,-7736.04,2,3,-2.57542,
63520,323.922,-8428.92,-7738.1,2,3,-2.57941,
63530,282.977,-8341.17,-7737.67,2,3,-2.58339,
63540,303.701,-8385.42,-7737.73,2,3,-2.58737,
63550,304.244,-8386.63,-7737.78,2,3,-2.59136,
63560,304.489,-8387.61,-7738.23,2,3,-2.59534,
63570,301.23,-8380.95,-7738.53,2,3,-2.59932,
63580,277.163,-8327.74,-7736.64,2,3,-2.6033,
63590,309.371,-8395.36,-7735.58,2,3,-2.60728,
63600,307.988,-8394.39,-7737.56,2,3,-2.61125,
63610,279.92,-8334.08,-7737.11,2,3,-2.61523,
63620,292.636,-8359.43,-7735.33,2,3,-2.61921,
