"Angle"	"Energy kJ/mol"	"BondedTermsEnergy"	"NonBondedTermsEnergy"	"BondStretchEnergy"	"AngleStretchEnergy"	"TorsionEnergy"	"OutOfPlaneEnergy"	"DispersionEnergy"	"ElectrostaticEnergy"	"NonBondedEnergyC"	"NonBondedEnergyD"
25.200000	457.169469	440.652476	16.516993	17.112941	423.539535	0.000000	0.000000	13.832105	2.684888	0.000000	0.000000
25.400000	458.474199	442.016490	16.457710	17.112941	424.903549	0.000000	0.000000	13.782189	2.675521	0.000000	0.000000
25.600000	459.789138	443.389840	16.399298	17.112941	426.276899	0.000000	0.000000	13.733130	2.666168	0.000000	0.000000
25.800000	461.114248	444.772496	16.341752	17.112943	427.659553	0.000000	0.000000	13.684925	2.656827	0.000000	0.000000
26.000000	462.449491	446.164422	16.285069	17.112942	429.051480	0.000000	0.000000	13.637570	2.647500	0.000000	0.000000
26.200000	463.794850	447.565608	16.229242	17.112944	430.452665	0.000000	0.000000	13.591056	2.638186	0.000000	0.000000
26.400000	465.150246	448.975977	16.174270	17.112939	431.863038	0.000000	0.000000	13.545383	2.628887	0.000000	0.000000
26.600000	466.515686	450.395544	16.120142	17.112941	433.282602	0.000000	0.000000	13.500541	2.619601	0.000000	0.000000
26.800000	467.891142	451.824286	16.066856	17.112944	434.711342	0.000000	0.000000	13.456526	2.610330	0.000000	0.000000
27.000000	469.276518	453.262109	16.014409	17.112939	436.149170	0.000000	0.000000	13.413335	2.601074	0.000000	0.000000
27.200000	470.671849	454.709057	15.962792	17.112940	437.596117	0.000000	0.000000	13.370959	2.591833	0.000000	0.000000
27.400000	472.077071	456.165072	15.911999	17.112944	439.052128	0.000000	0.000000	13.329392	2.582607	0.000000	0.000000
27.600000	473.492107	457.630077	15.862030	17.112939	440.517138	0.000000	0.000000	13.288633	2.573396	0.000000	0.000000
27.800000	474.916977	459.104104	15.812873	17.112938	441.991165	0.000000	0.000000	13.248672	2.564201	0.000000	0.000000
28.000000	476.351610	460.587084	15.764526	17.112941	443.474144	0.000000	0.000000	13.209504	2.555022	0.000000	0.000000
28.200000	477.795964	462.078981	15.716983	17.112943	444.966038	0.000000	0.000000	13.171124	2.545860	0.000000	0.000000
28.400000	479.250009	463.579770	15.670239	17.112938	446.466832	0.000000	0.000000	13.133525	2.536713	0.000000	0.000000
28.600000	480.714847	465.089448	15.625400	17.112945	447.976503	0.000000	0.000000	13.097816	2.527583	0.000000	0.000000
28.800000	482.188131	466.607900	15.580231	17.112940	449.494960	0.000000	0.000000	13.061760	2.518471	0.000000	0.000000
29.000000	483.671018	468.135177	15.535841	17.112941	451.022235	0.000000	0.000000	13.026467	2.509375	0.000000	0.000000
29.200000	485.163410	469.671183	15.492228	17.112940	452.558243	0.000000	0.000000	12.991931	2.500296	0.000000	0.000000
29.400000	486.665307	471.215925	15.449382	17.112943	454.102982	0.000000	0.000000	12.958147	2.491235	0.000000	0.000000
29.600000	488.176617	472.769315	15.407301	17.112942	455.656373	0.000000	0.000000	12.925109	2.482192	0.000000	0.000000
29.800000	489.697367	474.331390	15.365977	17.112937	457.218453	0.000000	0.000000	12.892810	2.473167	0.000000	0.000000
30.000000	491.227454	475.902049	15.325405	17.112943	458.789106	0.000000	0.000000	12.861245	2.464159	0.000000	0.000000
30.200000	492.766879	477.481301	15.285578	17.112940	460.368361	0.000000	0.000000	12.830408	2.455170	0.000000	0.000000
30.400000	494.315558	479.069066	15.246493	17.112940	461.956126	0.000000	0.000000	12.800293	2.446200	0.000000	0.000000
30.600000	495.873452	480.665310	15.208142	17.112940	463.552370	0.000000	0.000000	12.770894	2.437248	0.000000	0.000000
30.800000	497.440540	482.270020	15.170520	17.112940	465.157080	0.000000	0.000000	12.742206	2.428314	0.000000	0.000000
31.000000	499.016753	483.883131	15.133622	17.112941	466.770189	0.000000	0.000000	12.714222	2.419400	0.000000	0.000000
31.200000	500.602068	485.504626	15.097442	17.112940	468.391686	0.000000	0.000000	12.686936	2.410505	0.000000	0.000000
31.400000	502.196425	487.134451	15.061973	17.112943	470.021508	0.000000	0.000000	12.660344	2.401630	0.000000	0.000000
31.600000	503.799788	488.772575	15.027213	17.112937	471.659638	0.000000	0.000000	12.634439	2.392773	0.000000	0.000000
31.800000	505.412111	490.418958	14.993152	17.112941	473.306017	0.000000	0.000000	12.609216	2.383937	0.000000	0.000000
32.000000	507.033319	492.073530	14.959789	17.112944	474.960586	0.000000	0.000000	12.584669	2.375120	0.000000	0.000000
32.200000	508.663398	493.736282	14.927117	17.112942	476.623340	0.000000	0.000000	12.560793	2.366323	0.000000	0.000000
32.400000	510.302245	495.407114	14.895131	17.112942	478.294171	0.000000	0.000000	12.537584	2.357547	0.000000	0.000000
32.600000	511.949917	497.086093	14.863824	17.112941	479.973151	0.000000	0.000000	12.515034	2.348790	0.000000	0.000000
32.800000	513.606281	498.773087	14.833194	17.112940	481.660147	0.000000	0.000000	12.493140	2.340054	0.000000	0.000000
33.000000	515.271262	500.468026	14.803235	17.112941	483.355086	0.000000	0.000000	12.471897	2.331338	0.000000	0.000000
33.200000	516.944898	502.170956	14.773942	17.112941	485.058016	0.000000	0.000000	12.451298	2.322643	0.000000	0.000000
33.400000	518.627093	503.881783	14.745310	17.112943	486.768840	0.000000	0.000000	12.431340	2.313969	0.000000	0.000000
33.600000	520.317799	505.600465	14.717334	17.112940	488.487525	0.000000	0.000000	12.412018	2.305316	0.000000	0.000000
33.800000	522.016981	507.326971	14.690010	17.112941	490.214029	0.000000	0.000000	12.393327	2.296683	0.000000	0.000000
34.000000	523.724530	509.061196	14.663334	17.112938	491.948257	0.000000	0.000000	12.375262	2.288072	0.000000	0.000000
34.200000	525.440496	510.803195	14.637301	17.112943	493.690252	0.000000	0.000000	12.357819	2.279482	0.000000	0.000000
34.400000	527.164724	512.552816	14.611908	17.112941	495.439875	0.000000	0.000000	12.340994	2.270914	0.000000	0.000000
34.600000	528.897223	514.310074	14.587149	17.112940	497.197134	0.000000	0.000000	12.324783	2.262366	0.000000	0.000000
34.800000	530.637920	516.074899	14.563021	17.112941	498.961958	0.000000	0.000000	12.309181	2.253841	0.000000	0.000000
35.000000	532.386763	517.847242	14.539521	17.112942	500.734300	0.000000	0.000000	12.294185	2.245337	0.000000	0.000000
35.200000	534.143714	519.627069	14.516644	17.112942	502.514128	0.000000	0.000000	12.279790	2.236854	0.000000	0.000000
35.400000	535.908704	521.414316	14.494388	17.112944	504.301372	0.000000	0.000000	12.265994	2.228394	0.000000	0.000000
35.600000	537.681652	523.208904	14.472748	17.112942	506.095962	0.000000	0.000000	12.252793	2.219955	0.000000	0.000000
35.800000	539.462546	525.010825	14.451721	17.112939	507.897886	0.000000	0.000000	12.240182	2.211539	0.000000	0.000000
36.000000	541.251311	526.820006	14.431305	17.112938	509.707068	0.000000	0.000000	12.228160	2.203144	0.000000	0.000000
36.200000	543.047913	528.636418	14.411495	17.112939	511.523479	0.000000	0.000000	12.216723	2.194772	0.000000	0.000000
36.400000	544.852272	530.459982	14.392290	17.112940	513.347042	0.000000	0.000000	12.205868	2.186422	0.000000	0.000000
36.600000	546.664289	532.290602	14.373687	17.112940	515.177662	0.000000	0.000000	12.195593	2.178094	0.000000	0.000000
36.800000	548.484040	534.128357	14.355683	17.112942	517.015415	0.000000	0.000000	12.185894	2.169789	0.000000	0.000000
37.000000	550.311375	535.973100	14.338275	17.112940	518.860160	0.000000	0.000000	12.176769	2.161506	0.000000	0.000000
37.200000	552.146125	537.824663	14.321462	17.112941	520.711722	0.000000	0.000000	12.168217	2.153246	0.000000	0.000000
37.400000	553.988480	539.683239	14.305241	17.112941	522.570298	0.000000	0.000000	12.160234	2.145007	0.000000	0.000000
37.600000	555.838207	541.548596	14.289611	17.112942	524.435653	0.000000	0.000000	12.152819	2.136792	0.000000	0.000000
37.800000	557.695302	543.420732	14.274570	17.112940	526.307792	0.000000	0.000000	12.145971	2.128599	0.000000	0.000000
38.000000	559.559671	545.299554	14.260116	17.112945	528.186610	0.000000	0.000000	12.139687	2.120429	0.000000	0.000000
38.200000	561.431290	547.185042	14.246249	17.112944	530.072098	0.000000	0.000000	12.133966	2.112282	0.000000	0.000000
38.400000	563.310080	549.077114	14.232966	17.112943	531.964171	0.000000	0.000000	12.128808	2.104158	0.000000	0.000000
38.600000	565.196025	550.975759	14.220266	17.112938	533.862821	0.000000	0.000000	12.124210	2.096056	0.000000	0.000000
38.800000	567.088997	552.880847	14.208150	17.112937	535.767910	0.000000	0.000000	12.120172	2.087977	0.000000	0.000000
39.000000	568.988933	554.792317	14.196616	17.112939	537.679378	0.000000	0.000000	12.116694	2.079922	0.000000	0.000000
39.200000	570.895769	556.710105	14.185664	17.112941	539.597164	0.000000	0.000000	12.113775	2.071889	0.000000	0.000000
39.400000	572.809557	558.634263	14.175294	17.112940	541.521323	0.000000	0.000000	12.111414	2.063879	0.000000	0.000000
39.600000	574.730098	560.564593	14.165505	17.112943	543.451650	0.000000	0.000000	12.109612	2.055892	0.000000	0.000000
39.800000	576.657442	562.501144	14.156298	17.112939	545.388205	0.000000	0.000000	12.108369	2.047928	0.000000	0.000000
40.000000	578.591365	564.443692	14.147673	17.112940	547.330753	0.000000	0.000000	12.107685	2.039988	0.000000	0.000000
40.200000	580.531933	566.392302	14.139631	17.112939	549.279363	0.000000	0.000000	12.107560	2.032070	0.000000	0.000000
40.400000	582.479046	568.346874	14.132172	17.112941	551.233933	0.000000	0.000000	12.107996	2.024176	0.000000	0.000000
40.600000	584.432682	570.307384	14.125297	17.112944	553.194441	0.000000	0.000000	12.108993	2.016304	0.000000	0.000000
40.800000	586.392727	572.273718	14.119009	17.112942	555.160776	0.000000	0.000000	12.110553	2.008456	0.000000	0.000000
41.000000	588.359062	574.245755	14.113307	17.112943	557.132812	0.000000	0.000000	12.112676	2.000631	0.000000	0.000000
41.200000	590.331766	576.223572	14.108194	17.112941	559.110631	0.000000	0.000000	12.115365	1.992829	0.000000	0.000000
41.400000	592.310581	578.206910	14.103672	17.112937	561.093972	0.000000	0.000000	12.118622	1.985050	0.000000	0.000000
41.600000	594.295658	580.195916	14.099742	17.112938	563.082978	0.000000	0.000000	12.122448	1.977294	0.000000	0.000000
41.800000	596.286710	582.190303	14.096407	17.112941	565.077363	0.000000	0.000000	12.126846	1.969561	0.000000	0.000000
42.000000	598.283816	584.190146	14.093670	17.112941	567.077205	0.000000	0.000000	12.131818	1.961852	0.000000	0.000000
42.200000	600.286826	586.195293	14.091533	17.112942	569.082351	0.000000	0.000000	12.137368	1.954166	0.000000	0.000000
42.400000	602.295705	588.205705	14.090000	17.112943	571.092762	0.000000	0.000000	12.143497	1.946503	0.000000	0.000000
42.600000	604.310418	590.221345	14.089073	17.112938	573.108407	0.000000	0.000000	12.150211	1.938863	0.000000	0.000000
42.800000	606.330831	592.242074	14.088757	17.112939	575.129136	0.000000	0.000000	12.157511	1.931246	0.000000	0.000000
43.000000	608.356975	594.267921	14.089055	17.112939	577.154981	0.000000	0.000000	12.165403	1.923652	0.000000	0.000000
43.200000	610.388623	596.298652	14.089970	17.112943	579.185709	0.000000	0.000000	12.173889	1.916081	0.000000	0.000000
