step	T	Epot	Efull	E_solute	E_solvent	E_solusolv	NThroughZ	NThroughZmin	NThroughZmax	
2630	129.081	-1313.11	-1082.89	-1305.7	-0.219046	-7.18627	0	0	0	
2640	129.195	-1294.96	-1064.55	-1287.57	-0.21996	-7.17341	0	0	0	
2650	133.972	-1288.33	-1049.39	-1280.99	-0.220915	-7.11949	0	0	0	
2660	130.586	-1266.9	-1034.01	-1259.58	-0.221906	-7.10326	0	0	0	
2670	147.89	-1285.27	-1021.52	-1277.97	-0.222936	-7.08171	0	0	0	
2680	177.674	-1343.37	-1026.5	-1336.07	-0.223982	-7.07273	0	0	0	
2690	190.465	-1386.33	-1046.64	-1379.05	-0.225013	-7.05051	0	0	0	
2700	194.575	-1418.93	-1071.91	-1411.67	-0.226016	-7.03609	0	0	0	
2710	194.233	-1441.09	-1094.68	-1433.8	-0.226991	-7.05945	0	0	0	
2720	192.047	-1457.98	-1115.47	-1450.64	-0.227942	-7.11808	0	0	0	
2730	196.075	-1486.94	-1137.25	-1479.61	-0.22887	-7.09901	0	0	0	
2740	186.48	-1491.09	-1158.51	-1483.76	-0.229775	-7.10553	0	0	0	
2750	162.606	-1457.83	-1167.83	-1450.51	-0.230664	-7.08966	0	0	0	
2760	148.338	-1427.34	-1162.78	-1420.13	-0.231558	-6.97863	0	0	0	
2770	144.153	-1409.08	-1151.99	-1402.09	-0.232471	-6.76145	0	0	0	
2780	140.135	-1388.59	-1138.66	-1381.83	-0.233413	-6.52331	0	0	0	
2790	149.671	-1392.06	-1125.13	-1385.5	-0.234387	-6.32695	0	0	0	
2800	179.49	-1444.9	-1124.79	-1438.48	-0.235381	-6.1825	0	0	0	
2810	201.714	-1500.06	-1140.31	-1493.77	-0.236368	-6.05787	0	0	0	
2820	203.045	-1525.42	-1163.3	-1519.29	-0.237333	-5.88851	0	0	0	
2830	199.837	-1541.5	-1185.1	-1535.87	-0.238272	-5.39688	0	0	0	
2840	188.982	-1540.25	-1203.2	-1535.49	-0.239189	-4.51942	0	0	0	
2850	176.521	-1527.11	-1212.3	-1523.59	-0.240092	-3.2853	0	0	0	
2860	173.081	-1524.84	-1216.15	-1523.14	-0.240989	-1.45702	0	0	0	
2870	167.16	-1516.01	-1217.89	-1516.9	-0.241883	1.12971	0	0	0	
2880	156.845	-1493.32	-1213.6	-1497.47	-0.242779	4.38603	0	0	0	
2890	151.444	-1473.75	-1203.65	-1481.13	-0.243685	7.62667	0	0	0	
2900	147.485	-1454.4	-1191.36	-1463.76	-0.244608	9.60737	0	0	0	
2910	142.82	-1426.83	-1172.12	-1436.38	-0.245556	9.7923	0	0	0	
2920	140.721	-1401.28	-1150.31	-1410.02	-0.246541	8.98667	0	0	0	
2930	140.307	-1378.5	-1128.26	-1386.17	-0.247566	7.92006	0	0	0	
2940	140.196	-1356	-1105.97	-1362.64	-0.248633	6.8885	0	0	0	
2950	142.157	-1337.65	-1084.12	-1344.33	-0.249745	6.92983	0	0	0	
2960	145.13	-1322.46	-1063.63	-1331.63	-0.250901	9.41601	0	0	0	
2970	157.748	-1329.4	-1048.06	-1343.76	-0.252097	14.6141	0	0	0	
2980	171.594	-1347.89	-1041.86	-1369.06	-0.253314	21.42	0	0	0	
2990	177.336	-1359.92	-1043.65	-1388.38	-0.25453	28.7175	0	0	0	
3000	169.231	-1345.91	-1044.09	-1381.8	-0.255739	36.1502	0	0	0	
3010	165.346	-1332.21	-1037.32	-1375.16	-0.256949	43.2086	0	0	0	
3020	153.776	-1298.46	-1024.2	-1346.09	-0.258174	47.8883	0	0	0	
3030	164.549	-1302.56	-1009.09	-1348.68	-0.259429	46.3749	0	0	0	
3040	183.733	-1333.92	-1006.24	-1372.08	-0.260702	38.4232	0	0	0	
3050	187.397	-1345.15	-1010.94	-1374.08	-0.26197	29.1871	0	0	0	
3060	191.667	-1358.66	-1016.83	-1380.94	-0.263231	22.5408	0	0	0	
3070	204.741	-1395.2	-1030.05	-1413.95	-0.26448	19.0145	0	0	0	
3080	195.383	-1393.77	-1045.31	-1411.43	-0.26571	17.9302	0	0	0	
3090	186.577	-1385.48	-1052.73	-1402.46	-0.266929	17.246	0	0	0	
3100	189.361	-1395.98	-1058.26	-1410.34	-0.268146	14.6235	0	0	0	
