step,T,Epot,Efull,
3.34e-012,305.194,-8799.9,-3737.51,
3.36e-012,292.505,-8595.95,-3744.05,
3.38e-012,289.824,-8523.91,-3716.47,
3.4e-012,302.434,-8734.32,-3717.72,
3.42e-012,298.879,-8702.37,-3744.72,
3.44e-012,302.868,-8792.35,-3768.55,
3.46e-012,309.719,-8923.84,-3786.38,
3.48e-012,301.795,-8809.38,-3803.37,
3.5e-012,297.206,-8748.38,-3818.5,
3.52e-012,297.376,-8751.48,-3818.77,
3.54e-012,303.617,-8855.16,-3818.93,
3.56e-012,297.57,-8758.07,-3822.14,
3.58e-012,304.467,-8898.54,-3848.21,
3.6e-012,298.297,-8789.61,-3841.62,
3.62e-012,299.519,-8786.74,-3818.48,
3.64e-012,301.985,-8834.73,-3825.57,
3.66e-012,300.756,-8842.05,-3853.28,
3.68e-012,303.758,-8900.49,-3861.92,
3.7e-012,301.698,-8901.76,-3897.37,
3.72e-012,301.421,-8915.18,-3915.36,
3.74e-012,300.533,-8939.08,-3953.99,
3.76e-012,303.457,-8998.87,-3965.29,
3.78e-012,303.202,-8966.36,-3937.01,
3.8e-012,301.445,-8935.92,-3935.72,
3.82e-012,297.088,-8849.12,-3921.18,
3.84e-012,291.64,-8730.18,-3892.61,
3.86e-012,298.69,-8864.26,-3909.75,
3.88e-012,294.439,-8791.46,-3907.48,
3.9e-012,306.376,-9014.02,-3932.02,
3.92e-012,300.492,-8928.77,-3944.37,
3.94e-012,303.076,-8970.99,-3943.73,
3.96e-012,298.547,-8861.6,-3909.46,
3.98e-012,299.025,-8887.8,-3927.73,
4e-012,292.991,-8761.99,-3902.03,
4.02e-012,301.238,-8908.11,-3911.34,
4.04e-012,303.217,-8938.36,-3908.76,
4.06e-012,304.629,-8977.35,-3924.32,
4.08e-012,303.06,-8973.38,-3946.38,
4.1e-012,308.379,-9077.8,-3962.58,
4.12e-012,293.321,-8848.44,-3982.99,
4.14e-012,292.388,-8790.08,-3940.11,
4.16e-012,303.781,-8989.75,-3950.81,
4.18e-012,296.205,-8863.29,-3950,
4.2e-012,310.803,-9141.1,-3985.68,
4.22e-012,300.187,-8975.89,-3996.56,
4.24e-012,297.572,-8912.31,-3976.35,
4.26e-012,294.355,-8838.58,-3955.98,
4.28e-012,294.357,-8825.04,-3942.41,
4.3e-012,301.865,-8942.27,-3935.09,
4.32e-012,294.564,-8788.24,-3902.16,
4.34e-012,303.369,-8948.41,-3916.3,
4.36e-012,299.095,-8836.1,-3874.88,
4.38e-012,300.229,-8861.03,-3880.99,
4.4e-012,299.057,-8834.05,-3873.46,
4.42e-012,298.625,-8806.02,-3852.59,
4.44e-012,293.935,-8743.53,-3867.9,
4.46e-012,299.463,-8832.41,-3865.09,
4.48e-012,304.765,-8933.8,-3878.52,
4.5e-012,299.717,-8893.77,-3922.24,
4.52e-012,302.45,-8963.23,-3946.35,
4.54e-012,296.179,-8847.36,-3934.51,
4.56e-012,301.743,-8917.58,-3912.43,
4.58e-012,305.901,-9014.18,-3940.07,
4.6e-012,307.254,-9062.78,-3966.23,
4.62e-012,299.081,-8939.01,-3978.02,
4.64e-012,294.188,-8860.37,-3980.54,
4.66e-012,293.672,-8819.94,-3948.67,
4.68e-012,304.907,-9026.28,-3968.65,
4.7e-012,294.197,-8804.11,-3924.12,
4.72e-012,298.502,-8878.84,-3927.46,
4.74e-012,300.664,-8926.19,-3938.94,
4.76e-012,305.023,-9003.03,-3943.48,
4.78e-012,300.325,-8923.42,-3941.79,
4.8e-012,296.472,-8854.84,-3937.12,
4.82e-012,305.728,-9041.33,-3970.07,
4.84e-012,288.018,-8708.12,-3930.65,
4.86e-012,307.095,-9020.86,-3926.94,
4.88e-012,298.021,-8876.8,-3933.39,
4.9e-012,296.258,-8857.63,-3943.46,
4.92e-012,292.154,-8724.87,-3878.77,
4.94e-012,298.708,-8857.35,-3902.54,
4.96e-012,297.32,-8807.84,-3876.06,
4.98e-012,300.927,-8873.86,-3882.25,
5e-012,307.012,-8992.34,-3899.78,
5.02e-012,303.283,-9000.42,-3969.73,
5.04e-012,290.517,-8749.31,-3930.37,
5.06e-012,299.913,-8928.78,-3953.99,
5.08e-012,293.317,-8819.02,-3953.65,
5.1e-012,290.181,-8722.63,-3909.27,
5.12e-012,298.823,-8848.25,-3891.54,
5.14e-012,294.454,-8748.29,-3864.05,
5.16e-012,300.937,-8901.49,-3909.72,
5.18e-012,302.828,-8946.35,-3923.22,
5.2e-012,300.706,-8921.18,-3933.24,
5.22e-012,299.692,-8914.2,-3943.08,
5.24e-012,305.532,-9012.56,-3944.56,
5.26e-012,297.293,-8901,-3969.66,
5.28e-012,295.55,-8858.36,-3955.95,
5.3e-012,304.572,-8999.69,-3947.61,
5.32e-012,292.283,-8782.07,-3933.85,
5.34e-012,300.882,-8929.4,-3938.53,
5.36e-012,297.906,-8869.99,-3928.48,
5.38e-012,306.801,-9040.23,-3951.18,
5.4e-012,304.08,-8984.56,-3940.66,
5.42e-012,306.563,-9069.89,-3984.79,
5.44e-012,307.192,-9096.88,-4001.35,
5.46e-012,293.254,-8884.59,-4020.26,
5.48e-012,301.917,-9024.68,-4016.64,
5.5e-012,298.304,-8975.26,-4027.17,
5.52e-012,294.47,-8881.01,-3996.5,
5.54e-012,296.992,-8912.96,-3986.63,
5.56e-012,296.549,-8861.58,-3942.58,
5.58e-012,299.927,-8920.37,-3945.34,
5.6e-012,300.495,-8909.94,-3925.49,
5.62e-012,297.249,-8840.04,-3909.44,
5.64e-012,296.939,-8818.12,-3892.66,
5.66e-012,287.7,-8611.73,-3839.52,
5.68e-012,304.775,-8900.07,-3844.63,
5.7e-012,300.283,-8849.1,-3868.17,
5.72e-012,305.873,-8945.55,-3871.89,
5.74e-012,295.798,-8800.7,-3894.16,
5.76e-012,299.716,-8861.8,-3890.28,
5.78e-012,301.796,-8922.2,-3916.18,
5.8e-012,299.676,-8892.36,-3921.5,
5.82e-012,304.019,-8976.99,-3934.1,
5.84e-012,297.992,-8882.16,-3939.23,
5.86e-012,299.362,-8895.28,-3929.62,
5.88e-012,300.298,-8910.23,-3929.05,
5.9e-012,311.023,-9139.11,-3980.03,
5.92e-012,304.523,-9016.06,-3964.8,
5.94e-012,303.117,-9005.58,-3977.65,
5.96e-012,304.349,-9052.66,-4004.29,
5.98e-012,303.026,-9054.22,-4027.79,
6e-012,302.051,-9010.04,-3999.79,
6.02e-012,303.803,-9090.46,-4051.14,
6.04e-012,293.814,-8901.65,-4028.03,
6.06e-012,299.544,-9004.23,-4035.56,
6.08e-012,295.646,-8959.76,-4055.74,
6.1e-012,302,-9074.68,-4065.28,
6.12e-012,305.806,-9155.73,-4083.19,
6.14e-012,302.43,-9082.67,-4066.14,
6.16e-012,302.857,-9096.1,-4072.47,
6.18e-012,291.604,-8845.94,-4008.98,
6.2e-012,300.549,-9016.22,-4030.88,
6.22e-012,293.117,-8899.35,-4037.29,
6.24e-012,303.428,-9066.23,-4033.13,
6.26e-012,294.844,-8892.54,-4001.82,
6.28e-012,299.215,-8993.55,-4030.34,
6.3e-012,303.113,-9045.66,-4017.79,
6.32e-012,294.151,-8855.47,-3976.26,
6.34e-012,301.745,-8985.37,-3980.19,
6.36e-012,301.12,-8977.69,-3982.87,
6.38e-012,299.088,-8941.56,-3980.46,
6.4e-012,299.247,-8963.57,-3999.82,
6.42e-012,301.684,-9005.04,-4000.86,
6.44e-012,298.242,-8926.47,-3979.39,
6.46e-012,302.348,-9026.37,-4011.19,
6.48e-012,297.963,-8881.76,-3939.32,
6.5e-012,303.703,-9002.05,-3964.39,
6.52e-012,292.015,-8778.81,-3935.02,
6.54e-012,302.149,-8949.98,-3938.1,
6.56e-012,302.376,-8984.95,-3969.31,
6.58e-012,302.627,-8984.47,-3964.65,
6.6e-012,302.791,-8995.45,-3972.92,
6.62e-012,303.231,-9022.54,-3992.71,
6.64e-012,304.116,-9037.89,-3993.38,
6.66e-012,305.794,-9093.56,-4021.21,
6.68e-012,302.093,-9056.08,-4045.12,
6.7e-012,294.121,-8935.83,-4057.12,
6.72e-012,305.022,-9135.9,-4076.36,
6.74e-012,295.901,-8978.04,-4069.8,
6.76e-012,296.486,-8962.72,-4044.78,
6.78e-012,293.29,-8891.67,-4026.73,
6.8e-012,295.845,-8906.69,-3999.37,
6.82e-012,303.071,-9043.32,-4016.14,
6.84e-012,300.113,-9016.17,-4038.07,
6.86e-012,293.601,-8872.22,-4002.13,
6.88e-012,308.253,-9124.91,-4011.78,
6.9e-012,293.384,-8861.61,-3995.13,
6.92e-012,295.144,-8872.45,-3976.77,
6.94e-012,305.381,-9031.48,-3965.98,
6.96e-012,293.964,-8805.74,-3929.63,
6.98e-012,304.719,-9013.49,-3958.98,
7e-012,303.57,-8967.29,-3931.84,
7.02e-012,299.914,-8908.8,-3933.99,
7.04e-012,297.395,-8864.83,-3931.81,
7.06e-012,305.332,-8995.83,-3931.14,
7.08e-012,299.694,-8907.72,-3936.57,
7.1e-012,306.046,-9029.92,-3953.39,
7.12e-012,299.113,-8893.91,-3932.38,
7.14e-012,301.642,-8956.5,-3953.03,
7.16e-012,287.475,-8675.51,-3907.04,
7.18e-012,305.248,-9021.59,-3958.3,
7.2e-012,289.9,-8752.9,-3944.2,
7.22e-012,291.609,-8765.94,-3928.89,
7.24e-012,301.52,-8932.22,-3930.76,
7.26e-012,288.363,-8686.39,-3903.18,
7.28e-012,303.42,-8900.29,-3867.33,
7.3e-012,304.393,-8952.35,-3903.26,
7.32e-012,296.241,-8768.2,-3854.32,
7.34e-012,312.389,-9071.3,-3889.56,
7.36e-012,301.079,-8864.99,-3870.86,
7.38e-012,302.71,-8936.24,-3915.06,
7.4e-012,299.431,-8846.79,-3879.99,
7.42e-012,293.414,-8762.3,-3895.31,
7.44e-012,295.073,-8759.97,-3865.47,
7.46e-012,295.33,-8767.63,-3868.86,
7.48e-012,299.991,-8812.34,-3836.26,
7.5e-012,295.355,-8742.48,-3843.3,
7.52e-012,297.864,-8726.78,-3785.97,
7.54e-012,310.484,-9009.42,-3859.29,
7.56e-012,298.367,-8782.44,-3833.29,
7.58e-012,309.599,-9035.2,-3899.75,
7.6e-012,301.728,-8930.98,-3926.08,
7.62e-012,294.395,-8782.8,-3899.55,
7.64e-012,301.372,-8866.89,-3867.9,
7.66e-012,300.638,-8900.59,-3913.78,
7.68e-012,300.679,-8870.51,-3883.02,
7.7e-012,296.477,-8824.63,-3906.83,
7.72e-012,303.314,-8907.73,-3876.52,
7.74e-012,308.875,-9094.59,-3971.15,
7.76e-012,300.92,-8930.68,-3939.18,
7.78e-012,301.962,-8925.58,-3916.8,
7.8e-012,304.124,-9014.6,-3969.96,
7.82e-012,300.263,-8948.69,-3968.09,
7.84e-012,297.402,-8852.52,-3919.38,
7.86e-012,294.094,-8812.52,-3934.26,
7.88e-012,304.401,-8997.14,-3947.9,
7.9e-012,299.694,-8924.15,-3952.99,
7.92e-012,293.359,-8774.32,-3908.24,
7.94e-012,297.781,-8850.83,-3911.4,
7.96e-012,306.688,-8999.43,-3912.25,
7.98e-012,299.937,-8902.57,-3927.38,
8e-012,305.895,-9017.46,-3943.45,
8.02e-012,304.205,-9004.11,-3958.12,
8.04e-012,298.797,-8917.18,-3960.9,
8.06e-012,301.284,-8963.95,-3966.41,
8.08e-012,292.126,-8790.1,-3944.48,
8.1e-012,297.477,-8871.5,-3937.11,
8.12e-012,302.103,-8970.07,-3958.95,
8.14e-012,297.963,-8895.17,-3952.71,
8.16e-012,299.155,-8902.08,-3939.87,
8.18e-012,300.562,-8926.93,-3941.38,
8.2e-012,295.961,-8838.02,-3928.77,
8.22e-012,300.604,-8892.13,-3905.88,
8.24e-012,297.072,-8786.55,-3858.88,
8.26e-012,296.345,-8797.21,-3881.6,
8.28e-012,297.968,-8778.42,-3835.89,
8.3e-012,303.252,-8882.57,-3852.4,
8.32e-012,301.202,-8861.86,-3865.68,
8.34e-012,301.132,-8877.86,-3882.85,
8.36e-012,295.167,-8753.26,-3857.19,
8.38e-012,300.861,-8845.2,-3854.69,
8.4e-012,295.003,-8726.51,-3833.16,
8.42e-012,299.591,-8813.2,-3843.75,
8.44e-012,295.947,-8728.95,-3819.94,
8.46e-012,297.015,-8760.99,-3834.28,
8.48e-012,299.912,-8852.01,-3877.24,
8.5e-012,304.856,-8992.04,-3935.25,
8.52e-012,304.65,-8956.28,-3902.93,
8.54e-012,300.996,-8909.03,-3916.28,
8.56e-012,304.076,-8981.08,-3937.23,
8.58e-012,306.587,-9018.56,-3933.06,
8.6e-012,292.474,-8736.07,-3884.67,
8.62e-012,299.656,-8889.11,-3918.58,
8.64e-012,295.209,-8783.07,-3886.3,
8.66e-012,290.716,-8663.15,-3840.92,
8.68e-012,304.345,-8920,-3871.69,
8.7e-012,300.491,-8873.48,-3889.1,
8.72e-012,298.571,-8840.66,-3888.13,
8.74e-012,298.265,-8856.36,-3908.91,
8.76e-012,300.94,-8896.85,-3905.02,
8.78e-012,299.462,-8887.37,-3920.06,
8.8e-012,301.198,-8916.29,-3920.18,
8.82e-012,298.349,-8851.11,-3902.26,
8.84e-012,292.501,-8777.33,-3925.48,
8.86e-012,299.832,-8853.71,-3880.25,
8.88e-012,301.251,-8870.73,-3873.75,
8.9e-012,294.375,-8752.22,-3869.29,
8.92e-012,296.855,-8767.67,-3843.6,
8.94e-012,301.296,-8830.7,-3832.97,
8.96e-012,307.915,-8926.73,-3819.2,
8.98e-012,307.596,-8959.7,-3857.47,
9e-012,303.791,-8910.24,-3871.12,
9.02e-012,298.986,-8791.46,-3832.05,
9.04e-012,298.176,-8754.66,-3808.67,
9.06e-012,303.655,-8841.86,-3804.99,
9.08e-012,301.882,-8846.59,-3839.13,
9.1e-012,298.621,-8760.73,-3807.38,
9.12e-012,309.311,-8989.58,-3858.9,
9.14e-012,299.157,-8801.84,-3839.58,
9.16e-012,302.259,-8868.05,-3854.34,
9.18e-012,303.437,-8886.12,-3852.88,
9.2e-012,298.658,-8840.36,-3886.38,
9.22e-012,306.077,-8967.45,-3890.42,
9.24e-012,300.785,-8917.77,-3928.52,
9.26e-012,300.383,-8902.67,-3920.09,
9.28e-012,301.597,-8930.92,-3928.2,
9.3e-012,299.756,-8868.05,-3895.86,
9.32e-012,303.962,-8997.89,-3955.93,
9.34e-012,305.643,-9006.91,-3937.08,
9.36e-012,301.707,-8964.27,-3959.72,
9.38e-012,299.266,-8902.49,-3938.42,
9.4e-012,296.915,-8854.63,-3929.57,
9.42e-012,293.625,-8784.73,-3914.25,
9.44e-012,300.607,-8959.41,-3973.11,
9.46e-012,295.505,-8848.27,-3946.6,
9.48e-012,299.471,-8940.93,-3973.47,
9.5e-012,289.135,-8731.91,-3935.91,
9.52e-012,301.258,-8915.12,-3918.01,
9.54e-012,295.316,-8800.49,-3901.94,
9.56e-012,298.916,-8890.26,-3932,
9.58e-012,300.639,-8902.13,-3915.31,
9.6e-012,293.47,-8802.62,-3934.69,
9.62e-012,291.8,-8743.82,-3903.6,
9.64e-012,295.777,-8815.26,-3909.06,
9.66e-012,296.922,-8800.54,-3875.37,
9.68e-012,302.74,-8904.92,-3883.23,
9.7e-012,290.178,-8709.61,-3896.29,
9.72e-012,300.677,-8883.21,-3895.76,
9.74e-012,301.95,-8879.45,-3870.87,
9.76e-012,306.258,-8961.96,-3881.92,
9.78e-012,298.247,-8809.05,-3861.88,
9.8e-012,301.835,-8903.49,-3896.82,
9.82e-012,305.174,-8930.35,-3868.29,
9.84e-012,299.27,-8841.42,-3877.29,
9.86e-012,294.943,-8745.06,-3852.71,
9.88e-012,307.072,-8956.31,-3862.78,
9.9e-012,294.985,-8742.24,-3849.19,
9.92e-012,297.375,-8831.45,-3898.76,
9.94e-012,301.606,-8869.01,-3866.13,
9.96e-012,299.486,-8848.38,-3880.68,
9.98e-012,295.098,-8717.96,-3823.04,
1e-011,300.338,-8832.94,-3851.11,
1.002e-011,293.849,-8675.39,-3801.19,
1.004e-011,302.73,-8823.12,-3801.6,
1.006e-011,295.457,-8686.27,-3785.39,
1.008e-011,296.171,-8704.9,-3792.18,
1.01e-011,296.279,-8683.09,-3768.58,
1.012e-011,296.426,-8670.02,-3753.07,
1.014e-011,309.267,-8914.58,-3784.62,
1.016e-011,295.477,-8688.45,-3787.24,
1.018e-011,300.356,-8768.19,-3786.06,
1.02e-011,299.2,-8763.97,-3801.01,
1.022e-011,299.301,-8779.9,-3815.27,
1.024e-011,305.244,-8870.94,-3807.72,
1.026e-011,298.093,-8782.73,-3838.14,
1.028e-011,301.073,-8837.18,-3843.15,
1.03e-011,298.218,-8752.46,-3805.78,
1.032e-011,305.899,-8881.62,-3807.53,
1.034e-011,306.869,-8957.35,-3867.17,
1.036e-011,302.578,-8860.58,-3841.58,
1.038e-011,303.673,-8872.68,-3835.52,
1.04e-011,300.458,-8815.75,-3831.93,
1.042e-011,299.931,-8814.09,-3839,
1.044e-011,297.722,-8732.85,-3794.41,
1.046e-011,293.763,-8674.74,-3801.97,
1.048e-011,304.06,-8846.37,-3802.79,
1.05e-011,301.33,-8775.89,-3777.6,
1.052e-011,296.302,-8664.52,-3749.62,
1.054e-011,297.478,-8703.9,-3769.5,
1.056e-011,298.631,-8740.3,-3786.78,
1.058e-011,293.935,-8678.34,-3802.71,
1.06e-011,301.359,-8783.14,-3784.37,
1.062e-011,306.609,-8898.15,-3812.29,
1.064e-011,303.947,-8823.79,-3782.09,
1.066e-011,297.562,-8727.93,-3792.13,
1.068e-011,291.865,-8590.55,-3749.25,
1.07e-011,299.523,-8707.12,-3738.79,
1.072e-011,304.175,-8783.91,-3738.42,
1.074e-011,304.621,-8806.75,-3753.87,
1.076e-011,303.297,-8790.99,-3760.07,
1.078e-011,301.725,-8750.19,-3745.34,
1.08e-011,300.343,-8716.29,-3734.37,
1.082e-011,305.719,-8864.41,-3793.31,
1.084e-011,303.346,-8815.34,-3783.61,
1.086e-011,293.783,-8661.73,-3788.62,
1.088e-011,304.761,-8877.5,-3822.29,
1.09e-011,303.979,-8888.13,-3845.9,
1.092e-011,293.315,-8704.32,-3838.97,
1.094e-011,307.909,-8951.02,-3843.6,
1.096e-011,302.749,-8865.26,-3843.43,
1.098e-011,303.322,-8924.73,-3893.4,
1.1e-011,299.546,-8844.39,-3875.68,
1.102e-011,302.051,-8906.88,-3896.62,
1.104e-011,297.454,-8837.57,-3903.57,
1.106e-011,306.277,-8970.7,-3890.35,
1.108e-011,306.866,-8995.54,-3905.42,
1.11e-011,298.996,-8884.4,-3924.83,
1.112e-011,309.657,-9071.84,-3935.42,
1.114e-011,296.962,-8889.84,-3963.99,
1.116e-011,302.49,-9000.28,-3982.74,
1.118e-011,306.469,-9097.48,-4013.95,
1.12e-011,298.274,-8964.39,-4016.78,
1.122e-011,302.965,-9065.69,-4040.27,
1.124e-011,301.378,-9039.63,-4040.53,
1.126e-011,295.842,-8924.42,-4017.16,
1.128e-011,307.976,-9145.73,-4037.19,
1.13e-011,294.968,-8939.12,-4046.36,
1.132e-011,294.543,-8887.93,-4002.22,
1.134e-011,306.828,-9132.53,-4043.04,
1.136e-011,300.711,-9027.64,-4039.61,
1.138e-011,301.948,-9056.4,-4047.86,
1.14e-011,301.82,-9061.49,-4055.06,
1.142e-011,302.591,-9098,-4078.79,
1.144e-011,296.789,-9012,-4089.03,
1.146e-011,295.543,-8982.49,-4080.18,
1.148e-011,286.427,-8765.69,-4014.6,
1.15e-011,298.537,-8975.27,-4023.3,
1.152e-011,299.328,-8941.33,-3976.25,
1.154e-011,298.613,-8949.67,-3996.44,
1.156e-011,305.61,-9051.38,-3982.1,
1.158e-011,297.894,-8954.53,-4013.24,
1.16e-011,296.62,-8891,-3970.83,
1.162e-011,292.679,-8832.56,-3977.76,
1.164e-011,297.583,-8908.02,-3971.88,
1.166e-011,298.669,-8892.36,-3938.21,
1.168e-011,296.813,-8852.61,-3929.24,
